English,Yoruba
The Federal Government of Nigeria is to sign a tripartite agreement with the Island of New Jersey and the United States of America on repatriation of looted assets worth $321million.,Ìjọba orílẹ̀ èdè Nàíjíríà ti gbaradi láti tọwọ́bọ ìwé àdéhun pẹlu ilu New Jersey ati United States of America nípa dídá $321m owó orílẹ̀ èdè Nàíjíríà tí wọ́n jí kó pamọ́ si orílẹ̀ èdè naa.
This is part of the Federal Government’s efforts to recover more stolen funds stashed abroad.,Ìwé àdéhùn náà wa lára ìgbìyànjú orílẹ̀ èdè Nàíjíríà láti rí i pé gbogbo owó tí àwọn ọ̀bàyéjẹ́ kan kó sálọ sí ilẹ̀ òkèèrè ni wọ́n dá padà sí orílẹ̀ èdè Nàíjíríà.
"The Attorney-General of the Federation (AGF) and Minister of Justice, Abubakar Malami, SAN, is expected to sign on behalf of the Federal Republic of Nigeria, he has departed Nigeria to United States-Nigeria on Sunday","Mínístà fún ètò ìdájọ́ lórílẹ̀ èdè Nàíjíríà, Abubakar Malami ní yóò máa tọwọ́bọ ìwé àdéhùn ọ̀hún lórúkọ orílẹ̀ èdè Nàíjíríà, ni ó ti fi orílẹ̀ èdè Nàíjíríà sílẹ̀ lọ sí orílẹ̀ èdè America, lọ́jọ́ Àìkú."
The meeting is an annual event between Nigeria and the U.S. aimed at reviewing bilateral relations and taking necessary steps to advance mutual interest in all diplomatic areas among the two countries.,"Ìpàdé ọ̀hún ló máa ń wáyé lọ́dọọdún láàrin orílẹ̀ èdè Nàíjíríà àti America láti se àgbéyẹ̀wò nípa ìbásepọ̀ orílẹ̀ èdè méjèèjì, lọ́nà tí ìbásepọ̀ wọn yóò tún se leè múná-dóko sii."
"Some other Nigerian government delegates expected to be part of the meeting include: the Minister of Industry, Trade and Investment, Otunba Adeniyi Adebayo; Minister of Defence, Maj.-Gen. Bashir Magashi (rtd); Minister of Foreign Affairs, Geoffrey Onyeama; National Security Adviser, Maj.-Gen. Babagana Monguno (rtd) as well as Minister of Humanitarian Affairs, Disaster Management and Social Development.","Lára àwọn tó lọ sojú orílẹ̀ èdè Nàíjíríà nílẹ̀ America níbi ìpàdé náà ní: Mínísítà fún ọ̀rọ̀ ilé-isẹ́, ètò isẹ́ àti okoòwò Otúnba Adéníyì Adébáyò, Mínísítà fún ètò abbo, Maj.-Gen.Bashir Magashi (rtd), Mínísítà fún ilẹ́ ókeeré, Geoffrey Onyeama, olùdámọ̀ràn fún ìjọba àpapọ̀ lórí ètò aabo, Maj.-Gen.Babagana Monguno (rtd) àti mínísítà fún ètó ọmọnìyàn, àjálù àti ìdàgbàsókè àwùjọ."
--- Plateau Governor orders arrest of community leaders as death toll increases,"--- Gómìnà pàsẹ láti mú àwọn adarí agbègbè, bí ẹ̀mí se ń sòfò ní ìpínlẹ̀ Plateau."
Death toll has risen to 22 in the killings in some communities in the central zone of Plateau State.,"Ẹ̀mí tó ti sọnù ní ìpínlẹ̀ Plateau ti di méjìlélógún báyìí, bi ìwà ìpànìyàn se ń tẹ̀síwájú."
"Governor Simon Lalong confirmed the casualty figure on Tuesday when he met with the community leaders at the Government House in Jos, the state capital.","Gomina Simon Lalong lo sọ eleyii lasiko to n se ipade pẹlu awọn adari agbegbe lọjọ Ìsẹ́gun nile gomina to wa ni Jos, to jẹ olú-ìlú ipinlẹ Plateau."
"While appraising the security situation before it gets out of hand, he stated his displeasure with the efforts of the security agencies and the role of leaders in some of the communities that have been under severe attacks recently.","Ó wá fi àìdùnnú rẹ̀ hàn lori ọwọ́ tí àwọn ọlọ́pàá, agbófinró àti adarí agbègbè ọ̀hún se mú ìsẹ̀lẹ̀ náà, ní èyí tí ó tún jẹ́ kí ìwà ìpàìyàn náà tún fi lee si ́i ju ti àtẹ̀yìnwá lọ."
The governor decried the latest attacks where gunmen invaded Ruboi and Marish communities in Bokkos Local Government Area of the state.,Gómìnà tún fi àìdùnnú rẹ̀ hàn sí bí àwọn agbébọn kan se kọlu àgbègbè Ruboi àti Marish ní ìjọba ìbílẹ̀ Bokkos tó wà ní ìpínlẹ̀ náà.
"During the unfortunate incident, at least 15 people were killed and five others injured with several buildings destroyed.","Lásìkò ìsẹ̀lẹ̀ burúkú yìí ènìyàn mẹ́ẹ̀dógún ló pàdánù ẹ̀mí wọn, nígbà tí ènìyàn márùn ún farapa, tí ọ̀pọ̀lọpọ̀ dúkìá àti ilé sì jóná."
Governor Lalong read the riot act at the meeting and condemned the activities of those he called elements who were bent on taking the state back to the dark days of chaos.,Lásìkò ìpàdé ọ̀hún ni Lalong wá ka ìwé òfin sí etí àwọn tó bá tún fẹ́ gbìmọ̀ràn láti dá wàhálà mííràn sílẹ̀.
"He, therefore, ordered the arrest of community leaders in the affected areas until the suspects involved in the various attacks were produced.","Ó wá pàsẹ pé kí wọn mú àwọn adarí àgbègbè níbi tí wàhálà náà ti wáyé, títí tí wọn yóò fi mú àwọn afurasí tó lọ́wọ́ nínú wàhálà náà."
"The Commissioner of Police in Plateau, Mr Isaac Akinmoyede, was among the stakeholders present at the meeting.","Kọmísọ́nà ọlọ́pàá fún ìpínlẹ̀ Plateau, Isaac Akínmóyèdé, jẹ́ ọ̀kan lára àwọn tó wà níbi ìpàdé ọ̀hún."
"In his briefing, he cautioned the community leaders against instigating members to take up arms in situations and not to harbour criminals in their domain.",Ó wá kìlọ̀ fún àwọn adarí àgbègbè ọ̀hún láti máa se gba ìwà ọ̀daràn láàyè ní agbègbè wọn.
The meeting held two days after reports that 13 were killed in an attack by gunmen on Kwatas village also in Bokkos Local Government Area of the state.,Ìpàdé náà wáyé lẹ́yìn ìsẹ̀lẹ̀ tí ó gba ẹ̀mí àwọn ènìyàn mẹ́tàlá ní àgbègbè Kwatas ní ìjọba ìbílẹ̀ Bokkos ní ìpínlẹ̀ Plateau.
"According to police authorities in the state, the assailants suspected to be herdsmen attacked the village on Sunday night.","Gẹ́gé bí àwọn ọlọ́pàá se sọ pé, àwọn ọ̀daràn daran-daran ló wá se ọsẹ́ ní agbègbè ọ̀hún ní àsálẹ́ ọjọ́ Àìkú."
--- Fire guts sections of Lagos market,--- Ìjàḿbà iná ní ọjà Balogun nílùú Eko.
"Some buildings at the Balogun market, located on Lagos Island are currently on fire.","Ìjàḿbà iná ń sẹlẹ lọ́wọ́-lọ́wọ́ ní ọjà Balogun nílùú Eko báyìí,."
This incident comes about a week after a similar inferno razed a timber market in the Mushin area of Lagos.,Eléyìí wáyé lẹ́yìn ìjàm̀bá iná kan tí ó sẹlẹ̀ ni ọjà Mushin ní ọjọ karun un sẹ́yìn níbi tí àwọn ọlọ́jà ti pàdánù ọ̀kẹ́ àìmọye dúk̀ía wọn.
--- President Buhari cautions against reprisal on Plateau attacks,--- Àwọn agbébọ́n pa ènìyàn mẹ́tàlá ní ìpínlẹ̀ Plateau.
"President Muhammadu Buhari has condemned attacks that resulted in the death of 13 persons in Plateau State, assuring Citizens that terrorism, banditry, kidnapping and associated crimes would be defeated.","Ààrẹ orílẹ̀ èdè Naijiria , Muhammadu Buhari ti fi àìdùnú rẹ̀ hàn sí bí àwọn agbébọn se pa ènìyàn mẹ́tàlá ní ìpínlẹ̀ Plateau, ààrẹ wá fi dá àwọn ọmọ ìpínlẹ̀ náà lójú pé,gbogbo ìwà ìpànìyàn, ìdígunjalè, ìjínigbé àti àwọn ìwa ọ̀daràn mìíràn kò ní pẹ́ di àfisẹ́yìn tí eégún ń fi asọ."
"President Buhari reiterated that “revenge, hatred and violent attacks should have no place in a multi-ethnic, multicultural and multi-religious society as we have in this country.’’","“Ààrẹ Buhari wá rọ àwọn ènìyàn náà pé “ kò sí ànfààní níbi ẹ̀san, ìkórìíra àti ìwà ipá níbi tí ẹlẹ́yà púpọ̀, ẹlẹ́sìn àti àṣà orísìírìsí  bá wà, gẹ́gẹ́ bí orílẹ̀ èdè Nàíjíríà, tí a wà yíí."
The President called on community and religious leaders to counsel the youths on the need for peaceful co-existence.,’’ Ààrẹ wá rọ àwọn adarí ẹlẹ́sìn àti adarí agbègbè náà láti rọ àwọn ọ̀dọ́ wọn nípa ìbásepọ̀ àlááfíà.
"President Buhari sends condolences to families of the victims, government and people of Plateau State.",Ààrẹ Buhari wá bá àwọn ẹbí àti ìjọba ìpínlẹ̀ Plateau kẹ́dùn lórí ìsẹ̀lẹ̀ burúkú ọ̀hún.
--- Nigeria partners with Netherlands on education,--- Nàíjíríà àti Netherland yóò fọwọ́sowọ́pọ̀ lórí ètọ ẹ̀kọ́.
The Nigerian Government and the Kingdom of the Netherlands are partnering to explore areas of partnership in the education sector as a means of deepening relationship.,"Ìjọba orílẹ̀ èdè Nàíjíríà àti Netherlands ti fohùnsọ̀kan láti fọwọ́sowọ́pọ̀ lórí ètọ ẹ̀kọ́, kí ìbásepọ̀ orílẹ̀ èdè méjéèjì náà tún le fẹsẹ̀ múlẹ̀ síi."
"The Permanent Secretary of the Ministry of Education, Sonny Echono, stated this in Abuja when a team from the Netherlands Institute of International Relations Clingendael, led by its General Director, Monika Sie Dhian Ho, paid him a working visit.","Akọ̀wé ìjọba àjọ tó ń mójútó ètò ẹ̀kọ́, Sonny Echono, ló sọ̀rọ̀ nílùú Àbújá, lásìkò tí ikọ̀ ilé-ẹ̀kọ́ orílẹ̀ èdè Netherlands Institute of International Relations Clingendael, tí ọ̀gbẹ́ni Monika Sie Dhian Ho, jẹ́ adarí rẹ̀, yọjú síí."
The Permanent Secretary said Nigeria stands to gain a lot from the partnership.,Akọ̀wé ìjọba fún àjọ ọ̀hún ní orílẹ̀ èdè Nàíjíríà yóò jẹ́ ànfààní púpọ̀ nípa ìfọwọ́sowọ́pọ̀ náà.
"According to the Permanent Secretary, “there are many aspects of the education sector that needs the intervention of investors from the advanced world”.","Gẹ́gẹ́ bí akọ̀wé náà se sọ ó ní, “Orísìírísìí ọ̀nà nípa ètò ẹ̀kọ́ ló nílò ìrànwọ́ láti ọ̀dọ̀ àwọn olókoòwò láti ilẹ̀ òkèèrè""."
Sonny Echono reiterated that the Nigerian Government was opened to all investment interventions in the sector.,Sonny Echono sọ pé ìjọba orílẹ̀ èdè Nàíjíríà ti ṣetán láti bá àwọn tó bá nífẹ̀ẹ́ sí ètò okòowó lórí ẹ̀kọ́ lórílẹ̀ èdè yìí ṣe.
"Echono urged the Dutch government to consider partnering with Nigeria in developing the Agricultural education, Information and Communication Technology and Vocational education subsectors.","Echono tún wá rọ ìjọba orílẹ̀ Dutch láti tún fọwọ́sowọ́pọ̀ pẹ̀lú ìjọba orílẹ̀ èdè Nàíjíríà lórí ètò ọ̀gbìn, ìròyìn àti ị̀mọ̀ ẹ̀rọ àti ètò ẹ̀kọ́ nípa isẹ́ ọwọ́."
"Earlier, the General Director of the Institute, Monika Sie Dhian said that the team was sent by the Dutch government to find areas of collaboration with the Nigerian government to help its developmental efforts.","Sáájú èyí ni, olùdarí ilé -ẹ̀kọ́ ọ̀hún, Monika Sie Dhian wá sọ pé ìjọba orílẹ̀ Dutch, ló rán àwọn wá sí orílẹ̀ èdè Nàíjíríà láti wá béèrè ọ̀nà tí ìjọba ọ̀hún yóò fi leè fọwọ́sowọ́pọ̀ pẹ̀lú ìjọba orílẹ̀ èdè Nàíjíríà."
--- Senate sets priorities ahead of resumption,"--- Ilé ìgbìmọ̀ asòfin yóò sàgbéyẹ̀wò ètò ààbò, òfin epo rọ̀bì àti ìdìbò."
"The Nigerian Senate has set as top most on its agenda in 2020, the issues of security, Petroleum Industry Bill, PIB and electoral reforms as the Lawmakers reconvene in plenary this Tuesday after a month Christmas recess.","Ilé ìgbìmọ̀ asòfin lórilẹ̀ èdè Nàíjíríà ti se ìpinnu fún ọdún 2020, láti mójútó ètò ààbò, òfin fún epo rọ̀bì àti àtúnse òfin lórí ètò ìdìbò, ní kété tí wọ́n bá ti wọlé lọ́jọ́ Ìsẹ́gun."
"President of the senate Dr. Ahmad Lawan observed that the heightening spate of insecurity was of growing concern that requires the collective effort of the Executive and Legislature, alongside all tiers of government at the State and Local levels.","Abẹnugan ilé ìgbìmọ̀ asòfin, Ahmad Lawan ní òhun wòye bí ẹsẹ̀ ètò ààbò lórílẹ̀ èdè yìí se ń se sége-sège bí ẹsẹ̀ télọ̀ jẹ́ ojúse gbogbo wọn yálà, ìjọba àpapọ̀, ilé ìgbìmọ̀ asòfin àti gbogbo àwọn ìpele ìjọba tí ó wà, ìjọba ìpínlẹ̀ àti ìjọba ìbílẹ̀ ní láti mójútó."
"The Senate President added that the Upper Chamber, upon resuming on Tuesday 28, 2020, would adjourn till Wednesday in accordance with its tradition to honour the demise of a member of the House of Representative, Muhammadu Gawo, representing Garki/Babura Federal Constituency in Jigawa State, who passed away in Dubai during the Christmas break.","Ó tẹ̀síwájú pé, nígbà tí ilé ìgbìmọ̀ asòfin bá wọlé lọ́jọ́ Ìsẹ́gun ọjọ́ kejìdínlọ́gbọ̀n, Ọdún 2020 wọn yóò tún sún ìjokòó ọ̀hún síwájú di ọjọ́Rú ni ìbámu pẹ̀lú ìlànà wọn láti bu ọlá fún ọ̀kan nínú wọn tí ó jẹ́ Ọlọ́run nipé lásìkò àjọ̀dún kérésìmesì ní Dubai, ìyẹn olóògbé Muhammadu Gawo, tó ń sojú fún Garki/Babura ní ìpínlẹ̀ Jigawa."
--- Cross River State seeks support for  Deep Sea Port,--- Ìjọba ìpínlẹ̀ Cross River ń fẹ́ àtìlẹ́yìn fún ìbùdó omi òkun.
"The Cross River State government has appealed to Nigerian government for assistance towards completing the super high way and Bakasi Deep Sea Port, which the State is currently constructing.",Ìjọba ìpínlẹ̀ Cross River ti rọ ìjọba àpapọ̀ láti sàtìlẹyìn fún ojú ọ̀nà márosẹ̀ àti ìbùdó omi òkun tó wà ní Bakasi tí ìpínlẹ̀ náà ti dawọ́lé.
"The State Governor, Professor Ben Ayade made the appeal on Monday, at the Presidential Villa, Abuja, after he met with President Muhammadu Buhari.","Gómìnà ìpínlẹ̀ ọ̀hún, ọ̀jọ̀gbọ́n Ben Ayádé lọ bẹ̀bẹ̀ yìí lọ́jọ́ Ajé, nílé ààrẹ tó wà nílùú Àbújá, lẹ́yìn ìpàdé tí ó se pẹ̀lú ààrẹ Muhammadu Buhari."
The Governor said the two projects were of significant importance to both Cross River State and the country at large.,"Gómìnà náà sọ pé isẹ́ àkànṣe méjì ní ìjọba òhun tí gùnlé, ní èyí tí ó se pàtàkì sí ìpínlẹ̀ Cross River àti orílẹ̀ èdè Nàíjíríà."
He said: “I will like to commend Mr. President most especially for his usual kindness towards the people of Nigeria and Cross River in particular.,Ó ní: “Mo gbóróyìn fún ààrẹ Buhari fún ètò ìrànlọ́wọ́ rẹ̀ sí gbogbo ọmọ orílẹ̀ èdè Nàíjíríà àti pàápàá jùlọ fún ìpínlẹ̀ Cross River.
"However, the discussion also went beyond that to his key trust, which is Nigeria beyond oil.",Síbẹ̀síbẹ̀ ìjíròrò wa kìí se lórí ìgbàgbọ́ tí a ní nínú ìsèjọba yìí nìkan sùgbọ́n a tún jíròrò nípa ohun tí ó ju epo rọ̀bì lọ.
Governor Ayade assured the people that he would continue to implement projects that would impact on their lives.,"Gómìnà Ayade wá fọkàn gbogbo àwọn ́ọmọ ìpínlẹ̀ Rivers balẹ̀ pé, òun yóò túbọ̀ máa tẹpẹlẹ mọ́ àwọn isẹ́ àkànse tí àwọn ènìyàn yóò máa jẹ ìgbádùn rẹ̀."
Employment Generation He announced that the State intends to generate employment for over two thousand young people through agriculture.,Ó tẹ̀síwájú pé ìjọba ìpínlẹ̀ náà tí pinnu láti fún ẹgbẹ̀rún méjì àwọn ọ̀dọ́ ní isẹ́ nípa ètò ìdàgbàsókè ohun ọ̀gbìn.
The Governor said President Buhari would soon visit the State to inaugurate an empowerment scheme for the youth tagged ‘G-Money,Gómìnà tún sọ pé ààrẹ Buhari kò ní pẹ́ wá sí ìpínlẹ̀ náà láti wá se ìfilọ́lẹ̀ àwọn ètò ìrónilágbára fún àwọn ọ̀dọ́ bí i ‘ètò G-Money ’.
--- NAF destroys ISWAPs’ staging area in Borno,--- Ilé-isẹ́ ogun òfurufú ti dáná sun ibùdó ikọ̀ ọlọ̀tẹ̀ (ISWAP) ní ìpínlẹ̀ Borno.
"The Nigerian Air Force (NAF) has destroyed an Islamic State of West Africa Province (ISWAP) staging area at Gashigar in Borno, and neutralised several of the insurgents.","Ilé-isẹ́ ikọ̀ ọmọ ogun òfurufú (Nigerian Air Force NAF) ti dáná sun ibùdó ikọ̀ ọlọ̀tẹ̀, Islamic State of West Africa Province, (ISWAP) tó wà ní Gashigar ní ìpínlẹ̀ Borno."
NAF said it also took out terrorists’ hideouts at Tumbun Rego on the fringes of Lake Chad and at Bula Bello near Sambisa Forest all in Borno.,Ilé-isẹ́ NAF sọ pé wọn tún se ìkọ̀lù sí ibi tí àwọn ikọ̀ ọlọ̀tẹ̀  ń sá pamọ́ sí ní àwọn agbègbè  Tumbun Rego tó wà ní  Lake Chad àti  Bula Bello ní agbègbè igbó Sambisa ní ìpínlẹ̀ Borno.
"Air Commodore Ibikunle Daramola, NAF Director of Public Relations and Information who made this known in Abuja, added that it was achieved in air strikes conducted by the Air Task Force (ATF) of Operation LAFIYA DOLE on Friday and Saturday on the heels of credible intelligence reports.","Air Commodore Ìbíkúnlé Dáramólá, NAF tó jẹ́ adarí ẹka ìbára-ẹni-sepọ̀ àti ìròyìn ló sọ̀rọ̀ yìí nílùú Àbújá láti sọ nípa ìkọlù orí afẹ́fẹ́ ti ikọ̀ ọmọ ogun òfurufú, Air Task Force (ATF) of Operation LAFIYA DOLE se láti fi dáná sun ikọ̀ ọlọ̀tẹ̀."
--- Tax revenue will reduce borrowing in Nigeria – SGF,--- Ìjọba àpapọ̀ kò nilò láti ya owó nílẹ̀ òkèèrè – SGF.
"Secretary to the Government of the Federation (SGF), Mr. Boss Mustapha has stated that if more revenue could be generated from tax there would be less need for government to borrow.","Akọ̀wé àgbà fún ìjọba àpapọ̀ lórílẹ̀ èdè Naijiria, Boss Mustapha ti ní ti ìjọba bá leè máa rí owó nípa sísan owó –orí, wọn kò nílò láti tún yá owó mọ́."
"Boss Mustapha made this known in his office when the Executive Chairman, Federal Inland Revenue Service (FIRS), Mr. Mohammed M. Nami and Service’s Board paid him a courtesy visit.","Boss Mustapha sọ̀rọ̀ yìí ni ọ́fíìsì rẹ̀ lásìkò tí alága ilé-isẹ́ tó ń mójútó ètò bí owó se ń wọlé lórílẹ̀ èdè Nàíjíríà (FIRS), Mohammed M. Nami se ẹ́ -kááre, ẹ -ǹ- lẹ́- níbẹ̀ -yẹn sii."
The SGF advised the FIRS Chairman to be proactive in his tax collection drive.,Boss Mustapha tẹ̀síwájú pé ìjọba àpapọ̀ nílò gbogbo owó láti leè jẹ́ kí ó se ojú rẹ̀.
The SGF congratulated the FIRS Chairman on his recent appointment.,Ó wá kí alága àti ìgbìmọ̀ rẹ̀ kú orí –ire fún ipò tuntun wọn.
--- President Buhari authorises air raid on bandits’ hideouts in Niger State,"--- Ààrẹ Buhari pàsẹ láti kọlu jàǹdùkú,ọ̀daràn àti olè lórí afẹ́fẹ́ ní ìpínlẹ̀ Niger."
"President Muhammadu Buhari has authorised the deployment of air power to counter the menace of bandits operating in the forest area bordering Kaduna, Niger and Zamfara states, The President has received assurances that with the harmattan dust gradually easing its hold on the skies, fighter aircraft would this week join the efforts to provide effective air attacks against bandits, kidnappers and cattle rustlers that have been attacking remote communities around Dogon Gona forest in Niger State.","Ààrẹ Muhammadu Buhari ti pàsẹ pé kí àwọn ọmọ ogun orí òfurufú bẹ̀rẹ̀ ìkọlù orí afẹ́fẹ́ láti gbógun ti gbogbo àwọn jàǹdùkú,ọ̀daràn àti olè tí wọ́n ń lo inú igbó láti se isẹ́ ibi wọn ní àwọn ìpínlẹ̀ Kaduna, Niger ati Zamfara Ààrẹ ti rí ìdánilójú pé bí eruku ojú ọjọ́ ṣe ń kúrò lójú òfurufú, àwọn ikọ̀ ọmọ ogun orí afẹ́fẹ́ yóò bẹ̀rẹ̀ lọ́sẹ̀ yìí láti maa ṣe ikọlu si gbogbo ibi ti àwọn ọ̀daràn daran-daran máa n sa pamọ́ sí láti se àwọn ènìyàn ní ìjàm̀bá pàápàá jùlọ ni agbègbè Dogon Gona ni ipinlẹ Niger,tó jẹ́ ààrin gbùngbùn orílẹ̀ èdè Nàíjíríà."
President Buhari described the repeated attacks leading to the losses of several lives in the communities “as a disaster for the nation.”,"Ààrẹ Buhari wá sàpèjúwe àwọn ìkọlù tó ń wáyé ní agbègbè ọ̀hún, ní èyí tí ọ̀pọ̀lọpọ̀ àwọn ènìyàn ti pàdánù ẹ̀mí wọn bí “òfò fún orílẹ̀ èdè yìí."
"In line with this directive, the Nigerian Air Force is setting up refuelling facilities at Minna, Niger State to support the aircraft operations.","""Ní ìbámu ìlànà yìí, ilé-isẹ́ ọmọ ogun òfurufú àti agbófinró orílẹ̀ èdè Nàíjíríà ti setán láti bẹ̀rẹ̀ iṣẹ́ ní pẹrẹu láti ṣe ìkọlù sí àwọn ọ̀daràn nílùú Minna, ní ìpínlẹ̀ Niger láti pèsè ìrànwọ́ fún ikọ̀ ọmọ ogun òfurufú."
President Buhari commiserates with the government and people of Niger State following the attacks and the loss of lives that followed.,Ààrẹ Buhari wá bá ìjọba ìpínlẹ̀ Niger àti àwọn ọmọ ìpínlẹ̀ Niger kẹ́dùn lórí ìkọlù àti òfò ẹ̀mí tó sẹlẹ̀ ní ìpínlẹ̀ náà.
The president assures that victim communities in the state will not be abandoned by the rest of the country.,Ààrẹ wá fi dá àwọn tó farapa níbi ìsẹ̀lẹ̀ náà lójú pé orílẹ̀ èdè Nàíjíríà kò ní gbàgbé wọn.
"--- Nigeria, India to strengthen bilateral ties","--- India yóò ran Nàíjíríà lọ́wọ́ nípa ètò ajé, okòòwò, ààbò,ẹ̀kọ́."
