English,Yoruba
"According to a statement by the Assistant Director Army Public Relations 23 Brigade Yola, Major Haruna Mohammed Sani, the terrorists besieged the town in about 7 Gun Trucks and a number of motorcycles setting some buildings ablaze and causing unrest within the community.","Gẹ́gẹ́ bí àtẹ̀jáde kan ti Igbákejì Olùdarí Alukoro Ikọ̀ Ọmọ-ogun Ẹgbẹ́-ológun 23 ti  Yola, Major Haruna Mohammed Sani, ṣe sọ, àwọn ikọ̀ ọlọ̀tẹ̀ náà wá sí àgbègbè ọ̀hún pẹ̀lú àwọn Ọkọ̀ Ìbọn ìjagun t’ó tó méje, pẹ̀lú àwọn oríṣiiríṣii ọkọ̀ alùpùpù, tí wọ́n sì bẹ̀rẹ̀ sí ń tiná bọ àwọn ilé kọ̀ọ̀kan, tí ó fa ìbẹ̀rù-bojo ní àárín ìlú náà."
"“The gallant troops mobilised and intercepted the criminals’ advance and engaged the marauding criminals unleashing high volume of fire leading to the elimination of several of the criminals while others withdrew in disarray, many of them with gunshot wounds as evident in the trails of blood along their withdrawal route” Major Sani explained.","Gẹ́gẹ́ bí Major Sani ṣe ṣ’àlàyé “àwọn ikọ̀ ọmọ ogun anígboyà yìí wọ̀yá ìjà pẹ̀lú àwọn ọ̀daràn awa-ìkógunkiri tí wọ́n sì daná bolẹ̀ gan-an tí púpọ̀ nínú àwọn ọ̀darànmọràn náà sì gbẹ́mìí mì tí àwọn kàn sì tún túká, tí ọ̀pọ̀lọpọ̀ wọn f’arapa yánna-yànna pẹ̀lú ẹ̀ri ipa ẹ̀jẹ̀ lọ́nà ibi tí wọ́n sá gbà.”"
"“Regrettably, one gallant soldier paid the supreme price while another soldier was wounded in action. The wounded in action soldier has since been evacuated to a military medical facility.","“Ó ṣ’eni láàánú, pé ọ̀kan nínú àwọn ikọ̀ ọmọ ogun anígboyà kan sọ ẹ̀mí rẹ nù, tí omiran f’arapa yánna-yànna lójú. Ọmọ ogun tí ó f’arapa náà sì ti ń gba ìwòsàn lọ́wọ́-lọ́wọ́ báyìí nílé ìwòsàn ológun."
"Consequently, following the successful repelling of the criminals, on the 22nd February 2020, the Commander 23 Armoured Brigade, Brigadier General Sani Gambo Mohammed visited the troops in Garkida.","Ní kété tí ìsẹ̀lẹ̀ náà wáyé ní ọjọ́ Kéjìlélógún oṣù kejì ọdún, 2020, ni Apàṣẹ ogun Ẹgbẹ́-ológun Ìhámọ́ra 23, Ọ̀gágun Sani Gambo Mohammed ti ṣe àbẹ̀wò sí ikọ̀ náà ní Garkida"
"At the end of his tour, he congratulated the troops for their doggedness, vigilance and uncommon fighting spirit that led to the victory against the enemy.","Nígbà tí ó ṣe àbẹ̀wò rẹ̀ tán, t’ó sì gbóṣùbà fún ikọ̀ náà fún ìforítì, ìṣọ́ra àti ìjà fitafita tí ó mú wọn ṣẹ́gun ọta."
He however admonished them to be more vigilant as the criminal elements may plan a reprisal attack due to the casualties they suffered.,"Ó tún wá rọ ikọ̀ ọ̀hún náà láti má ṣe káàrẹ́ẹ̀ nítorí pé ó se é se, kí ikọ̀ ọlọ̀tẹ̀ náà tún fẹ́ padà wá sí àgbègbè ọ̀hún."
"Additionally, the Brigade Commander also solicited the citizens’ continuous cooperation in reporting to security agencies any suspicious persons or movement within and adjourning communities.","Láfikun, Ọ̀gágun náà tún wá rọ, àwọn tó ń gbé àgbègbè náà láti máa fi tó ikọ̀ ológun létí ní kété tí wọn bá gbúròó àwọn afurasí tàbí àwọn ènìyàn tí ọwọ́ wọn kò mọ́ ọn."
He further reassured the good people of Garkida and indeed Adamawa State of the Brigade’s total commitment to protecting lives and properties within its Area of Responsibility.,Ó wá fi dá àwọn ènìyàn àgbègbè Garkida náà lójú pé ikọ̀ ọmọ ogun orílẹ̀ èdè Nàìjíríà kò ní káàrẹ́ẹ̀ láti máa dáàbò bo dúkìá àti ẹ̀mí àwọn ará ìlu.
---President Buhari thanks ‘Doctors Without Borders’ for supporting Nigeria,---Ààrẹ Buhari dúpẹ́ lọ́wọ́ àwọn ‘Dókítà Láìní Ààlà’ fún àtìlẹ́yìn wọn ní Nàìjíríà.
President Muhammadu Buhari says the sacrifices of Medecins Sans Frontieres (Doctors Without Borders) in conflict areas in Nigeria are well appreciated.,Ààrẹ Muhammadu Buhari ti ní ìjọba mọ rírì ìfaradà àti ìgbìyànjú ẹgbẹ́ Medecins Sans Frontieres (Dokita Láìní Ààlà) ní àwọn agbègbè tí rògbòdìyàn ti ń wáyé l’órílẹ̀ èdè Nàìjíríà.
"Receiving Dr. Christos Christou, International President of the organization at State House, Abuja, on Friday, the President said the sacrifices as individuals and as a group was quite enormous, particularly on a non-profit basis.","Lásìkò tí ààrẹ Buhari ń tẹ́wọ́gba Dókítà Christos Christou, t’ó jẹ́ ààrẹ ẹgbẹ́ ọ̀hún nílé ààrẹ, nílùú Àbújá, lọ́jọ́ Ọjọ́bọ̀, Ààrẹ ní ìgbìyànjú àti ìfaradà tí ẹgbẹ́ náà ń se pàápàá jùlọ láìgba owó, jẹ́ èyí tí ó yanilẹ́nu."
"Commenting specifically on the situation in the North-East, President Buhari said despite criticisms, the government has made substantial progress.",Ààrẹ Buhari ní ìjọba àpapọ̀ náà kò káàrẹ́ẹ̀ nínú ìgbìyànjú rẹ̀ bó tilẹ̀ jẹ́ pé wọ́n ń sọ ọ̀pọ̀lọpọ̀ ọ̀rọ̀ àbùkù sí ìjọba òun.
"“We know the pathetic situation of children not knowing where their parents are, or the communities they come from, and that was why we established the new Ministry of Humanitarian Affairs, Disaster Management, and Social Development.","Ààrẹ ní “a mọ ipò tí àwọn ọmọdé tí kò mọ ibi tí àwọn òbí wọn wà, tàbí àwọn àgbègbè tí wọ́n ti wá, àti pé ìdí nìyí tí a fi dá Ilé-iṣẹ́ tó ń mójútó ọmọnìyàn, Ìṣàkóso àjálù, áti Ìdàgbàsókè àwùjọ sílẹ̀."
This is to harness and channel resources to such deprived people.,Èyí ni láti ṣ’ètò ìrànwọ́ fún irú àwọn ènìyàn báyìí.
"The President promised that respite and succor would come to all the troubled areas, adding that many prominent and well-to-do organizations were also involved, along with international agencies.","Ààrẹ wá ṣèlérí pé ìjọba yóò fọwọ́sowọ́pọ̀ pẹ̀lú àwọn ògbóǹtarìgì ọmọ bíbí orílẹ̀ èdè yìí, àwọn ilé-iṣẹ́ ńlá àti àwọn ẹgbẹ́ ilẹ̀ òkèèrè láti pèsè ètò ìrànwọ́ fún àwọn àgbègbè tí rògbòdìyàn ti ṣe lọ́sẹ́."
---Nigeria’s Information Minister clears air on $500m China Loan,---Mínísítà fún ètò ìròyìn ṣ’àlàyé nípa Ẹ̀yáwó Ẹ̀ẹ́dẹ́gbẹ̀ta mílíọ̀nù dọ́là láti China
"Nigeria’s Minister of Information and Culture, Alhaji Lai Mohammed has revealed that the 500 million dollar loan being sought from China is not for the Nigeria Television Authority (NTA) alone.","Mínísítà fún ètò ìròyìn àti àsà, Alhaji Lai Mohammed ti sọ pé ẹ̀ẹ́dẹ́gbẹ̀ta mílíọ̀nù dọ́là tí wọ́n fẹ́ yá láti orílẹ̀-èdè China kì í ṣe fún ilé-iṣẹ́ móhùn-máwòrán ti orílẹ̀ èdè Nàìjíríà (NTA) nìkan."
"The Country’s Information and Culture Minister made the clarification in Abuja, Nigeria’s capital, while briefing journalists on the controversies surrounding the proposed loan for the projects.","Mínísítà fún ètò ìròyìn àti àsà s’ọ̀rọ̀ náà nígbàtí ó ń bá akọ̀ròyìn s’ọ̀rọ̀ nílùú Àbújá, tí ṣe olú-ìlú orílẹ̀-èdè Nàìjíríà lórí àhesọ ọ̀rọ̀ lórí owó tí wọ́n fẹ́ yá ọ̀hún fún àwọn iṣẹ́ àkànṣe."
Mohammed said the loan was for three major projects contrary to the hysteria created over it in a section of the media.,Mohammed ní ẹ̀yáwó náà wà fún iṣẹ́ àkànse pàtàkì mẹ́ta tí wọ́n ṣe l’órílẹ̀ èdè Nàìjíríà tí ó yàtò sí awuyewuye ilé-iṣẹ́ akọ̀ròyìn.
"He said it was reported in some sections of the media while defending the loan before the National Assembly that the loan was for the upgrades of facilities to enable NTA compete with the likes of America’s Cable Network News, CNN.","Ó ní àwọn ilé-iṣẹ́ akọ̀ròyìn kan gbé àhesọ ọ̀rọ̀ náà jáde lásìkò tí òun wà nílé ìgbìmò aṣòfin láti sọ nípa ètò ẹ̀yáwó ọ̀hún, pé àwọn owó ọ̀hún láti leè jẹ́ kí ilé-iṣẹ́ NTA máa figa-gbága pẹ̀lú ilé-iṣẹ́ móhùn-máwòrán, America’s Cable Network News, CNN."
"The minister said the loan would be used to construct a headquarters complex and transmission network for Integrated Television Services (ITS), the Federal Government-owned signal distributor and a major component of the country’s Digital Switchover (DSO)","Mínísítà wá ṣ’àlàyé pé ètò ẹ̀yáwó náà yóò jẹ́ lílò fún kíkọ́ àwọn olú ilé-iṣẹ́ agbóhùn sáfẹ́fẹ́ (ITS), tí ó jẹ́ irinṣẹ́ apin-afẹ́fẹ́ ká ti Ìjọba Àpapọ̀ àti àwọn ohun-èlò ìbọ́sórí-ẹ̀rọ Ìgbóhùnsáfẹ́fẹ́ Ìgbàlódé (DSO)."
"He said the fund would also be used to build an ultra-modern Media City in Ikorodu, Lagos State, to include Indoor/Outdoor shooting area, Animation Production Facility and Digital Media Training Centre.","Bákan náà, ó ní wọn yóò tún lo owó náà láti fi kọ́ ilé-iṣẹ́ ìgbàlódé fún ilé-ẹ̀kọ́ ìròyìn fún àwọn akọ̀ròyìn àti oníròyìn nílùú Ìkòròdú, ní ìpínlẹ̀ Èkó, tí ó ibi eré ìtàgé ilé/òde, Ìṣàwòrándààyè àti Ẹ̀kọ́ Ìmọ̀ Ẹ̀kọ́ Ìkọ̀ròyìn."
"Mohammed also hinted that other facilities in the city would include World Class Cinema, Four-Star Hotel, an Amusement Park and Amphi-theatre.","Mohammed tún pé wọn yóò tún lo owó náà fún pípèsè ilé-iṣẹ́ sinimá Ìgbàlódé, Ilé–ìtura Oníràwọ̀ Mẹ́rin, Gbọ̀ngàn eré- ìtàgé ńlá àti Ibi ìṣere."
The minister further said the loan would also be used for acquisition of digital movie production equipment for rental as well as power system,Mínísítà tún tẹ̀síwájú pé àwọn yóò tún lo owó náà láti fi ra irinṣẹ́ ìgbàlódé fún ìyàwòràn fún yíyá àti ìpèsè iná mọ̀nà-mọ́ná.
He disclosed that the Media City Training Academy was only the second of its type in Africa and the first is in Egypt.,Ó ní Ìlú Ilé-ẹ̀kọ́ Ìkọ́ròyìn ni ìkejì irú rẹ̀ tó wà ní Ilẹ̀-Adúláwọ̀ tí àkọ́kọ́ wà ní orílẹ̀ èdè Egypt.
"The minister also disclosed that the loan would be used for digitization of all NTA Stations at the Headquarters, 12 zonal stations, the 36 States and FCT as well as 78 community stations.",Mínísítà tún sọ pé àwọn yóò tún lo owó ọ̀hún láti fi pèsè irinṣẹ́ ìgbàlódé fún ilé-iṣẹ́ móhùn-máwòrán NTA tó wà nílùú Àbújá àti ẹkùn méjìlá àti ní gbogbo ibi tí ilé-iṣẹ́ náà wà ní gbogbo ìpínlẹ̀ tó wà l’órílẹ̀ èdè Nàìjíríà.
"---President Buhari reassures Plateau State on peace, prosperity",---Ààrẹ Buhari fọkàn ìpínlẹ̀ Plateau balẹ̀ lórí ètò àlàáfíà àti àṣeyọrí.
"President Muhammadu Buhari has reassured Plateau State government that the Federal Government will continue to support its efforts towards promoting a peaceful, prosperous and tolerant society.","Ààrẹ orílẹ̀ èdè Nàìjíríà, Muhammadu Buhari ti fọkàn àwọn ènìyàn ìpínlẹ̀ Plateau balẹ̀ pé ìjọba kò ní káàárẹ̀ láti túbọ̀ máa ṣètò ìránẁọ fún wọn nípa pípèsè ètò àlàáfíà, àṣeyọrí àti ìfọ̀kànbalẹ̀ fún wọn."
"Receiving Governor Simon Lalong and other stakeholders from Plateau State on Thursday, President Buhari appealed to residents and indigenes of the State to support the Governor’s development agenda.","Lásìkò tí ààrẹ Buhari ń tẹ́wọ́gba gómìnà ìpínlẹ̀ Plateau ọ̀hún, Simon Lalong àti àwọn tí ọ̀rọ̀ kàn ní ìpínlẹ̀ Plateau lọ́jọ́ Ọjọ́bọ̀, Ààrẹ Buhari wá rọ àwọn olùgbé àti ọmọ ìpínlẹ̀ náà láti máa sàtìlẹyìn fún ètò ìdàgbàsókè tí gómínáà náà dáwọ́lé lórí."
"‘‘It is, therefore, our collective duty to ensure these potentials are fully harnessed by providing the right policy support,’’ the President said.","Gómìnà náà wá rọ ààrẹ Buhari láti ṣètò pópó ọ̀nà ọkọ̀ tí yóò máa gba àwọn ọkọ̀ púpọ̀, ìrànwọ́ fún àwọn tí ogun àti ìjà lé kúrò ní àgbègbè wọn, àtúnṣe lórí ilé –iṣẹ́ ìwádìí lórí ànàmọ́."
"President Buhari told the delegation he was very pleased with the progress made on security, provision of social services and infrastructure development under the leadership of the present Governor.","Ààrẹ Buhari wá sọ fún àwọn aṣojú ọ̀hún pé, inú òhun dùn lórí ìdàgbàsókè tó wà nípa ètò ààbò àti ìdàgbàsókè àwùjọ tí gómìnà náà ń ṣe ní ìpínlẹ̀ náà"
"The delegation comprised of the State Deputy Governor, Prof. Sonni Tyoden as well as political appointees and some illustrious sons and daughters of Plateau State.","Lára àwọn èníyàn t’ó wà pẹ̀lú gómìnà Lalong ní ìgbákejì gómìnà, ọ̀jọ̀gbọ̀n Sonni Tyoden àti àwọn ògbóntàrigìì olósèlú tó wá láti ìpínlẹ̀ náà"
---Senate probes GSM operators over drop calls,---Ìgbìmọ̀ aṣòfin yóò ṣe ìwádìí bí ilé-iṣẹ́ ẹ̀rọ ìbánisọ̀rọ̀ alágbèéká ṣe ń ja Nàìjíríà lólè lórí ìpè.
A Senate panel on Wednesday held a public hearing to investigate telecommunications network operators in the country over increasing rate of drop calls.,Lọ́jọ́rú yìí n ilé ìgbìmọ̀ aṣòfin ti bẹ̀rẹ̀ ìwádìí lórí owó tí àwọn ilé-iṣẹ́ tó ń pèsè ẹ̀rọ ìbánisọ̀rọ̀ alágbèéká àti ìpè bí wọ́n ṣe ń ja àwọn ọmọ orílẹ̀ èdè lólè lórí ìpè tí àwọn ènìyàn kò jẹ̀gbádùn rẹ̀ sùgbọ́n tí wọ́n ń gbà owó lọ́wọ́ oníbárà wọn.
"According to the chairman of the Senate Committee on Communications, Senator Oluremi Tinubu, the session was specifically “on the increasing rate of drop calls and other unwholesome practices by telecommunications network operators in Nigeria that have robbed Nigerians of their hard earned billions of naira.”","Gẹ́gẹ́ bí alága ìgbìmọ̀ aṣòfin tó ń mójútó ètò ìbánisọ̀rọ̀, aṣòfin Olúrèmí Tinubu, se sọ pé “Bí àwọn ilé-iṣẹ́ ẹ̀rọ ìbánisọ̀rọ̀ ṣe ń já owó lórí ìpè tí àwọn oníbàráà wọn kò lò àti àwọn ìwà mííràn tí wọ́n ń lò láti ja àwọn oníbàráà wọn lólè jẹ́ ìwà ìbàjẹ́."
"What MTN does in Nigeria, MTN doesn’t do that in South Africa.",Irú ìwà ti ilé-isẹ́ ìbánisọ̀rọ̀ MTN ń hu lórílẹ̀ èdè Nàìjíríà kó leè ṣẹlẹ̀ lórílẹ̀ èdè South Africa.
I think the committee should insist on what happens to all the money people in this country paid for no service.,Ó yẹ kí ìgbìmọ̀ ṣe ìwádìí sí gbogbo owó tí àwọn ilé-isẹ́ ẹ̀rọ ìbánisọ̀rọ̀ ń gbà lọ́wọ́ oníbàráà wọn láìjẹ́ pé wọ́n jẹ àǹfààní ohun tí wọ́n san owó náà fún.
Other countries give money back.,Àwọn orílẹ̀ èdè mìíràn máa ń dá owó padà.
But here you denied us and you don’t give one Kobo.,Sùgbọ́n níbí ẹ fi dùn wá ti ẹ sì ní fún wa ní Kọ́bọ̀.
"“And the kind of market that we have in Nigeria, is such that you don’t have this market anywhere in the world.","“Irú ọjá tó wà ní orílẹ̀ èdè Nàìjíríà, kò sí irú rẹ̀ ní àgbáyé."
"When a Nigerian will have three lines, yet we don’t get the service that we paid for.","Nígbàtí àwọn ọmọ orílẹ̀ èdè Nàìjíríà mìíràn yóò ní káàdì ìpè mẹ́ta, síbẹ̀ a kò tún ní jẹ àǹfààní sí ohun tí a sanwó fún."
"The Senate President also accused the regulatory authority, Nigerian Communications Commission (NCC) of not doing enough to check the sharp practices by the Service Providers.","Abẹnugan wá rọ ilé-iṣẹ́ tó ń mójútó gbogbo ẹ̀rọ ìbánisọ̀rọ̀ lórílẹ̀ èdè Nàìjíríà (NCC) láti mójútó ojúse wọn, pàápàá jùlọ bí àwọn ilé-isẹ́ tó ń pèsè ìpè àti ayélujára se ń já àwọn oníbàráà wọn lólè lórílẹ̀ èdè yìí."
---Coronavirus: Nigerian Government reiterates preparedness,---Coronavirus: Ìjọba Nàìjíríà ti múra sílẹ̀.
The Nigerian Government has said that it has further enhanced its preparedness level to contain the coronavirus also known as COVID-19 epidemic in case of any suspicious case in the country.,"Ìjọba orílẹ̀ èdè Nàìjíríà ti ní òhun ti múra sílẹ̀ láti gbógun tí ààrùn corona tí a mọ̀ sí COVID-19, lọ́gán tí wọ́n bá gb́uròó rẹ̀ lórílẹ̀ èdè yìí."
"Briefing Journalists in Abuja on Tuesday, after an inspection tour of the screening facility, the country’s Information and Culture Minister Mr. Lai Mohammed alongside his counterparts from other ministries stated that government was ready to prevent Corona spread.","Mínísítà fún ìròyìn àti àsà lórílẹ̀ èdè Nàìjíríà, Lai Mohammed ló sọ̀rọ̀ yìí pẹ̀lú àwọn akọ̀ròyìn lọ́jọ́ Ìsẹ́gun lásìkò tí wọ́n ń se àyẹ̀wò ohun èlò tí wọ́n pèsè sílẹ̀ láti fi gbógun ti àrùn corona."
The Minister said that relevant ministries and agencies are working in synergy to achieve to tackle the virus should it come into the country.,Mínísítà tún sọ pé àwọn àjọ àti ilé-iṣẹ́ ìjọba tí ń bá ara wọn ṣiṣẹ́ papọ̀ láti gbógun ti àrùn corona ní kété tó bá wọ orílẹ̀ èdè Nàìjíríà.
He said that the team work and professionalism exhibited by the Task Force set up by the government has given the country a clean bill of health so far but this effort must be sustained.,"Ó ní ìgbìmọ̀ tí ìjọba àpapọ̀ yàn ti fọkàn orílẹ̀ èdè Nàìjíríà balẹ̀ pé kò séwu lóko lóngẹ́ nípa ètò ìlera, àmọ́sá wọn kò ní dáwọ́ ìgbìyànjú náà dúró."
"Four Ministers the Minister of Aviation, Minister of State for Health, Minister of Humanitarian Affairs, Disaster Management and Social Development, all part of the Inter-Ministerial committee were present at the Inspection tour at the Abuja International Airport.","Àwọn mínísítà mẹ́rin orílẹ̀ èdè yìí ló wà níbi ètò àyẹ̀wò náà, Mínísítà fún ètò ọkọ̀ ojú òfuurufú, Mínísítà ìpínlẹ̀ fún ètò ìlera, Mínísítà fún ètò ọmọníyán, àjálù àti ìdàgbàsókè àwùjọ, ni wọ́n jọ wà ní pápá òfúrufú fún ètò àyẹ̀wọ̀ ọ̀hún."
"According to Lai Mohammed, all Media agencies of the Federal Ministry of Information, like the Nigerian Television Authority, Federal Radio Corporation of Nigeria, News Agency of Nigeria, Voice of Nigeria and the National Orientation Agency, are using their platforms to sensitise and enlighten the public on Coronavirus.","Lai mohammed tún ní àwọn ilé-iṣẹ́ ìròyìn ìjọba orílẹ̀ èdè yìí, ilé-iṣẹ́ ìròyìn àti móhùn-máwòrán orílẹ̀ èdè Nàíjíríà, ilé-iṣẹ́ agbóhùn sáfẹ́fẹ́ orílẹ̀ èdè Nàíjíríà, ilé-iṣẹ́ akọ̀ròyìn ti ìjọba orílẹ̀ èdè Nàíjíríà, Ohùn Nàíjíríà àti ilé-iṣẹ́ elétò ìlanilọ́yẹ̀ náà kò gbẹ́yìn láti máa ṣe ìpolongo àti ìlanilọ́yẹ̀ fún àwọn ará ìlú lórí àrùn corona ọ̀hún."
Adding that all sensitisation programmes are also being translated to the major indigenous languages.,Ó tún tẹ̀ síwájú pé ètò ìlanilọ́yẹ̀ ọ̀hún ni wọ́n tún ń sọ ní èdè abínibí.
"Nigeria, Iran to strengthen parliamentary ties",Ilé ìgbìmọ̀ aṣòfin Nàìjíríà àti Iran yóò fọwọ́sowọ́pọ̀
The Nigerian House of Representatives has reiterated its commitment to strengthening relationship with the parliament of the Islamic Republic of Iran.,Ilé ìgbìmọ̀ aṣòfin orílẹ̀ èdè Nàìjíríà ti ní orílẹ̀ èdè Nàíjíríà yóò fọwọ́sowọ́pọ̀ pẹ̀lú ilé ìgbìmọ̀ asòfin orílẹ̀ èdè Iran.
"The Speaker of the House Mr. Femi Gbajabiamila while receiving the Iranian Ambassador to Nigeria, Mr. Morteza Rahimi Zarchi, in Abuja, said a robust parliamentary relationship between the two countries would go a long way in boosting the relationship between the two countries.","Abẹnugan Fẹ́mi Gbàjàbíàmílà sọ̀rọ̀ yìí lásìkò tó ń gba aṣojú orílẹ̀ èdè Iran sí Nàìjíríà, ọ̀gbẹ́ni Morteza Rahimi Zarchi, lálejò nílùú Àbújá, ó sọ pé ìbásepọ̀ láàrin ilé ìgbìmọ̀ aṣòfin orílẹ̀ èdè Nàíjíríà àti Iran yóò túnbọ̀ gbilẹ̀ síi láàrin orílẹ̀ èdè méjèèjì ọ̀hún."
“We’re always delighted when we receive eminent visitors from other countries. We’re always excited because it boosts the relationships between the two countries. I believe that diplomacy can be achieved through parliament.,"Abẹnugan Gbàjàbíàmílà ní “Inú wa máa ń dùn láti tẹ́wógba àwọn àlejò láti ilẹ̀ òkèèrè, nítorí pé ó máa ń jẹ́ kí ìbásepọ̀ tó wà láàrín orílẹ̀ èdè Nàìjíríà àti orílẹ̀ náà tún túnbọ̀ múná-dóko."
"We look forward to having a good relationship between your parliament and our parliament,” Speaker Gbajabiamila said.",“Mo mọ̀ pé orílẹ̀ èdè Iran ń la ìpèníjà kọjá bíi orílẹ̀ èdè Nàìjíríà.
"Earlier, Mr. Zarchi said besides the parliamentary friendship, it was also imperative for the two countries to have stronger economic and cultural ties.","""Sáájú èyí ni, ọ̀gbẹ́ni Zarchi sọ pé lẹ́yìn ìbásepọ̀ pẹ̀lú ilé ìgbìmọ̀ aṣòfin orílẹ̀ èdè méjéèjì ọ̀hún, ó tún jẹ́ dandan pé kí orílẹ̀ èdè méjèèjì náà ní ìbásepọ̀ lórí ètò ọrọ̀ ajé àti àsà."
"He said Iran has a big role to play in the fight against terrorism, especially in its region, noting that the country attaches importance to the issue.","Ó ní orílẹ̀ èdè Iran ti ṣe gudugudu méje, yàyà mẹ́fà láti gbógun ti ikọ̀ ọlọ̀ọ̀tẹ̀ pàápàá jùlọ ní ẹkùn wọn."
---Senate confirms new Aviation Authority Head,---Ilé ìgbìmọ̀ aṣòfin fòǹtẹ̀ lu adarí ilé–iṣẹ́ ọkọ̀ òfuurufú tuntun.
"Nigerian Senate on Tuesday confirmed the nomination of Captain Musa Shuaibu Nuhu as Director-General of the Nigerian Civil Aviation Authority, NCAA.","Ilé ìgbìmọ̀ aṣòfin ti fòǹtẹ̀ lu adarí ilé-iṣẹ́ ọkọ̀ òfúrufú tuntun, Nigerian Civil Aviation Authority, NCAA,Captain Musa Shuaibu Nuhu gẹ́gẹ́ bi adarí tuntun fún àjọ náà."
Nuhu’s confirmation was sequel to the consideration of the report on the screening of the nominee by the Senate Committee on Aviation.,"Èyí wáyé lẹ́yìn àyẹ̀wò tí ìgbìmọ̀ aṣòfin tó ń mójútó ilé-iṣẹ́ ọkọ̀ òfúrufú ṣe fún, Musa Shuaibu Nuhu, tí ó sì yege níbẹ̀."
"Chairman of the Committee, Senator Smart Adeyemi said that the “nominee has requisite experience and possesses relevant academic and professional qualifications.”","Alága ìgbìmọ̀ ọ̀hún, Smart Adéyẹmí, sọ pé “Àwon yàn, Musa Shuaibu Nuhu nítorí ìmọ̀ àti ẹ̀kọ́ tí ó ní nípa ọkọ̀ òfuurufú."
"The Senate President, Ahmad Lawan, on January 28, 2020, read a request on the floor from President Muhammadu Buhari for the confirmation of Captain Musa Shuaibu Nuhu as Director-General for the Nigerian Civil Aviation Authority (NCAA).","Lọ́jọ́ kejìdínlọ́gbọ̀n oṣù kínní, ọdún 2020, ni abẹnugan ilé ìgbìmọ̀ aṣòfin, Ahmad Lawan, ka ìwé tí ààrẹ Muhammadu Buhari fi ránsẹ́ sí ilé ìgbìmọ̀ aṣòfin nípa yíyan Captain Musa Shuaibu Nuhu gẹ́gẹ́ bíi adarí tuntun fún àjọ náà."
