English,Yoruba
"The internet has given us the opportunity to access, share, and collaborate on human creations (all governed by copyright) at an unprecedented scale.","Ẹ̀rọ-ayélujára-wọn-bí-ajere ti fún wa ní àǹfààní láti parapọ̀ ṣiṣẹ́ lórí àwọn iṣẹ́-ọpọlọ tí ẹ̀dá-ọmọ-ènìyàn ṣẹ̀dá (tí ó wà lábẹ́ òfin àṣẹ-ẹ̀dà), pín iṣẹ́ ká àti rí ọwọ́ tó, sí iṣẹ́ ní ọ̀nà tí a kò lérò tẹ́lẹ̀."
The sharing capabilities made possible by digital technology are in tension with the sharing restrictions embedded within copyright laws around the world.,Agbára pínpínká tí ìmọ̀-ẹ̀rọ ayárabíàṣá mú wá ń kòdìmú pẹ̀lú ààlà àìlèpínṣẹ́ká tí ó ti rọ̀ mọ́ òfin àṣẹ-ẹ̀dà kárí ayé.
Creative Commons was created to help address the tension between creator’s ability to share digital works globally and copyright regulation.,A dá Creative Commons ní ojúnà àti wá àtúnṣe sí ìṣòro tí ó wà láàárín òye láti pín àwọn iṣẹ́ lórí ẹ̀rọ-ayárabíàṣá kárí ayé ní ọ̀nà tí ó bá òfin àṣẹ-ẹ̀dà mu.
The story begins with a particular piece of copyright legislation in the United States.,Ìtàn náà bẹ̀rẹ̀ pẹ̀lú ìṣòfin àṣẹ-ẹ̀dà lórí iṣẹ́-àtinúdá ní orílẹ̀-èdè America.
"It was called the Sonny Bono Copyright Term Extension Act (CTEA), and it was enacted in 1998.","A pè é ní Àbádòfin Ìfàgùn Èdè-Ìperí Àṣẹ-ẹ̀dà Sonny Bono, ìyẹn Sonny Bono Copyright Term Extension Act (CTEA), tí a gbà wọlé gẹ́gẹ́ bí òfin ní ọdún 1998."
"It extended the term of copyright for every work in the United States—even those already published—for an additional 20 years, so the copyright term equaled the life of the creator plus 70 years.","Ó fa ìkáwọ́ èdè-ìperí àṣẹ-ẹ̀dà gùn láti kan gbogbo iṣẹ́ tí ó ba jẹ́ ti Ìpínlẹ̀ Ìṣọ̀kan ti America—títí kan àwọn tí a ti tẹ̀ jáde tẹ́lẹ̀—pẹ̀lú àfikún ọdún 20 sí ọjọ́ tí a tẹ̀ ẹ́, torí náà èdè-ìperí fi ìgbé ayé oníṣẹ́-ọpọlọ àti àfikún ọdún 70 sí ọgbọọgba."
"(This move put the U.S. copyright term in line with some other countries, though many more countries remain at 50 years after the creator’s death to this day.)","(Ìgbésẹ̀ yìí fi èdè-ìperí àṣẹ-ẹ̀dà orílẹ̀-èdè U.S. sí ìbámu kan náà pẹ̀lú àwọn orílẹ̀-èdè mìíràn, bí-ó-ti-lè-jẹ́-pé di òní olónìí, ọ̀pọ̀lọpọ̀ orílẹ̀-èdè ni ó fi àṣẹ náà sílẹ̀ sí ọdún 50 lẹ́yìn tí oníṣẹ́-ọpọlọ náà bá papòdà.)"
"(Fun fact: the CTEA was commonly referred to as the Mickey Mouse Protection Act because the extension came just before the original Mickey Mouse cartoon, Steamboat Willie, would have fallen into the public domain.)","(Ìṣiré Òtítọ́ tí ó dájú: Mickey Mouse Protection Act ni a máa ń pe CTEA nítorí wí pé ìfàgùn èdè-ìperí àṣẹ-ẹ̀dà náà wá sáyé ní kété tí àwòrándààyè àtilẹ̀bá Mickey Mouse, Steamboat Willie, yóò ti bọ́ sí àkàtà àṣẹ gbogbo mùtúmùwà.)"
“Larry Lessig giving #ccsummit2011 keynote”,“Larry Lessig ń sọ̀rọ̀ lórí kókó-ọ̀rọ̀ àpérò #ccsummit2011 ”
Photo from Flickr,Àwòrán láti Flickr
Author: DTKindler Photo,Olùpìlẹ̀ṣẹ̀: DTKindler Photo
CC BY 2.0 Unported,CC BY 2.0 Unported
"Stanford Law Professor, Lawrence Lessig, believed this new law was unconstitutional.","Ọ̀jọ̀gbọ́n Ìmọ̀-òfin Stanford Law, Lawrence Lessig, nígbàgbọ́ wí pé òfin tuntun yìí kò bá òfin-ìpínlẹ̀ mu."
The term of copyright had been continually extended over the years.,Èdè-ìperí fún àṣẹ-ẹ̀dà ti rí ìfàgùn nínú àwọn ọdún tí ó ti ré kọjá.
"The end of a copyright term is important—it marks the moment when a work moves into the public domain, whereupon everyone can use that work for any purpose without permission.","Òpin ọ̀rọ̀-ìperí àṣẹ-ẹ̀dà jẹ́ kókó—ó sààmì àsìkò tí iṣẹ́ kan yóò bọ́ sí àkàtà àṣẹ gbogbo mùtúmùwà, ní èyí tí ó ṣe wí pé gbogbo ènìyàn lè lo iṣẹ́ yẹn fún ohunkóhun láì gba àṣẹ."
This is a critical part of the equation in the copyright system.,Èyí pọn dandan ní ti ìbámu ètò àṣẹ-ẹ̀dà.
"All creativity and knowledge build on what came before, and the end of a copyright term ensures that copyrighted works eventually move into the public domain and thus join the pool of knowledge and creativity from which we can all freely draw to create new works.","Iṣẹ́-àtinúdá àti ìmọ̀ gbogbo dúró lórí ohun tí ó ti wà tẹ́lẹ̀tẹ́lẹ́rí, òpin èdè-ìperí àṣẹ-ẹ̀dà ń ṣe àrídájú wí pé àwọn iṣẹ́ tí ó ní àṣẹ lórí yóò pàpà bọ́ sí àkàtà àṣẹ gbogbo mùtúmùwà àti pé yóò darapọ̀ mọ́ àwọn ogunlọ́gọ̀ ìmọ̀ àti iṣẹ́-ọpọlọ tí gbogbo wá ti lè wo àwòkọ́ṣe láti inú rẹ̀ ṣẹ̀dá iṣẹ́ tuntun láì sí ìdálọ́wọ́kọ́."
The new law was also hard to align with the purpose of copyright as it is written into the U.S. Constitution—to create an incentive for authors to share their works by granting them a limited monopoly over them.,Òfin tuntun náà tún ṣòro láti dìrọ̀ mọ́ ìlépa àṣẹ-ẹ̀dà bí a ti ṣe kọ ọ́ sínú Ìwé-òfin ìpínlẹ̀ U.S.—láti pèsè ìmóríyá fún àwọn ọlọ́gbọ́n àtinúdá láti pín àwọn iṣẹ́ wọn nípasẹ̀ yíyọwọ́ kílàńkó àṣẹ gbogbo lórí iṣẹ́ wọn kúrò díẹ̀.
How could the law possibly further incentivize the creation of works that already existed?,Báwo ni òfin ṣe leè tẹ̀síwájú ní ojúnà àti pèsè kóríyá fún àwọn iṣẹ́ tí a ti gbé jáde?
"Lessig represented a web publisher, Eric Eldred, who had made a career of making works available as they passed into the public domain.","Lessig ṣojú atẹ̀wé lórí ìtàkùn àgbáyé, Eric Eldred, ẹni tí ó ti fi ìgbésí ayé rẹ̀ mú àwọn onírúurú iṣẹ́ wà ní àrọ́wọ́tó bí wọ́n ṣe ń bọ́ sí àkàtà àṣẹ gbogbo mùtúmùwà."
"Together, they challenged the constitutionality of the Act.",Wọ́n parapọ̀ di alátakò àìbófinmu Àbá náà.
"The case, known as Eldred v. Ashcroft, went all the way to the U.S. Supreme Court. Eldred lost.","Ẹjọ́ náà, tí ó di mímọ̀ pẹ̀lú orúkọ Eldred v. Ashcroft, dé Ilé-Ẹjọ́ Gíga-Jù-Lọ ti orílẹ̀-èdè Ìṣọ̀kan Ìpínlẹ̀ America. Eldred pàdánù ẹjọ́."
"Inspired by the value of Eldred’s goal to make more creative works freely available on the internet, and responding to a growing community of bloggers who were creating, remixing and sharing content, Lessig and others came up with an idea.","Ìmísí wá láti ara ìlépa Eldred láti mú kí àwọn iṣẹ́-àtinúdá tí ó pọ̀ ó wà ní ọ̀fẹ́ lófò ní àrọ́wọ́tó lórí ẹ̀rọ-ayélujára àti ní ìdáhùn sí ìdàgbàsókè àwọn ènìyàn tí ó ń kọ búlọ́ọ̀gù, tí ó ń ṣe àtúnlò àti àtúnpín àkóónú iṣẹ́ ẹlòmíràn, Lessig pẹ̀lú àjọṣepọ̀ àwọn mìíràn hùmọ̀ òye-inú kan."
"They created a nonprofit organization called Creative Commons and, in 2002, they published the Creative Commons licenses—a set of free, public licenses that would allow creators to keep their copyrights while sharing their works on more flexible terms than the default “all rights reserved.”","Wọ́n dá iléeṣẹ́ àìlérèlórí tí a pè ní Creative Commons sílẹ̀, nígbà tí ó di ọdún 2002, wọ́n ṣe ìfilọ̀ àwọn àṣẹ Creative Commons—àwọn ọ̀kan-ò-jọ̀kan àṣẹ tí ó fún gbogbo ènìyàn ní àǹfààní láti ṣe àtúnlò iṣẹ́ àwọn olùpilẹ̀ṣẹ̀ iṣẹ́ ní ọ̀fẹ́ ní ọ̀nà tí ó bá òfin mu láì ti ọwọ́ bọ àṣẹ-ẹ̀dà oní nǹkan lójú dípò fífi “gbogbo ẹ̀tọ́ àti àṣẹ lórí iṣẹ́ fún olùpilẹ̀ṣẹ̀” bí ó ti ṣe wà ní àtètèkọ́ṣe."
"Copyright is automatic, whether you want it or not.","Túláàsì ni, bí o fẹ́ bí o kọ̀, ti olùpilẹ̀ṣẹ̀ iṣẹ́ ni àṣẹ-ẹ̀dà, kò sì ṣe é tọwọ́ bọ̀ lójú."
"And while some people want to reserve all of their rights, many want to share their work with the public more freely.","Níwọ̀n bí àwọn ènìyàn kan ṣe fẹ́ kí gbogbo ẹ̀tọ́ àti àṣẹ lórí iṣẹ́ ó jẹ́ ti àwọn nìkan, àwọn mìíràn fẹ́ kí iṣẹ́ wọn ó di ohun tí gbogbo ènìyàn lè lò lọ́fẹ̀ẹ́ lófò."
The idea behind CC licensing was to create an easy way for creators who wanted to share their works in ways that were consistent with copyright law.,Òye-inú àṣẹ CC wá sáyé láti mú ìrọ̀rùn bá ọ̀nà tí àwọn oníṣẹ́-ọpọlọ tí ó hùn láti jẹ́ kí àwọn iṣẹ́ wọn ó di lílò fún gbogbo ènìyàn láì fi ọwọ́ pa ojú idà òfin àṣẹ-ẹ̀dà.
"From the start, Creative Commons licenses were intended to be used by creators all over the world.","Ní ìbẹ̀rẹ̀ pẹ̀pẹ̀ wá, fún ìlò àwọn oníṣẹ́ ọpọlọ jákèjádò ilé-ayé ni àwọn àṣẹ Creative Commons wà fún."
"The CC founders were initially motivated by a piece of U.S. copyright legislation, but similarly restrictive copyright laws all over the world restricted how our shared culture and collective knowledge could be used, even while digital technologies and the internet have opened new ways for people to participate in culture and knowledge production.","Ìṣòfin àṣẹ-ẹ̀dà orílẹ̀-èdè America ni ó ṣí ojú àwọn olùdásílẹ̀ CC, ṣùgbọ́n òfin àṣẹ-ẹ̀dà tí ó pààlà sí bí ẹnikẹ́ni èèyànkéèyàn ti ṣe lè lo iṣẹ́ gbégi dínà bí a ti ṣe lè ṣe àtúnlò àwọn èyíòjọ́yìí àṣà àjọpín àti ìmọ̀ àjọmọ̀ kárí ayé, papàá bí ọgbọ́n-àmúṣe ẹ̀rọ-ayárabíàṣá àti ẹ̀rọ-ayélukára náà ti ṣí àwọn ọ̀nà tuntun sílẹ̀ fún àwọn ènìyàn láti kópa nínú ìbísi tòun ìmúwá àṣà àti ìmọ̀ tuntun."
"Watch this short video, A Shared Culture, to get a sense for the vision behind Creative Commons.","Wo àwòrán-olóhùn kúkúrú yìí, Àṣà Àjọpín, tí yóò fún ọ ní òye ìran èrèdíi rẹ̀ tí a fi fi Creative Commons lélẹ̀."
by Jesse Dylan.  CC BY-NC-SA,Láti ọwọ́ Jesse Dylan.  CC BY-NC-SA
"Since Creative Commons was founded, much has changed in the way people share and how the internet operates.","Láti ìgbá tí a ti dá Creative Commons sílẹ̀, ọ̀pọ̀ nǹkan ni ó ti yàtọ̀ ní ti bí àwọn ènìyàn ti ṣe ń ṣe àmúlò àti bí ẹ̀rọ-ayélujára ṣe ń ṣiṣẹ́."
"In many places around the world, the restrictions on using creative works have increased.","Ní ọ̀pọ̀lọpọ̀ ibi ní àgbáyé, òfin tí ó gbégi dínà bí a ti ṣe ń lo iṣẹ́-ọpọlọ ló ń pọ̀ ọ́ sí i."
Yet sharing and remix are the norm online.,Síbẹ̀ àtúnpín àti àtúnpòpọ̀ kò ṣe é yọ kúrò lórí ẹ̀rọ-ayélujára.
Think about your favorite video mashup or even the photos your friend posted on social media last week.,Ìwọ wo àtòpọ̀ àwòrán-olóhùn tí o fẹ́ràn jù lọ tàbí àwọn àwòrán tí ọ̀rẹ́ẹ̀ rẹ fi sí orí ẹ̀rọ-alátagbà ní ọ̀sẹ̀ tí ó kọjá.
"Sometimes this type of sharing and remix happen in violation of copyright law, and sometimes they happen within social media networks that do not allow those works to be shared on other parts of the web.","Nígbà mìíràn irúfẹ́ àtúnpín àti àtúnlò báyìí ń lòdì sí òfin àṣẹ-ẹ̀dà, nígbà mìíràn ẹ̀wẹ̀wẹ̀ orí àwọn gbàgede ẹ̀rọ-alátagbà ni ó ti máa ń ṣẹlẹ̀ nítorí wí pé àwọn iṣẹ́ báwọ̀nyẹn kò leè ṣe é ṣe lórí àwọn ibùdó kan lórí ìtàkùn àgbáyé."
"In domains like textbook publishing, academic research, documentary film, and many more, restrictive copyright rules continue to inhibit creation, access, and remix. CC tools are helping to solve this problem.","Ní orí àwọn ibùdó fún àtẹ̀jáde ìwé-ẹ̀kọ́, ìwádìí ajẹmákadà, àwòrán-olóhùn afẹ̀ríhàn àti bẹ́ẹ̀ bẹ́ẹ̀ lọ tí a kò leè kà tán, àwọn òfin àṣẹ-ẹ̀dà tí ń ṣe gbégidínà ìṣẹ̀dà, ìrọ́wọ́tó, àti àtúnpòpọ̀ iṣẹ́ ṣì ń ṣ’Ọ̀ṣun ṣ’Ọrà."
Today Creative Commons licenses are used by more than 1.6 billion works online across 9 million websites.,Àwọn ohun-èlò CC ń ṣe ìrànwọ́ nípa wíwá ojútùú sí ìṣòro yìí. Àwọn iṣẹ́ tí ó ju ẹgbẹẹgbẹ̀rún 1.6 lọ ni ó ń lo àwọn àṣẹ Creative Commons lórí ẹ̀rọ-ayélujára ní orí àwọn ibùdó ìtàkùn ẹgbẹẹgbẹ̀rún 9.
"The grand experiment that started more than 15 years ago has been a success, including in ways unimagined by CC’s founders.","Iṣẹ́ ìdánwò tí ó bẹ̀rẹ̀ ní ọdún mẹ́ẹ̀ẹ́dógún sẹ́yìn ti kẹ́ṣẹ járí, ní ọ̀nà tí àwọn olùdásílẹ̀ CC gan-an alára kò ti lérò."
"While other custom open copyright licenses have been developed in the past, we recommend using Creative Commons licenses because they are up to date, free-to-use, and have been broadly adopted by governments, institutions and individuals as the global standard for open copyright licenses.","Òótọ́ ni pé àwọn àṣẹ-ẹ̀dà ìṣísílẹ̀ gbangba wálíà ti wà láti ọjọ́ tí ó ti pẹ́, àmọ́ a gbà ọ́ nímọ̀ràn kí o máa lo àwọn àṣẹ Creative Commons nítorí wọ́n ṣe é lò ní ọ̀fẹ́, wọ́n bá ìgbà mu, ìjọba, àwọn iléeṣẹ́ àti ènìyàn ti gbà wọ́n tọwọ́tẹsẹ̀ gẹ́gẹ́ bí àṣẹ tí ó ṣe é lò ní àgbáńlá ayé fún àṣẹ-ẹ̀dà ìṣísílẹ̀ gbangba wálíà."
"In the next section, you’ll learn more about what Creative Commons looks like today—the licenses, the organization, and the movement.","Nínú ìpín tí ó kàn, wà á kọ́ sí i nípa ìrísí Creative Commons lónìí—àwọn àṣẹ, ilé-iṣẹ́ náà, àti ohun tí ó dúró fún gẹ́gẹ́ bí àjọ àwọn ènìyàn tí ó ń ronú bákan náà."
Final remarks,Ọ̀rọ̀ Ìparí
"Technology makes it possible for online content to be consumed by millions of people at once, and it can be copied, shared, and remixed with speed and ease.","Ìmọ̀-ẹ̀rọ mú u rọrùn fún àwọn ẹgbẹlẹmùkù ènìyàn láti lo àwọn àkóónú orí ẹ̀rọ-ayélujára lẹ́rìnkannáà, tí wọ́n sì lè gba ẹ̀dà rẹ̀, pín in àti ṣe àtúnpòpọ̀ rẹ̀ lẹ́yẹ-kò-ṣọkà pẹ̀lú ìdẹ̀ra."
But copyright law places limits on our ability to take advantage of these possibilities.,Àmọ́ òfin àṣẹ-ẹ̀dà ní àlàkalẹ̀ tí kò jẹ́ kí ìwọ̀nyí ó ṣe é ṣe.
Creative Commons was founded to help us realize the full potential of the internet.,A dá Creative Commons láti jẹ̀gbádùn àǹfààní ẹ̀rọ-ayélujára ní ìrọwọ́ìrọsẹ̀.
1.2 Creative Commons Today,1.2 Creative Commons Lónìí
"As a set of legal tools, a nonprofit, as well as a global network and movement, Creative Commons has evolved in many ways over the course of its history.","Gẹ́gẹ́ bí àwọn àkójọ ohun-èlò tí ó bófin mu, iléeṣẹ́ àìlérèlórí, àti àjọ àwọn ènìyàn tí ó ń ronú bákan náà, Creative Commons ti gbàràdá ní ìlọ́po ọ̀nà ó sì di àgbénáwò."
Learning Outcomes,Ìyọrísí Ẹ̀kọ́
"Differentiate between Creative Commons as a set of licenses, a movement, and a nonprofit organization","Mọ ìyàtọ̀ tí ó wà láàárín Creative Commons gẹ́gẹ́ bí àkójọ àwọn àṣẹ, àjọ, àti iléeṣẹ́ àìlérèlórí"
Explain the role of the CC Global Network,Ṣe ìṣípayá ojúṣe Àjọ CC Àgbáńlá-ayé
Describe the basic areas of work for CC as a nonprofit organization,Ṣàlàyé àwọn ìpilẹ̀ṣẹ̀ irúfẹ́ iṣẹ́ tí CC ń gbé ṣe gẹ́gẹ́ bí iléeṣẹ́ àìlérèlórí
Big Question / Why It Matters,Ìbéèrè Àrágbáramúramù / Ìdí tí ó fi ṣe kókó
Now we know why Creative Commons was started. But what is Creative Commons today?,Ní báyìí a ti mọ èrèdíi rẹ̀ tí a fi dá Creative Commons sílẹ̀. Ṣùgbọ́n kí ni Creative Commons lónìí?
Today CC licenses are prevalent across the web and are used by creators around the world for every type of content you can imagine.,Lóde òní gbajúbajà ni àwọn àṣẹ CC lórí ayélujára tí àwọn oníṣẹ́-ọpọlọ jákèjádò ilé-ayé sì ń lò wọ́n fún èyí-ò-jọ̀yìí nǹkan tí o kò lérò.
"The open movement, which extends beyond just CC licenses, is a global force of people committed to the idea that the world is better when we share and work together.","Ìgbésẹ̀ iṣẹ́ ìṣísílẹ̀-gbangba-wálíà, tí ó ju àwọn àṣẹ CC lọ, jẹ́ àgbáríjọ àwọn ènìyàn tí ó gbà wí pé ilé-ayé sànjù bí a bá pín iṣẹ́ àti ṣiṣẹ́ papọ̀ ní ìṣọ̀kan."
Creative Commons is the nonprofit organization that stewards the CC licenses and helps support the open movement.,Creative Commons jẹ́ iléeṣẹ́ àìlérèlórí tí í ṣe ojúwà àwọn àṣẹ CC tí ó ṣì ń ṣe ìrànwọ́ ìtìlẹ́yìn iṣẹ́ tí ó ṣí sílẹ̀ fún àwọn ènìyàn láti lò lọ́fẹ̀ẹ́ láì gba àṣẹ lábẹ́ òfin.
Personal Reflection / Why It Matters to You,Ìfiyèsí ti ẹni / Ìdí tí ó fi ṣe kókó fún ọ
"When you think about Creative Commons, do you think about the licenses?","Bí o bá ronú nípa Creative Commons, ǹjẹ́ o ronú nípa àwọn àṣẹ náà?"
Activists seeking copyright reform?,Àwọn ajàfẹ́tọ̀ọ́-ọmọnìyàn tí ó ń béèrè fún àtúnpadàṣe àṣẹ-ẹ̀dà?
A useful tool for sharing?,Ohun-èlò tí ó wúlò láti pín?
Symbols in circles?,Àwọn àmì nínú òbìrìkìtì?
Something else?,Nǹkan mìíràn?
"Are you involved with Creative Commons as a creator, a reuser, and/or an advocate?","Ǹjẹ́ o lọ́wọ́ nínú iṣẹ́ tí Creative Commons ń ṣe gẹ́gẹ́ bí oníṣẹ́-ọpọlọ, alátùnúnlò iṣẹ́, àti/tàbí alágbàwí?"
