English,Yoruba
Published as a quarterly.,Ìgbàdégbà oṣù mẹ́tamẹ́ta ni ìwé ìròyìn náà ń jẹ́ títẹ̀ jáde.
Boca's coverage ranges from reports of abuses suffered by those on the street to positive stories.,Àwọn ibi tí Boca na ìyẹ́ dé bèrè lórí ìfìyàjẹ tàbí ìjìyà àwọn tí wọ́n wà ní àárín ojú pópó títí kan àwọn ìròyìn rere mìíràn.
"Over a period of three months, the group decides on the direction of the coverage, they go out into the field, conduct interviews, take photographs and gather testimonies for the stories.","Láàárin oṣù méta, òwọ́ yìí, pinnu àwon ohun tí wọn yóò kọ nípa rẹ̀, wọ́n jáde lọ sí oko ìwádìí, wọ́n fi ọ̀rọ̀ wá àwọn ènìyàn lẹ́nu wò, wọ́n ya àwòrán, wọ́n sì kó àwọn ẹ̀rí jọ fún àwọn ìròyìn wọn."
"Member turnover is high, but on average, about 50 people work on each edition.","Àwọn ọmọ ẹgbẹ́ jáde lọ́pọ̀ yanturu fún iṣẹ́ yìí, ó fẹ́rẹ̀ẹ́ tó ènìyàn 50 tí wọn ń ṣiṣẹ́ lórí àtẹ̀jáde kọ̀ọ̀kan ní àpapọ̀ lórí ìwé ìròyìn ẹlẹ́ẹ̀mẹrin lọ́dún yìí."
"After printing, each member of the group receives a share of copies to sell on the streets of Porto Alegre and all the proceeds go to the journalist/vendors.","Lẹ́yìn tí wọ́n bá tẹ ìwé ìròyìn náà jáde tán, àwọn ọmọ ẹgbẹ́ yóò gbá ìpín láti lọ tà ní àárín àdúgbò Porto Alegre, tí èrè yóò sì lọ sí ọ̀dọ̀ àwọn akọ̀ròyìn/atàwé-ìròyìn."
"The publication is also sustained by donations from supporters, many of them anonymous.","Àtẹ̀jádè yìí tún máa ń rí ìgbọ̀wọ́ láti ọ̀dọ̀ àwọn olólùfẹ́ ìwé ìròyìn yìí, ọ̀pọ̀ nínú wọn ni kò fẹ́ kí orúkọ wọn ó di mímọ̀."
"Rosina Duarte, one of the creators of Boca de Rua and the NGO ALICE (Free Agency for Information, Citizenship and Education), to which the newspaper is linked, said that the initial aim was “to give a voice to those who don't have one”.","Rosina Duarte, ọ̀kan nínú àwọn tí wọ́n ń ṣẹ̀dá Boca de Rua àti Ilé-ṣẹ́ tí-kìí-ṣe-ti-ìjọba ALICE (Àjọ òfẹ́ fún ètò ìgbéròyìnsíta, ijọ́mọìlú àti ètò ẹ̀kọ́-ìwé) èyí tí ìwé ìròyìn yìí so mọ́ sọ pé ohun tí àwọ́n gbà lérò tẹ́lẹ̀ ni “láti fi ohùn fún àwọn tí ko ní ohùn”."
"In time, however, they realized that this was presumptuous — the voices were always there, society just didn't listen to them, she says.","Ó sọ wí pé, lẹ́yìn èyí ni àwọ́n ṣẹ̀ṣẹ̀ wá rí i pé ìlérò lásánlàsàn ni, nítorí kò sí ìgbà tí àwọn ènìyàn kì í fọhùn, àwùjọ ló kàn kọ̀ láti tẹ́tí sí wọn."
"In a telephone interview with Global Voices, Rosina says:","Nínú ìfọ̀rọ̀wánilẹ́nuwò orí ẹ̀rọ-ìbánisọ̀rọ̀ pẹ̀lú Ohùn Àgbáyé, Rosina sọ pé:"
Translation Original Quote,Ìtúmọ̀ Ìtúnwí-ọ̀rọ̀ Ọlọ́rọ̀ gan-an
"When we arrived, we still had those pretty words which hold a lot of undertones of “nice prejudice”, as I call it, which is wanting to give something to them to help.","Nígbà tí a bẹ̀rẹ̀, a maá ń lo àwọn ọ̀rọ̀ tí ó lẹ́wà gan-an ni, èyí tí ó mú kí ọ̀pọ̀lọpọ̀ àwọn ènìyàn abẹ́lé ó maa  hu ìwà yíyin ẹni láìgba tẹni ọ̀hún” bi mo ṣe lè pè é nìyẹn, tí í ṣe ọ̀nà tí yóò jẹ́ ìrànlọ́wọ́ fún wọn."
But we realized that it was us who had to become literate in the language of the street.,Ṣùgbọ́n a rí i pé àwa ni ó yẹ kí a di ọ̀mọ̀wẹ́ èdè àmúlò àwùjọ wọn.
"They didn't have literacy in written language, but we were completely illiterate about life on the street.",Wọn kò ní ìmọ̀-mọ̀-ọ́n-kọ mọ̀-ọ́n-kọ̀ bẹ́ẹ̀ ni àwa náà kò sì ní òye ìgbéayé àwọn tí wọ́n ń gbé ní títì rárá.
Catarina and Daniel wearing masks with Boca's logo | Photo: Luiz Abreu/Used with permission,Catarina àti Daniel wọ aṣọ ìbomúbẹnu tí ó ní àmì ìdámọ̀ Boca lára | Àwòrán: Luiz Abreu / a gba àṣẹ kí a tó lò ó
The journalists’ original idea was to create a radio broadcast program using speakers installed on the city's lamp posts.,Èrò àwọn akọ̀ròyìn yìí ní ìbẹ̀rẹ̀pẹ̀pẹ̀ ni láti ṣe ìdásílẹ̀ ètò orí rédíò tí wọn yóò sì darí afẹ́fẹ́ ètò náà sórí àwọn gbohùngbohùn tí wọn yóò gbé sí orí àwọn òpó iná ẹ̀bà títì ní àárín ìgboro.
"But when they contacted a group of homeless people, they were adamant: “We want a newspaper about us”.","Ṣùgbón nígbà tí wọ́n bá ọ̀wọ́ àwọn ènìyàn kan tí wọn kò tilẹ̀ nílé lórí sọ̀rọ̀, wọ́n ranrí pé àwọn kò fẹ́, ariwo: “A fẹ́ ìwé ìròyìn tí yóò máa sọ nípa wa” ni wọ́n ń pa."
"Rosina says the idea worried her at first, but it worked:","Rosina sọ pé èrò yìí kọ́kọ́ kọ òun lóminú, ṣùgbọ́n ó padà bùṣe gàdà."
Translation Original Quote,Ìtúmọ̀ Ìtúnwí-ọ̀rọ̀ Ọlọ́rọ̀ gan-an
"When they said they wanted a newspaper, we went after funding, still feeling our way in the dark, not knowing what to do.","Nígbà tí wọ́n sọ pé àwọn fẹ́ ìwé ìròyìn, a bẹ̀rẹ̀ sí ní wá owó kiri, bí ó tilẹ̀ jẹ́ pé inú òkùnkùn ni a wà tí a kò sì mọ ohun tí a ó gbámú ṣe."
"But one day the penny dropped: by telling what was happening on the streets, they were breaking news.","Sùgbọ́n èyí padà dópin lọ́jọ́ kan: pẹ̀lú bí a ṣe ròyìn ohun tí ó ń lọ ní ojú pópó, wọ́n bẹ̀rẹ̀ sí ní gbé ìròyìn yìí kiri."
"And if they became aware of this, the paper would organize itself very clearly.","Bí wọ́n bá sì ti mọ̀ nípa rẹ̀, ọ̀nà à á gbà di lílà fúnra rẹ̀ nìyẹn."
Because we make news all the time.,Ìdí ni pé gbogbo ìgbà ni a máa ń ṣiṣẹ́ lórí ìròyìn.
"Some people do it in a more objective way, others less objective, but we do it.","Àwọn kan ń ṣe é láì fi-igbá-kan-bọ-ìkan-nínú, àwọn kan kò sì náání òtítọ́, ṣùgbọ́n à ń ṣe é."
"Over time, the newspaper also became a kind of social movement.","Nígbà tí ó yá, ìwé ìròyìn yìí di ohun tí a lè pè ní ẹgbẹ́ àwùjọ."
The group meets weekly to discuss collective demands and possibilities for supporting the individual issues of its members.,Ẹgbẹ́ náà ń pàdé lọ́sọ̀ọ̀ọ̀sẹ̀ láti jíròrò lórí ìbèèrè fún ẹ̀tọ́ àti àwọn ọ̀nà tí wọ́n lè gbà ran àwọn ọmọ ẹgbẹ́ lọ́wọ́.
"It is also linked to initiatives in the field, such as the Movimento Nacional da População de Rua (National Movement of People on the Street) and Amada Massa (Loving Dough), a bakery that aims to generate autonomy for people with a history on the streets in Porto Alegre.",Wọ́n tilẹ̀ so pọ̀ mọ́ oríṣìíríṣìí ẹgbẹ́ bí i Movimento Nacional da População de Rua (Àgbáríjọ àwọn ènìyàn ojú u títì lórílẹ̀-èdè) àti Amada Massa (Loving Dough) ilé-iṣẹ́ adínkàrà tí èròǹgbà rẹ jé láti sọ àwọn tí wọ́n ti pẹ́ ní  àdúgbo esẹ̀kùkú Porto Alegre di òmìnira ara wọn.
"Regarding the content of the stories told by the paper, Rosina recalls:","Ní ìbàmu pẹ̀lú àkóónú ìwé ìròyìn náà, Rosina sọ pé:"
Translation Original Quote,Ìtúmọ̀ Ìtúnwí-ọ̀rọ̀ Ọlọ́rọ̀ gan-an
"It seems like it's just suffering, it seems like it's just difficulty.","Ó fara jọ ìyà ni kì í ṣe ìyà, ó fojú jọ ìṣòro ni kì í ṣe ìṣoro."
"And it's not, we have discovered this joy, this resistance, we appreciate this immense, fantastic capacity to survive, not only to stay alive, but to keep hope, joy, affection and all these things alive.","A ti ṣàwárí ayọ̀ yìí, ìtakò yìí, nínú rẹ̀ bẹ́ẹ̀ ni a mọ rírì agbára dáradára tí kò jẹ́ kí ó kú, kì í ṣe pé ti àìkú rẹ̀ nìkan bíkò ṣe mímú ìrètí, ayọ̀ àti àwọn ohun mìíràn tí ó ti wà pẹ̀lú rẹ̀ wà láàyè."
Voices from the streets,Ohùn láti àdúgbò ẹsẹ̀kùkú
"In a telephone interview with Global Voices, Elisângela Escalante, who joined the group six years ago when she was on the streets, emphasized the importance of the newspaper in her life:","Nínú ìfọ̀rọ̀wánilẹ́nuwò orí ẹ̀rọ-ìbánisọ̀rọ̀ pẹ̀lú Ohùn Àgbáyé, Elisângela Escalante, tí ó dara pọ̀ mọ́ ẹgbẹ́ náà ní ọdún mẹ́fà sẹ́yìn nígbà tí òun náà ń sun ìta tẹnumọ́ ipa tí ìwé ìròyìn náà ti kó nínú ayé òun."
Translation Original Quote,Ìtúmọ̀ Ìtúnwí-ọ̀rọ̀ Ọlọ́rọ̀ gan-an
A lot happened to me through the paper.,Mẹ́wàá ṣẹlẹ̀ sí mi láti ara ìwé ìròyìn yìí.
It got me off the street.,Òhun ni kò jẹ́ kí n sun ìta mọ́.
Because I lived on the street for three and a half years and I got out after a few months going to the paper.,"Ìdí ni pé ìta ni mò ń sùn fún odidi ọdún mẹ́ta àti ààbọ̀, mi ò sì sun ìta mọ́ lẹ́yin bí oṣù mélòó kan tí mo dara pọ̀ mọ́ ìwé ìròyìn yìí."
I was saving some money and started to rent my own space.,Mo bẹ̀rẹ̀ sí ní fi owó pamọ́ láti gba ilé tí èmi náà yóò máa gbé.
"Before I didn't earn my money, I depended on my partner for everything.","Tẹ́lẹ̀, mi ò ní ọ̀nà ìpawówọlé kankan, ọkọ mi ni mo máa ń wojú rẹ̀ fún ohun gbogbo."
"It makes a difference for me, I like to have my own money.",Ó yí ayé mi padà torí èmi pẹ̀lú fẹ́ ní owó ti ara mi.
The cover of the edition which drew attention to the challenges of motherhood on the street.,Ojúewé ìta ìtẹ̀jáde tí ó ṣe àgbéyẹ̀wò ìpèníjà tí ó ń kojú àwọn ìyá tí ó ń gbé ní títì.
"Photo: Agência ALICE/Boca de Rua, used with permission.","Àwòrán: Agência ALICE/Boca de Rua, a gba àṣẹ kí a tó lò ó."
"Elisângela remembers one edition in particular, where the cover story asked: “Why can't we be mothers?”.",Elisângela rántí ọ̀kan pàtó nínú àwọn àtẹ̀jáde ìgbàdégbà wọn èyí tí àkọ́lé òke rẹ̀ jẹ́: “Kí ló dé tí a ò le jẹ́ ìyá?
The report talked about the challenges that women with street backgrounds face in motherhood.,Àtẹ̀jáde yìí sọ̀rọ̀ lórí ìṣòro tí àwọn obìnrin tí ó ń  tọ́ ọmọ ní ojú òpópónà ń kojú.
"While producing the report, some women members of the newspaper managed to regain contact with their children who they hadn't seen in years, Elisângela says:",Elisângela sọ pé: Nígbà tí a ń ṣe èyí lọ́wọ́ àwọn tí wọ́n jẹ́ ìyá nínú àwọn ọmọ ẹgbẹ́ gbìyànjú láti kàn sí àwọn ọmọ wọn tí wọn kò bá sọ̀rọ̀ láti àìmọye ọdún sẹ́yìn.
Translation Original Quote,Ìtúmọ̀ Ìtúnwí-ọ̀rọ̀ Ọlọ́rọ̀ gan-an
I think what we say [in the paper] is the truth.,Mo lérò wí pé òtítọ́ ni ohun tí a sọ [ìyẹn nínú ìwé ìròyìn].
It's what we feel and what we experience within society.,Ó jẹ́ ìrírí àti ohun tí à ń là kọjá ní àárín àwùjọ.
"If it weren't for Boca, I wouldn't have any other way to do this and be heard by so many people.","Bí kò bá sí Boca, kò bá tí sí ọ̀nà mìíràn tí n ó gbé èyí gbà tí ọ̀pọ̀ ènìyàn ó sì gbọ́ mi tó báyìí."
Through it I got a lot of things and I helped a lot of people too.,"Pẹ̀lú rẹ̀ mo jẹ ọ̀pọ̀ àǹfààní, mo sì ṣe ìrànlọ́wọ́ fún ọ̀pọ̀ ènìyàn bákan náà."
"For the first time in its history, the newspaper is unable to be sold on the streets due to the COVID-19 pandemic.","Fún ìgbà àkọ́kọ́ nínú ìtan, ìwé ìròyìn yìí di èyí tí a kò le tà ní àárín àdúgbò látàrí àjàkálẹ̀ àrùn COVID-19."
"In an effort to alleviate the effects on the reporters’ income, Boca de Rua has been transformed into a digital version.","Nínú akitiyan láti ṣe ìgbésókè sí owó tí ó ń wọlé fún àwọn ajábọ̀ ìròyìn, Boca de Rua ti gbé aṣọ tuntun wọ̀, ó ti bọ́ sórí ẹ̀rọ ìgbàlódé fún kíkà lórí ẹ̀rọ ayélujára."
"With a contribution of 20 BRL (around 3.75 US dollars) every three months, readers access the latest edition of Boca, as well as old editions and other material.","Pẹ̀lú ìdáwójọ iye òwó tí ó tó 20BRL owó ilẹ̀ Brazil (tí ó ń lọ bi 3.75 owó dọ́là ilẹ̀ America) ní osù mẹ́tamẹ́ta àwọn ọ̀nkàwé máa ń rí àyè ka àgbéjáde Boca tuntun náà, tí ó fi mọ́ ti tẹ́lẹ̀ àti àwọn nǹkan mìíran."
"For the contributors and reporters, the most important thing is that the voices from the street continue to be heard during the pandemic.",Ohun tí ó ṣe pàtàkì jù fún àwọn aládàásí àti àwọn ajábọ̀ ìròyìn ni pé ohùn àwọn tí ó fi títì ṣe ibùgbé ń di gbígbọ́ ketekete síbẹ̀ ní àsìkò àjàkálẹ̀ àrùn yìí.
"When asked in a telephone conversation about his feelings about the newspaper, Marcos Sher, a 13-year veteran of Boca, said:","Nínú ìtàkùrọ̀sọ orí ẹ̀rọ-ìbánisọ̀rọ̀ nípa ohun tí ó rí sí ìwé ìròyìn náà, Marcos Sher, ọmọ ọdún 13 tí ó jẹ́ ògbóntarìgì Boca sọ báyìí pé:"
Translation Original Quote,Ìtúmọ̀ Ìtúnwí-ọ̀rọ̀ Ọlọ́rọ̀ gan-an
"For me it's good, very good.","Ní tèmi ó dára, ó dára gidi ni."
"So you can see I'm not letting go, right?","Ẹ̀yín náà rí i pé èmí náà kò gbé e tì, àbí irọ́ ni mo pa?"
"Sometimes I stop for a while, but I come back again.","Nígbà mìíràn mo máa ń pa á tì, ṣùgbọ́n mà á tún bẹ̀rẹ̀ rẹ̀ padà níbi tí mo fi tì sí."
"For me, the newspaper was a way to get out of [drug] trafficking and go back to work.","Ní tèmi, ìwé ìròyìn yìí jẹ́ ọ̀nà láti bọ́ kúrò nínú oògùn olóró gbígbé ó sì dá mi padà sí ẹnu iṣẹ́."
"It's good because it's something to do, to get me out of the house.",Ó dára nítorí pé ènìyàn ń rí nǹkan ṣe tí ènìyàn bá kúrò nílé.
Having something to do is very important for me.,Rírí nǹkan máa ṣe bí iṣẹ́ ṣe pàtàkì sími púpọ̀.
"Editor's note: Talita Fernandes works with the newspaper Boca de Rua (Porto Alegre, Rio Grande do Sul) and wrote a dissertation “Street, feminine noun: women in movement and the right to the body in the city”, by the Federal University of Rio Grande do Sul (UFRGS).","Ìfiyèsí olóòtú: Talita Fernandes ń ṣiṣẹ́ pẹ̀lú ìwé ìròyìn Boca de Rua (Porto Alegre, Rio Grande do Sul) ó sì kọ àpilẹ̀kọ kan “Ojú títì, ọ̀rọ̀-orúkọ ti ìwà obìnrin: àwọn obìnrin nínú ìgbésẹ̀ àti ìjà-fún-ẹ̀tọ́ sí ti ara ní ìlú”, láti ọwọ́ Ifásitì Ìjọba Àpapọ̀ Rio Grande do Sul (UFRGS)."
---Families suffer spillover effects from school closures,---Àwọn ìdílé l’órílẹ̀-èdè Kenya fi ara kááṣá látàrí ipa ìfọjọ́-kún ilé-ìwé tí ó wà ní títì pa
Kenya's 'out-of-school learning' curricula requires digital access that many lack,"Kenya tí pa ẹ̀kọ́-ìwé kíkọ́ tì, àlàkalè wọ́n báyìí nílò ìṣàmúlò ẹ̀rọ-ìgbàlódé tí ọ̀pọ̀ kò ní àǹfààní sí."
"Editor's note: This post was co-written by Global Voices contributor Bonface Witaba and guest contributor Sri Ranjini Mei Hua, a researcher and writer from Singapore.","Ọ̀rọ̀ Olóòtú: Àgbéjádè yìí jẹ́ àjùmọkọ aládàásí Ohùn Àgbááyé Bonface Witaba, aládàásí àlejò Sri Ranjini Mei Hua, aṣèwádìí àti òǹkọ̀wé láti Singapore."
"In March, the Kenya government announced the suspension of schools as part of its measures to curb the spread of COVID–19.","Ní oṣù Èrèlé, ìjọba ilẹ̀ Kenya kéde àfàró àwọn ilé-ìwé ilẹ̀ náà gẹ́gẹ́ bí ọ̀kan nínú àwọn ọ̀nà láti dẹ́kun ìtànkálẹ̀ àrùn COVID-19."
"The announcement threw the school curriculum into disarray, affecting 18 million learners nationwide.","Ìkéde yìí da àwọn àlàkálẹ̀ ẹ̀kọ́ ní àwọn ilé-iwé ilẹ̀ náà rú, léyìí tí ó ṣe àkóbá fún ẹgbẹẹgbẹ̀rún 18 àwọn akẹ́kọ̀ọ́ jákèjádò orílẹ̀-èdè náà."
"It also threatened to derail progress toward inclusive, equitable and quality education as described in Agenda 4 of the United Nations’ Sustainable Development Goals.","Ó gbégi dínà ìtẹ̀síwájú sísọ ètò-ẹ̀kọ́ di tọ́rọ́ fọ́n kálé, ìdọ́gba àti ètò-ẹ̀kọ́ tó mọ́nyánlórí gẹ́gẹ́ bí ó ṣe wà nínú Àgbéṣe 4 ti Ìgbéró Ìlépa Ìdàgbàsókè Àjọ Ìsọ̀kan Àgbáyé."
"As part of efforts to ensure continued learning while protecting the health, safety, and well-being of learners and educators, the Ministry of Education, in collaboration with education partners and stakeholders, designed the Kenya Basic Education COVID-19 Emergency Response Plan, with the objective to promote “out-of-classroom learning” through radio, TV, e-cloud, and mobile phones.","Lára àwọn ìgbìyànjú wọn láti rí i pé ẹ̀kọ́kíkọ́ ń tẹ̀síwájú bí wọ́n ṣe ń dáàbò bo ìlera, ìgbéláìléwu, àti ìgbáyégbádùn àwọn akẹ́kọ̀ọ́ àti olùkọ́, ni Ilé-iṣẹ́ Ètò-ẹ̀kọ́ ilẹ̀ náà pẹ̀lú àjọṣepọ̀ àwọn àjọ elétò ẹ̀kọ́ mìíràn ṣe ìdásílẹ̀ Àjọ elétò ẹ̀kọ́ ìpìlẹ̀, abetíwéré sí ìṣẹlẹ pàjáwìrì COVID-19 ti ilẹ̀ Kenya pẹ̀lú èròǹgbà láti mú ìdàgbàsókè bá ẹ̀kọ́ àtẹ̀yin yàrá ìkẹ́kọ̀ọ́ kọ́ pẹ̀lú ìṣàmúlò ẹ̀rọ asọ̀rọ̀mágbèsì, amóhùnmáwòran, ìgbéṣẹ́ sórí àwọ̀-sánmà, àti àwọn ẹ̀rọ ìbánisọ̀rọ̀ ìléwọ́ alágbèéká."
"Today, in spite of efforts by the Kenya Institute of Curriculum Development (KICD) to expand online content delivery, an estimated 80 percent of learners still do not have access to remote lessons, according to a study carried out by Usawa Agenda (an education network).","Ní ọ̀ní, pẹ̀lú akitiyan Àjọ tí o ń mú ìdàgbàsókè bá àlàkalẹ̀ ètò-ẹ̀kọ́ ní ilẹ̀ Kenya (KICD) láti fẹ ìkẹ́kọ̀ọ́ orí ẹ̀rọ ayárabíàṣá lójú sí i, ìdá 80 àwọn akẹ́kọ̀ọ́ ni àwọn tí kò rí àǹfààní ẹ̀kọ orí afẹ́fẹ́ yìí jẹ síbẹ̀, gẹ́gẹ́ bí èsì ìwádìí tí Àgbéṣe Usawa gbé jáde (gbàgede ajẹmẹ́kọ̀ọ́ orí ẹ̀rọ-ayélujára)."
"This is due, in part, to unequal access to technology such as computers, laptops or smartphones, as well as prohibitive internet costs and unreliable internet access, especially for learners from disadvantaged families and marginalized communities.","Èyí wáyé látàrí àìdógba oore-ọ̀fẹ́ sí ìlò irinṣẹ́ ìmọ̀-ẹ̀rọ amúṣẹ́yá bí i ẹ̀rọ-ayárabíàṣá, ẹ̀rọ ayárabíàṣá àgbélétantẹ̀, tàbí àwọn èrọ̀-ìbánisọ̀rọ̀ ìléwọ́ ayárabíàṣá tí ó fi mọ́ ọ̀hángógó iye owó ìṣàmúlò èrọ ayélujára àti kùdìẹ̀kudiẹ nídìí ìṣàmúlò ẹ̀rọ ayélujára pàápàá jùlọ fún àwọn akẹ́kọ̀ọ́ láti àwọn ìdílé tí wọn kò rí jájẹ àti àwọn ìlú tí wọn kò kàsí."
"Even where the technology is available, there are concerns around young children’s unsupervised internet usage.","Kódà níbi tí ẹ̀rọ ti wà lárọ̀ọ́wọ́tó gan-an, àìmáatọ́ àwọn ọmọ sọ́nà nídìí ìṣàmúlò ẹ̀rọ ayélujára gan-an alára jẹ́ ohun tí ó ń kọ ènìyàn lóminú."
"Prior to the lockdown, learners were able to access free meals at school.","Kí ìtípa yìí tó bẹ̀rẹ̀, àwọn akẹ́kọ̀ọ́ ní ooreọ̀fẹ́ sí ouńjẹ ọ̀fé ní ilé-ìwé."
Girls were able to access sanitary towels through an initiative to provide free sanitary towels.,Àwọn omọdébìnrin inú wọn ní oore-ọ̀fẹ́ sí aṣọ ìlédìí ìsé-nǹkan-àlejò ti ètò kan fún ìpèsè àṣọ ìsé-nǹkan-àlejò.
"However, with the prolonged shutdown, Education Cabinet Secretary George Magoha declared the school calendar as “lost,” meaning schools will remain closed until 2021, leaving thousands of students in a dire situation as their families are unable to afford food and basic necessities due to recent unemployment.","Pẹ̀lú bí ìtìpa yìí ṣe ti gùn sì, Akọ̀wé Ìgbìmọ̀ Ètò-ẹ̀kọ́ George Magoha ti kéde pé àwọn àlàkalè ilé-ìwé ti “bómi lọ”, tí ó túnmọ̀ sí wí pé àwọn ilé-ìwé yóò wà ní títìpa síbẹ̀ títí di ọdún 2021, léyìí tí yóò sọ ọ̀pọ̀ àwọn akẹ́kọ̀ọ́ sí ipò òṣì pẹ̀lú bí àwọn ẹbí wọn kò ṣe lè pèsè ouńjẹ àti àwọn ohun èlò tí  ó ṣe kókó látàrí àìríṣẹ́ṣe ẹnu lọ́wọ́lọ́wọ́ yìí."
"In Kibra, for instance, an area deemed to be the largest informal settlement in Nairobi (and in Africa), most learners are unable to access KCID’s “out-of-classroom learning” curricula, and most do not have a place to study, much less play or exercise.","Ní ìlú Kibra, fún àpẹẹrẹ, agbègbè tí wọ́n rí gẹ́gẹ́ bí ibi tí ìṣẹ́ àti ìyà sodo sí jùlọ ní Nairobi (àti ní ilẹ̀ Adúláwọ̀) ọ̀pọ̀ àwọn akẹ́kọ̀ọ́ ni wọn kò ní oore-ọ̀fẹ́ sí àlàkalẹ̀ ẹ̀kọ́ àtẹ̀yìn yàrá ìkẹ́kọ̀ọ́ kọ́ àjọ KCID, bẹ́ẹ̀ ni ọ̀pọ̀ kò tilẹ̀ ní ibi tí wọn ó ti kẹ́kọ̀ọ́ áḿbèlètàsé ibi eré ìdarayá."
"(For many years, the area was called “Kibera,” a mispronunciation of the word kibra, a Nubian word for “forest.” Kenya's Nubian community feels using “Kibera” robs them of their identity).","(Láti ọ̀pọ̀ ọdún séyìn, agbègbè yìí ti ń jẹ́ pípẹ̀ ní “Kibera” tí í ṣe àṣìpè Kibra tí ó túmọ̀ sí “igbó kìjikìji” ní èdè Nubia. Fífi ọmọ peni lérú ni àwọn ará agbègbè Nubia ní Kenya máa ń rí lílo “Kibera” sí)"
"In a Skype interview with Asha Jaffar, a journalist residing in Kibra who covers stories about the plight of the Kibra community, Jaffar told Global Voices that there were a limited number of free libraries that allowed up to 10 learners at a time to do their homework.","Nínú ìfọ̀rọ̀wánilẹ́nuwò lórí Skype pẹ̀lú Asha Jaffar, akọ̀rọ̀yìn tí ó ń gbé ní Kibra, ẹni tí ó gbé ìròyìn nípa ewu tí ó wu àwọn agbègbè Kibra, Jaffar sọ fún Ohùn Àgbáyé pé  àwọn yàrá ìkàwé lọ́fẹ̀ẹ́ tí ó lè gba àwọn akẹ́kọ̀ọ́ mẹ́wàá ní ẹ̀ẹ̀kan ṣoṣo kò tó nǹkan."
"However, these learners are required to give up the space to the next lot of learners after about an hour.","Àmọ́, àwọn akẹ́kọ̀ọ́ wọ̀nyí ní láti máa fi àyè wọn sílẹ̀ lẹ́yìn bíi wákàtí kan kí ọ̀wọ́ àwọn akẹ́kọ̀ọ́ mìíràn lè ṣàmúlò àwọn àyè náà."
