English,Yoruba
"""As a legislature, we are ever ready to work in collaboration with the organised labour Unions to rid our statute books of any anti-labour laws,"" Lawan said.","Lawan sọ wípé, ""Gẹ̣́gẹ́ bí ilé-ìgbìmọ̀ aṣ̣òfin, a ti ṣ̣etán láti fọwọ̣́sowọ̣́pọ̀ pẹ̣̀lú ẹ̣̣gbẹ̣́ àwọ̣̣n òṣ̣ìṣ̣ẹ́ láti ṣòfin tó lòdì sí ìwà ìbàjẹ́ sí òṣìṣẹ lẹ́nu iṣẹ́""."
"The Senate President said as part of the effort of the 9th National Assembly to strengthen the economy and improve the standard of living of the people, it is determined to make the country’s financial year predictable through the timely passage of the 2020 budget.","Ààrẹ ilé-ìgbìmọ̀ aṣòfin àgbà sọ wípé, gégẹ́ bíi ara akitiyan ilé-ìgbìmọ aṣòfin kẹsàn-án láti fi okun fún ètò ọrọ̀ ajé àti láti mú ìgbé-ayé àwọn ènìyàn dára síi, ti pinu láti mú kí ètò ìsúúná ọdún yìí ṣee dáadáa nípa títètè bu ọwọ́ lu ìwé ètò ìsúná ọdún 2020."
"According to Senator Lawan, the National Assembly has in the same respect made critical amendments to some laws to ensure smooth implementation of the budget.","Nínu ọ̀rọ̀ Aṣòfin Lawan, ilé-ìgbìmọ̀ aṣòfin àgbà bakan náà ti ṣe àtúnṣe sí àwọn òfin kò̩ò̩kan láti ri wípé ìmúlò ètò ìsúná náà lo̩o̩ bí ó ti yẹ."
"He said the Legislature would continue to move relentlessly in that direction, despite the unforeseen challenges posed by the COVID-19 pandemic.",Ó sọ wípé àwọn Aṣòfin yóò máa lọ ní ìlànà yìí láìwo àwọn ìpèníjà àjàkálẹ̀ ààrùn COVID-19.
The Senate President noted that this year’s celebration of Workers’ Day comes at a time the entire world is facing the health emergency brought about by the Coronavirus pandemic.,Ààrẹ ilé-ìgbìmọ̀ aṣòfin ṣe àkíyèsí wípé ayẹyẹ ọjọ́ àwọn òṣìṣẹ́ ti ọdún yìí wáyé lásìkò tí gbogbo orílẹ̀ èdè àgbáyé ń kojú àjàkálẹ̀ ààrùn òjiijì COVID-19.
"""It is the resilience and never-die spirit of the Nigerian people that will boost the efforts of the government to overcome the pandemic,"" he stated.","Ó wípé ""Ọkàn akínkanjú àti ẹ̀mí tí kìí kú tí àwọn ènìyàn Nàìjíríà níí ni yóò ran iṣẹ́ ìjọba lọ́wọ́ láti leè borí àjàkálẹ̀ ààrùn náà"""
"The Senate President urged the Nigerian workers, as they mark their day, to adhere strictly to all the prescribed public health protocols of social distancing, wearing of face mask, use of hand sanitizer, observance of personal hygiene, and to endeavour to stay at home and stay safe.","”Ààrẹ ilé ìgbìmọ̀ aṣòfin wá rọ àwọn òṣìsẹ́ lórílẹ̀ èdè Nàìjíríà bí wọ́n ṣe ń sàmì ọjọ́ wọn, láti máa tẹ́lé ìlànà ètò ìlera láwùjọ, fífi ààyè sáàrín ara wa, kí a máa wọ ìbòjú, kí a máa lo oun èlò ìfọwọ́ apakòkòrò, kí a máa ṣe ìmọ́tótó ara wa àti láti máa dúrọ sílé kí a sì dáàbò bo ara wa."
--- COVID 19: another twenty four (24) people were tested positive in Nigeria.,--- COVID-19: Àwọn ènìyàn mẹ́rìnlélógún (24) mìíràn tún jẹyọ lórílẹ̀ èdè Nàìjíríà
"Another twenty-four (24) people were tested positive for corona virus (COVID 19) in Nigeria this made the total of infected people to be one thousand, nine hundred and thirty-two (1932) when three hundred and nineteen (319) have been discharged, and fifty-eight (58) are dead. The Nigeria centre for disease control (NCDC) announced this on their twitter handle @NCDC.gov.","Àwọn ènìyàn mẹ́rìlélógún (24) mìíràn tún ti jẹyọ tí wọ́n ní ààrùn Corona (COVID 19) lórílé̩èdè Nàìjíríà, èyí tó jẹ́ kí iye àwọn tó ní ààrùn Corona jẹ́ o̩gbò̩nlélé̩è̩dé̩gbàá lé méjì (1932), nígbà tí àwọn ènìyàn bí mọ́kàndínlógúnlélọ́ọ̀dúnrún (319) ti gba ìwòsàn, tí àwọn ènìyàn méjìdínlọ́gọ́ta (58) sì ti jẹ́ Ọlọ́run nípè. Àjọ tó ń gbógun ti àjàkálẹ̀ aàrùn ti Nàìjíríà (NCDC) ló kéde yìí lórí ẹ̀rọ Twitter wọn, @NCDC. gov."
--- COVID 19 : We have received some news about the happening in Kano – Dr. Osagie,--- COVID-19: A ti gba ìròyìn díẹ̀ lórí ìṣẹ̀lẹ̀ ní Kánò- Dókítà Osagie
The Minister for health in Nigeria Dr. Osagie Ehanire has said they have received some news on the happening in Kano state.,"Mínísítà fún ètò ìlera ti Nàìjíríà, Dókítà Osagie Ehanire ti ní àwọn ri ìròyìn díẹ̀ gbà nípa ìṣẹ̀lẹ̀ onírúurú ní ìpínlẹ̀ Kánò."
The minister said this in a daily interview of the federal Government in charge of fighting against COVID 19 with journalist in Abuja.,Mínísítà sọ̀rọ̀ yìí lásìkò ètò ìfọ̀rọ̀wánilẹ́nuwò ojoojúmó tí ìgbìmọ̀ ìjọba àpapọ̀ tó ń mójútó gbígbógun ti aàrùn COVID-19 ń ṣe pẹ̀lú àwọn akọ̣̣̣̣̣̀ròyìn nílùú Àbújá.
"He continued that they are expecting the news about the sudden death in Kano state, and this help them to take step of providing the instrument, the professionals and the training to help stop COVID- 19 in Kano state.","Ó tún tẹ̀síwájú pé àwọ̣n ṣí ń retí gbogbo ìròyìn nípa ìṣẹ̣̀lẹ̀ ikú òjijì tó wáyé ní ìpínlẹ̣̀ Kánò, eléyìí yóò ràn ìgbéṣẹ̀ pípèsè ètò ìrànwọ́  ìrìnsẹ̀ , àwọn  onímọ̀ àti ètò ẹ̣̀kọ́ tí wọn yóò  fún ìpínlẹ̀ Kánò láti dẹ́kun aàrùn  COVID-19."
"Dr Ehanire, now appealed health workers to follow the line of programmes to protect themselves always so that they will not be infected by COVID -19 or endanger themselves.","Dókítà Ehanire , wá rọ̣ àwọ̣n òṣìṣẹ̣́ ètò ìlera làti maa tẹ̀ḷé ètò ìlànà láti dáàbò bò ara wọn nígbà gbogbo  kí wọ̣n máa bàa lùgbàdì aàrùn COVID-19 tàbí fi ara wọ̣n sínú ewu."
--- Nigeria confirms 204 cases of COVID-19,--- Nàìjíríà ṣàwárí àwọn alárùn COVID-19 mé̩rìnlélúgba
"Nigeria has recorded 204 cases of the novel Coronavirus known as COVID-19, bringing the total number of the confirmed cases to 1932.","Nàìjíríà ti ní àkosílẹ̀ ènìyàn mẹ́rìnlélúgba tí wọ́n ní ààrun kòrónà tí a mọ̀ sí COVID – 19, èyí tó mú gbogbo akárùn náà jé̩ o̩gbò̩nlélé̩è̩dé̩gbàá lé méjì (1932)."
There are 319 Discharged and 58 Deaths.,"Okòóléló̩ò̩dúnrún dín ò̩kan (319) gba ìwòsàn, méjìdínlọ́gọ́ta sì kú."
"On its official Twitter handle @NCDCgov, the Nigeria Centre for Disease Control, NCDC, showed the breakdown of the new cases;",Àjo̩ a-gbógun-ti-àjàkálẹ̀-ààrun ti Nàìjíríà (NCDC) ló so̩ èyí lórí ẹ̀rọ abẹ́yẹfò @NCCDCgov;
204 new cases of #COVID19 reported;,Alárùn COVID-19 mé̩rìnlélúgba ti farahàn;
80-Kano 45-Lagos 12-Gombe 9-Bauchi 9-Sokoto 7-Borno 7-Edo 6-Rivers 6-Ogun 4-FCT 4-Akwa Ibom 4-Bayelsa 3-Kaduna 2-Oyo 2-Delta 2-Nasarawa 1-Ondo 1-Kebbi 11:50pm 30th April- 1932 confirmed cases of #COVID19 in Nigeria  Discharged.,"Ọgọ́rin-Kano, márùndínláàdọ́ta-Èkó, méjìlá-Gombe, mẹ̩́sàn-án-Bauchi, mé̩sàn-án-Sokoto, méje-Borno, méje-Edo, méfà-Rivers, méfà-Ògùn, mẹ́rin-Àbújá, mẹ́rin-Akwa Ibom, mẹ́rin-Bayelsa, mẹ́ta-Kaduna, méjì-Òyó, méjì-Delta, méjì-Nasarawa, Ò̩kan-Òǹdó, Ò̩kan-Kebbi.  Ní agogo méjìlá ku ìṣéjú mẹ́wàá, ọgbọ̀n ọjo oṣú igbe – 1932 alárùn Covid-19 farahàn ní Nàìjíríà."
--- COVID-19: Ministerial Task Team on Kano submits interim report,--- COVID-19: Ikò̩ òṣìṣé mínísítà ti Kano s̩àgbékalè̩ ìròyìn gbà-á-gbè̩
"The Ministerial Task Team on fact-finding mission to Kano has submitted an interim report to the Federal Ministry of Health, on the needs, strengths and weaknesses of the Kano response system.","Ikò̩ ọ̀ṣìṣẹ́ mínísítà lóri is̩é̩ ìwádìí sí Kano, ti s̩e àgbékalè̩ ìròyìn gbà-á-gbè̩  fun ilé-iṣẹ́ ìjọba àpapọ̀ ti ìlera, lórí ìdí, okun àti àìlera ọ̀nà tí ìpínlẹ̀ Kano ṣe ń dáhùn."
"The Minister of Health, Dr Osagie Ehanire said this at the daily joint press briefing by the Presidential Task Force on Covid-19, in Abuja, Nigeria.","Mínísítà fún ìlera, Dókítà Osagie Ehanire sò̩yí nínú ìpàdé àpapọ̀ pẹ̀lú àwọn oníròyìn èyí tí ìgbìmọ̀ ìjọba àpapọ tó ń mójútó COVID-19 ní Àbújá ṣe."
"He said while the Ministry awaits a full report, the interim report will be a guide in supporting Kano State COVID-19 Task force with necessary material, training and human resources.","Ó ní bí ilé-iṣé ìjọba àpapọ s̩e ń retí ìròyìn kíkún, ìròyìn gbà-á-bè̩ yìí yóò jẹ́ ató̩nà nínú ìrànwọ́ fún ikò̩ agbógunti Covid-19 ti Kano pèlú èròja to ye̩, ìdánilé̩kò̩ó̩ àti àwo̩n ènìyàn araniló̩wó̩."
“They will include assembling and dispatching a technical team from FMOH and virus Infectious disease specialists from Irrua Specialist hospital to join a technical team from Lagos Ministry of Health that is already on ground in Kano at the request of the Governor of Kano State” he said.,“ Lára àwọn ohun ìrànwọ́ ni  kíkó àti rírán àwọn ẹgbẹ́ onímọ̀  láti FMOH àti àwọn onímọ̀ nípa kòkòrò ààrùn láti ilé-ìwòsàn Irrua Specialist Hospital láti darapọ̀ mọ́ ẹgbẹ́ onímọ̀ ilé-iṣẹ́ ètò ìlera ní ìpínlẹ̀ Èkó  tí ó ti ń ṣiṣẹ́ ní ìpínlẹ̀ Kano nítorí Gómìnà ìpínlẹ̀ Kano”
He said there will also be a good pool of experienced hands-on experts to support the leading role of Kano State in the response.,"Gé̩gé̩ bi ìdáhùn, ó tún so̩ pé àwọn onímọ̀ onírìírí yóò pò̩ jaburata ní ìkàlè̩ láti kin àwo̩n òs̩ìs̩é̩ ìs̩áájú lé̩yìn ní ìpínlẹ̀ Kano."
"“An emergency medical team from FHOH has left Abuja with ambulances, five of which were kindly donated by FRSC, on their way to Kano to provide emergency response in view of movement restrictions arising from the lockdown.”","“E̩gbẹ́ oníṣègùn tó ń dáhùn ìpè pàjáwìrì lati FMOH ti kúrò ní Àbújá pẹ̀lú àwo̩n áḿbúlàǹsì, márùn-ún ni àjọ ẹ̀ṣọ́ ojú pópó (FRSC) fi to̩re̩, lọ́nà láti lọ sí ìpínlẹ̀ Kano fún ìdáhùn pàjáwìrì látàríi àṣẹ kónílégbélé."
Dr Ehanire restated the need for health workers to stringently follow laid down standard infection prevention and control measures at all times and not to take risks.,"Dókítà Ehanire tún sọ̀dí tí àwọn òṣìṣé ìlera ṣe gbọ́dọ̀ tẹ̀lé àwọn ìlànà ìpara-ẹni-mọ́ fún ààrùn ní gbogbo ìgbà, kí wọ́n máa sì fi ẹ̀mí wọn wéwu."
"“We cannot afford to lose the service of essential manpower at this time; every client should be treated with a high index of suspicion for COVID-19, but treat every client with fairness so that persons suffering from other ailments do not suffer neglect or treatment refusal.”",“A kò leè gbà láti pàdánù àwọn òṣìṣẹ́ pàtàkì nírú àkókò báyìí; gbogbo ènìyàn ni wọ́n gbọ́dọ̀ tó̩jú pẹ̀lú ìfura tó ga fún COVID-19 sùgbọ́n kí wọ́n tójú gbogbo ènìyàn láì s̩ojús̩àájú kí àwọn elòmíràn pẹ̀lú àìsàn má baà jìyà àìdásí tàbí kí wọ́n má tó̩jú wọn.”
"“It is not ethical to turn clients away without, at least a medical advice, neither should a person in distress be refused care in emergency situation” he said.","Ó wípé, “Ó jẹ́ ohun àìdára láti lé àwọn ènìyàn lọ láìsí ìmọ̀ràn nípa ètò ìlera tàbí kí á fi ìtọ́jú du ẹni tí ó nílò ìtọ́jú ní pàjáwìrì.”"
--- Re-opening of schools not yet in view – Minister,--- S̩ís̩í àwo̩n ilé-è̩kó̩ kò tíì farahàn - Mínísítà
"The Minister of State for Education, Emeka Nwajiuba says he cannot for-see or immediately tell when schools will be reopened.","Mínísítà ìpínlẹ̣̀ fún ètò ẹ̣̀kọ̣́, Emeka Nwajiuba ní òun kò leè sọjọ́ tàbí ìgbà tí wọn yóò padà ṣí ilé-è̩kó̩."
The Minister also said re-opening of schools will be in tandem with President Muhammadu Buhari’s gradual ease of the lockdown put in place to curb the spread of COVID-19.,Mínísítà tẹ̣̀síwájú pé ṣíṣí àwọn ilé-è̩kó̩ yóò jẹ́ ní sísẹ̀-n-tẹ̀lé pẹ̀lú bí Ààrẹ Muhammadu Buhari ṣe ń gbẹ́sẹ̀ kúrò lórí àṣẹ kónílé–gbélé tí ó wà láti kápá ààrùn kòrónà.
"Nwajiuba who had earlier during the daily briefing said that the government is not ready to put the lives of children at risk, warned that no school should engage students except when a formal date of resumption is announced by the government.","Nwajiuba, nínú ọ̀rọ̀ rẹ̀ lójojúmọ́ ti sọ s̩áájú wípé ìjọ̣̣ba kò ṣetán láti fi ẹ̣̀mí àwọ̣̣̣̣n o̩mo̩ wéwu, ó wá kìlọ̀ wípé ilé-è̩kó̩ kọkan kò gbọdọ̀ bẹ̀rẹ̀ ètò ẹ̀kọ́ nílé-è̩kó̩ wọ̣̣n àyàfi ọjọ́ tí ìjọ̣̣ba bá kéde rẹ̀ pé kí ilé-è̩kó̩ wọlé."
” In anyway none of these schools can function outside the society”.,"“Ní kúkurú, kò sí èyíkèyí nínú àwo̩n ilé-è̩kó̩ yìí tó le s̩í lé̩yìn odi."
The Minister also said that all entrance examinations that had been postponed will hold when the government is satisfied that the students have understood the syllabus as planned.,Mínísítà tún so̩ pé gbogbo àwọ̣̣n ìdánwò ìgbaniwọlé tí wọ́n ti sún síwájú ni yóò di ṣíṣe nígbà tí ìjọba bá ri dájú pé gbogbo ètò-ẹ̀kọ́ tí wó̩n gbékalè̩ ló yé àwọn akẹ́kọ̀ó̩.
The Minister clarified that both the West African Examination Council for Senior School Students and other National Examinations including NABTEB are not cancelled but only postponed.,Mínísítà ṣe àlàyé pé ìdánwò àwọn akẹ́kọ̀ọ́ oníwèémẹwàá (WAEC) àti àwọn ìdánwò àpapọ̀ (NECO) pẹ̀lu NABTEB ni kò ì di fífagilé sùgbọ́n tí wó̩n sún síwájú.
He acknowledged challenges in the deployment of the e-learning policy hence the engagement of the State Universal Basic Education Boards.,Ó sọ̀rọ̀ nípa ìpèníjà tí ẹ̀kọ́ orí ayélujára tí a ṣẹ̀ṣẹ̀ mú wọlé àti bí a ṣe mú ètò ẹ̀kọ́ gbogboogbò ní ìpínlẹ̀ lò.
"According to him,” we know some are limited by access and the access is limited by device, some can only get on the continuation of their academic program via radio, some at the television level, some are using computer online system, so we are doing this in partnership with states meaning that every gap we intend to bridge as regards the education of these children nationwide, we had to pass through every state Governor through their SUBEBS”","Gẹ́gẹ́ bí ó ṣe sọ, “A mọ̀ wípé àwọn kan kò ni àǹfààní àti àìkò ní àǹfààní yìí nítorí àìkò ní ẹ̀rọ tó kún ojú òsùwọ̀n, àwọn kan le tẹsíwájú nínú ẹ̀kọ́ wọn lórí rédíò, àwọn kan lórí te̩lifís̩àn, àwọn kan sì ń lo ẹ̀rọ ayára-bí-àsá pẹ̀lú ayélujára, nítorí náà à ń ṣe èyí pẹ̀lú àjọṣiṣẹ́pọ̀ ìjọba ìpínlẹ, èyí túmọ̀ sí pé gbogbo àlàfo tí a fe̩ dí tó nííṣe pẹ̀lú ẹ̀kọ́ àwọn ọmọ jákèjádò orílẹ̀-èdè yìí, a nílò láti gba ọ̀dọ̀ Gómìnà ìpínlẹ̀ kọ̀ọ̀kan nípaṣè àjọ ẹ̀kọ́ alákọ̀ọ́bẹ̀rẹ̀ káríayé SUBEBS”"
"“Presently we have time table for 31 states out of 36 states, which means via Radio or T.v, teaching and learning are ongoing, these are time tables that suit each state but the federal government has only provided guideline via online content”","""Ní báyìí a ti ní ètò ìlànà ẹ̣̀kọ̣́ fún àwọ̣̣n ìpínlẹ̀ mọ̣́kànlélọ̣́gbọ̀n nínú ìpínlẹ̀ mẹ̣̣́rìndínlógóji, èyí túmọ̀ sí wípé láti orí rédíò tàbí te̩lifís̩àn, ìkọ́ni àti ìkẹ́kọ̀ọ́ n lọ, èyí jẹ́ àwo̩n ìlànà ìkẹ́kò̩ọ́ tó dára fún ìpínlẹ kọ̀ọ̀kan sùgbọ́n ìjọba àpapọ̀ ti ṣe ìlànà láti orí ayélujára.”"
"“Using these SUBEBs ,the same way we share their interventions with them is the same way this teaching and learning online content is been shared and the FG informed that they could use state media that is appropriate in their areas”. Nwajiuba said.","Nwajiuba sọ wípé “Lílo àwo̩n SUBEB, ọ̀nà tí à ń gbà momi o̩gbó̩n wo̩n ni a ṣe fi pín kíkọ́ àti mímọ̀ yìí lórí ẹ̀rọ ayélujára. Ìjọba àpapọ̀ sì sọ wípé wọ́n leè lo àwọn ilé-iṣẹ́ ìgbóhùn sáfẹ́fẹ́ ti ìpínlẹ̀ wo̩n tó dára fún un”."
The Minister added that the COVID 19 pandemic has helped all stakeholders to retool and has also helped everybody to get on board.,"Mínísítà s̩àfikún pé àjàkálẹ̀ ààrùn COVID-19 ti ran àwọn olókoòwò gbogbo lọ́wọ́ láti túnramú, ó sì ti ran ẹnìkọ̀ọ̀kan láti bọ́ sójú iṣẹ́."
"Speaking on the Sustainability of the e-learning policy, the Minister said the government will further engage master teachers that will perfect the system that will transcend its use after the Coronavirus health challenge facing the world.","Nígbà tó ń sọ̀rọ̀ lórí ìmúdúró ẹ̀kọ́ lórí ayélujára, mínísítà sọ wípé ìjọba yóò túnbọ̀ ṣàmúlò àwọn olùkọ́ akọ́ṣẹ́mọṣẹ́ tí yóò ṣàṣepé ètò náà tí yóò leè mú u wúlò lẹ́yìn ìpèníjà ààrun kòrónà tó kojú àgbááyé."
"Meanwhile the Education Secretariat of the Federal Capital Territory Administration FCTA, has issued a warning to some private Schools disseminating information to parents and students indicating the resumption of the 2019/2020 3rd term calendar online.","Bákan náà, ilé-iṣẹ́ ẹ̀kọ́ tó ń ṣàmójútó àwọn ilé-è̩kó̩ ní olú-ìlú FCTA, ṣe ìkìlọ̀ fún àwọn ilé-è̩kó̩ aládàáni tí wọ́n ń dájọ́ ìwọlé táàmù kẹta fún 2019/2020 lórí ẹ̀rọ ayélujára fún àwọn òbí àti akẹ́kọ̀ọ́."
"The FCTA Education Secretary, Umaru Marafa said in a statement released on Tuesday that no academic activities in all Schools in any form should commence until a notice to reopen is approved and conveyed by the Secretariat”","Akọ̀wé ilé-iṣẹ́ àjọ tó ń mójútó ilé-è̩kó̩, Umaru Marafa sọ nínú àtẹ̀jáde ọjọ́ ìṣẹ́gun wípé kò sí iṣẹ́ ìkẹ́kọ̀ọ́ kọ̀kan ní ilé-è̩kó̩ kọ̀ọ̀kan lọ́nàkọnà tó gbọ́dọ̀ bẹ̀rẹ̀ títí di ìgbà tí àṣẹ s̩ís̩í ilé ìwé bá jáde."
"“The Implication of this is that when the Schools will be reopened, adequate notice of the fact that 2nd term was inconclusive will be factored into the academic calendar which will dovetail into the 3rd term accordingly. Any action taken otherwise is likely to negatively distort the academic calendar of the schools involved” Marafa said.","Marafa so̩ pé, “Ìtumò̩ èyí ni pé nígbà tí àwọn ilé-è̩kó̩ yóò bá di s̩ís̩í padà, ìfilọ̀ tí ó yé̩ ni yóò ti wà lórí táàmù kejì tí kò parí, àti ò̩nà àti runmó̩ táàmù kẹta bí ó ti yẹ. Ìgbésè̩ tó bá lòdì sí èyí ṣeéṣe kó kóbá ètò ẹ̀kọ́ àwọn ilé-è̩kó̩ tó kàn."
"School proprietors are therefore, advised to maintain the status quo and keep their schools closed and not re-open in any form while they await further directives from the FCTA.","Wó̩n ro̩ àwọn ọ̀gá ilé-è̩kó̩ aláàdáni láti sowé-agbéjé̩-mó̩wó̩ kí ilé-è̩kó̩ wò̩n sì wà látìpa, kí wọ́n má s̩e si ní ọ̀nàkọnà títí ìjò̩ba yóò fi sohun mìíràn."
Violators of this directive will face the full wrath of the law.,Àwọn tí wọ́n bá ṣe lòdì sí àṣẹ yìí yóò dojúkọ ìdájọ́ òfin pó̩nńbélé;
Marafa further disclosed that the FCTA Education Secretariat has concluded plans to introduce e-learning platforms to include lessons on radio and television channels to keep the students constructively engaged while the lockdown lasts.,Marafa tún sọ wípé ilé-iṣẹ́ ẹ̀kọ́ ìjọba àpapọ̀ ti parí gbogbo ètò láti leè mú ètò ẹ̀kọ́ lórí ayélujára w̩onú èto ẹ̀kọ́ yálà lóri rédíò tàbí te̩lifís̩àn kí àwọn akẹ́kọ̀ọ́ leè máa ṣiṣẹ́ nígbogbo ìgbà tí kónílé gbélé bá fiwà.
--- No private school must start work –  Minister FCT,--- Kò gbọ̣̣̣̣̣dọ̣̀ ṣí ilé-ìwé aládàáni kankan tó gbọ̣́dọ̣̀ bẹ̣̀rẹ̣̀ isẹ̣́ – Mínísítà FCT
"The Minister for the Federal capital territory (FCT), Alhaji Muhammad Musa Bello has warned the proprietors of private schools in Abuja that have started informing parents and students that very soon they will start work for the third term for the present 2019/2020 academic session, to be careful so that they will not face the wrath of government law.","Mínísítà fún olú-ìlú Nàìjíríà, Alhaji Muhammad Músá Bello ti ṣ̣èkìlọ̀ fún gbogbo àwọ̣̣n olùdarí ilé-ìwé aládàáni tó wà nílùú Àbújá tí wọ́n ti ń sọ̣̣ fún gbogbo àwọ̣̣n òbí àti akẹ̣̣́kọ̣̀ọ́ pé wọ̣̣n kò ní pẹ́ bẹ̣̀rẹ̣̀ iṣ̣ẹ́ láìpẹ̣́ fún sáà kẹ̣̣ta fún ti ọ̣dún 2019/2020 tí a wàyìí láti ṣ̣ọ̣̣́ra, kí wọ̣̣́n máa ba fojụ winá òfin ìjọ̣̣ba."
