English,Yoruba
"Currently, at least 13 federal agencies and several state agencies offer ID services in Nigeria.","Lọ́wọ́lọ́wọ́ yìí, ó tó àjọ aṣojú ìjọba-àpapọ̀ 13 tí ó ń fúnni ní ìdánimọ̀ ní orílẹ̀-èdèe Nàìjíríà."
"Each agency collects the same biometric information from individuals, overlapping efforts within government agencies at a high fiscal cost to the country.","Gbogbo àwọn àjọ wọ̀nyí ni wọ́n ń ṣe àgbàjọ àlàyé-aṣàfihàn nípa ẹni kan náà tí ó ń tú àwọn àṣìírí tí ó pamọ̀ tẹ́lẹ̀tẹ́lẹ́rí nípa ìwà àti ìṣe àwọn èèyàn, tí ó sì jẹ́ wípé kò fi bẹ́ẹ̀ sí ìyàtọ̀ kan sàn-án t’ó wà nínú iṣẹ́ àwọn àjọ aṣojú ìjọba wọ̀nyí. Èyí sì ń kó ìnáwó ńlá bá orílẹ̀-èdè."
"Although the Nigerian government aimed to integrate all of these systems as far back as 2014, progress has been slow.","Bí ó tilẹ̀ jẹ́ pé èrò Ìjọba Nàìjíríà ni láti ṣe àmúlò gbogbo àwọn ètò wọ̀nyí ní ọdún-un 2014, ìlọsíwájú àwọn ètò náà ń falẹ̀."
"The initial roll-out of the card, often referred to as an ‘eID’, was marred by a partnership with MasterCard, which some criticised as a commercial venture that branded citizen data.","Nígbà tí ìwé pélébé náà tí wọ́n pè ní 'eID' (ìdánimọ̀ abẹ́rọ-ayárabíàṣá-ṣiṣẹ́) kọ́kọ́ jáde fún lílò, gbọ́nmi sí i omi ò tó o kan wáyé nípasẹ̀ ìfọwọ́sowọ́pọ̀ tí ìjọbá ṣe pẹlu MasterCard, tí àwọn ènìyàn kan bu ẹnu àtẹ́ lù pé ó jẹ́ oníṣòwò tí ó gbajúmọ̀ bí ìṣáná ẹlẹ́ta fún títa ọ̀rọ̀ alálàyé nípa àwọn ọmọ ìlú."
"[ See, for example, Branding Nigeria: MasterCard-backed I.D. is also a debit card and a passport, by Alex Court (2014, September 25), CNN.","[Fún àpẹẹrẹ, wo, Ìsààmì sí Nàìjíríà: Ìdánimọ̀ tí MasterCard ṣe agbátẹrùu rẹ̀ dúró fún ike ìsanwógbawó àti àwòrán ojú bákan náà, láti ọwọ́ m Alex Court (2014, ọjọ́ 25 oṣù Ọ̀wẹwẹ̀), CNN."
"And Nigeria’s Orwellian biometric ID is brought to you by MasterCard, by Siobhan O’Grady (2014, September 3), Foreign Policy.","And Ìdánimọ̀ ìtẹ̀ka aláwòrán ojú Orwellian Nàìjíríà tí MasterCard mú wá, láti ọwọ́ Siobhan O’Grady (2014, ọjọ́ 3 oṣù Ọ̀wẹwẹ̀) Foreign Policy."
"By October 2019 only 19% of Nigerians had registered for the national digital ID designed to replace the siloed ID systems. [ Sanni, K. (2019, OCtober 20). National ID card is free, but only 19% Nigerians are registered. Premium Times.]","Ní oṣù Ọ̀wẹwẹ̀ ọdún-un 2019, ìdá àwọn ọmọ Nàìjíríà 19 péré ni wọ́n ti fi-orúkọ-sílẹ̀ fún ìdánimọ̀ orílẹ̀-èdè abẹ́rọ-ayárabíàṣá-ṣiṣẹ́ tí yóò rọ́pò àwọn ètò ìdánimọ̀ àyàsọ̀tọ̀ọ̀tọ̀-ọ ti tẹ́lẹ̀. [Sanni, K. (2019, ọjọ́ 20 oṣù Ọ̀wàrà). Ọ̀fẹ́ ni Ìwé Ìdánimọ̀ Pélébé orílẹ̀ èdèe Nàìjíríà, àmọ́ ìdá 19 ọmọ Nàìjíríà ló forúkọ sílẹ̀. Premium Times.]"
"To reach more people, the National ID Management Commission (NIMC) of Nigeria has collaborated with the World Bank to develop an ecosystem model designed to increase coverage of this single national ID by leveraging the public and private sectors to become enrollment partners with NIMC.","Kí ètò náà ba kálékáko, Àjọ tí-ó-ń-ṣàkóso Ètò Ìdánimọ̀ ní orílẹ̀-èdèe Nàìjíríà (NIMC) ti gbìmọ̀-pọ̀ pẹ̀lú Ilé-ìfowópamọ́sí Àgbáyé láti ṣètò ohun tí ó máa bá àwùjọ mu, kí ìdánimọ̀ ọ̀kan ṣoṣo yìí lè kárí dáadáa nípasẹ̀ẹ lílo àwọn ẹ̀ka ìjọba àti aládàáni gẹ́gẹ́ bíi alábàáṣiṣẹ́pọ̀ ìforúkọsílé pẹ̀lú NNIM."
A World Bank informant stated:,Atanilólobó Báńkì Àgbáyé kan ni:
"The idea is that when you go to register for a SIM card and you don't already have a national ID, at that same registration process, you would be registered for the national ID.","Èrò náà ni pé bí o bá lọ ṣe ìforúkọsílẹ̀ fún káàdì SIM ìtàkùrọ̀sọ orí ẹ̀rọ alágbèéká tí o ò sì tí ì ní ìdánimọ̀ ti orílẹ̀-èdè tẹ́lẹ̀tẹ́lẹ́ rí, ní ẹnu ìgbésẹ̀ ìforúkọsílẹ̀ náà ni wọ́n máa ti fi orúkọọ̀ rẹ sílẹ̀ fún ìdánimọ̀ ti orílẹ̀-èdè."
Same thing with the bank.,Bákan náà ni pẹ̀lú ní ilé ìfowópamọ́sí.
"Same thing, for example, with any kind of social programs, even health programs.","Bẹ́ẹ̀ náà ni, fún àpẹẹrẹ, ní gbogbo àwọn ètò àwùjọ mìíràn, títí mọ́ ètò ìlera."
"The Nigerian government aims to use the NIMC ID to provide a wide range of services, including social safety net, financial inclusion, digital payments, employee pensions, agricultural services, healthcare, education, skill development and employment, law enforcement, land reforms, elections and census.","Ìjọba orílẹ̀-èdè Nàìjíríà ní i lọ́kàn láti lo ìdánimọ̀ NIMC fún ìpèsè àwọn ọ̀kan-ò-jọ̀kan ètò bí i, ètò amáyédẹrùn àwùjọ, àbùkún ìṣúná owó, owó sísan lórí ẹ̀rọ-ayárabíàṣá, owó ìfẹ̀hìntì òṣìṣẹ́, ètò iṣẹ́-ọ̀gbìn, ètò ìlera, ètò ẹ̀kọ́, ìdàgbàsókè iṣẹ́ ọwọ́ àti ìgbanisíṣẹ́, ìgbófinró, àtúnṣe ọ̀rọ̀ ilẹ̀, ètò ìdìbò àti ìkànìyàn."
[ National ID Management Commission. (2017 June). A strategic roadmap for developing digital identification in Nigeria.],[ Àjọ Aṣàmójútó Ìdánimọ̀ Nàìjíríà. (2017 oṣù Òkúdù). Àlàálẹ̀ ìṣàmúlò ètò ìdánimọ̀ abẹ́rọ-ayárabíàṣá-ṣiṣẹ́ ní Nàìjíríà.]
"Both adults and children will receive the ID. At registration centres, staff collect each person’s demographic data, photographs and 10 fingerprints before giving out a “microprocessor chip-based general multi-purpose identity cardto those aged 16 and older along with a national identification number (NIN).","Àti àgbàlagbà àti ọmọdé ni yóò gba ìwé ìdánimọ̀ pélébé náà. Ní àwọn ibùdó ìforúkọsílẹ̀, àwọn òṣìṣẹ́ yóò gba àwọn ọ̀rọ̀ alálàyé nípa ẹnìkọ̀ọ̀kan, àwòràn ojúu wọn àti òǹtẹ̀ ìka mẹ́wàá kí wọn ó tó fún àwọn tí ọjọ́ oríi wọn tó 16 àti jù bẹ́ẹ̀ lọ ní káàdì gbogbonìṣe abẹ́rọ-ayárabíàṣá-ṣiṣẹ́” àti nọ́́ḿbà ìdánimọ̀ orílẹ̀-èdè (NIN)."
Lived Experiences,Ìrírí Àwọn Èèyàn
The interviews and focus groups that were conducted in Nigeria in February-April 2019 provide insight on the lived experiences of individuals interacting with the described systems.,Àwọn ìfọ̀rọ̀wánilẹ́nuwò àti ìwádìí ẹgbẹ́ arọ́pò tí a ṣe ní orílẹ̀-èdèe Nàìjíríà láàárín oṣù kejì sí oṣù kẹ́rin fún wa ní òye ìrírí àwọn èèyàn pẹ̀lú àwọn ètò tí a ṣàpèjúwe náà.
"Since there is very little research on people’s experiences with digital ID systems, this qualitative data is useful for understanding the reality for some individuals.","Níwọ̀n ìgbà tí ó jẹ́ pé ìwádìí kékeré ni ó wà nípa ìrírí àwọn èèyàn pẹ̀lú àwọn ẹ̀rọ ìdánimọ̀, àkójọ ẹ̀kúnrẹ́rẹ́ ìwádìí yìí wúlò fún mímọ ohun tí ó ń ṣẹlẹ̀ sí àwọn èèyàn kọ̀ọ̀kan."
"Some of these experiences may contradict official reports, but it is critical to understand that all residents of Nigeria do not have one unified experience.","Lára àwọn ìrírí wọ̀nyí lè tako ìjábọ̀ ìwádìí, ṣùgbọ́n ó ṣe pàtàkì láti mọ̀ pé kì í ṣe gbogbo  olùgbé orílẹ̀-èdèe Nàìjíríà ni ìríríi wọ́n bára dọ́gba."
We aim for these learnings to become part of the broader discussion on digital ID solutions in national contexts.,Àfojúsùn-un wa fún àwọn ìwádìí wọ̀nyí ni kí ó jẹ́ ọ̀kan lára àwọn àṣàrò lórí ojútùú sí àwọn ọ̀nà àbáyọ ìdánimọ̀ abẹ́rọ-ayárabíàṣà-ṣiṣẹ́ ní àwọn orílẹ̀-èdè.
Low levels of public awareness,Àìtó Ìpolongo fún àwọn olùgbé ìlú
"People we spoke to in Nigeria reported a general lack of awareness around the functions of the national ID, why so much data is collected and how data is stored.","Àwọn èèyàn tí a bá sọ̀rọ̀ ní orílẹ̀-èdèe Nàìjíríà sọ wípé àwọn kò mọ̀ nípa àwọn ìwúlò káàdì ìdánimọ̀ orílẹ̀-èdè náà, ìdí tí wọ́n ṣe ń gba ọ̀pọ̀lọpọ̀ ọ̀rọ̀-alálàyé-aṣàpèjúwe-nípa-ẹni àti bí wọ́n ṣe ń fi àwọn ọ̀rọ̀-alálàyé-aṣàpèjúwe-nípa-ẹni náà pamọ́."
Our research showed that enrolment for the NIMC digital ID program is low because most people do not know the purpose of the card.,Ìwádìíi wa fi hàn pé ìforúkọsílẹ̀ fún káàdì ìdánimọ̀ NIMC yìí kò pọ̀ nítorí ọ̀gọ̀rọ̀ àwọn ènìyàn ni wọn kò mọ ìwúlò káàdì náà.
"Often, those who have registered did so simply because they could not access some service without a NIN or because they saw people queuing and, in the case of low-income individuals and especially those in internally displaced persons camps, hoped to receive some benefit such as food or compensation.","Ní ọ̀pọ̀ ìgbà, àwọn tí wọ́n ti forúkọ sílẹ̀ ṣe bẹ́ẹ̀ nítorí pé wọn kò rí àyè sí àwọn àǹfààní kan láìní nọ́ḿbà ìdánimọ̀ NIN tàbí kí ó jẹ́ pé wọ́n rí i tí àwọn èèyàn ń tò láti ṣe é, àti ní ti àwọn mẹ̀kúnnù àti pàápàá jùlọ àwọn aláìnílélórí tó ń gbé àgọ́ ogúnléndé, ní ìretí àwọn àǹfààní kọ̀ọ̀kan bíi oúnjẹ àti owóo-gbà-máà-bínú."
"Furthermore, some interviewees claimed that the government wants people to enrol more quickly and is threatening to withhold other key documents to make it happen.","Síwájú sí i, àwọn ènìyàn kọ̀ọ̀kan tí a fọ̀rọ̀ wá lẹ́nu wò sọ pé ìjọba fẹ́ kí àwọn èèyàn tètè forúkọ sílẹ̀, ó sì ti ń halẹ̀ pé òun yóò fi ọwọ́ mú àwọn ìwé pàtàkì kan láti rí i dájú wípé ìforúkọsílẹ̀ náà wá sí ìmúṣẹ."
"""We were threatened that if you don’t have a national ID card, you won’t be able to renew your international passport, that’s why we went to register"" said one interviewee.","Ọ̀kan lára wọn sọ báyìí pé, ""Wọ́n halẹ̀ mọ́ wa pé bí a kò bá ní káàdì ìdánimọ̀ orílẹ̀-èdè, a kò ní leè ṣe ìwé-ìrìnnà tuntun, ìdí nìyẹn tí a fi lọ forúkọ sílẹ̀""."
We were told that this harassment encouraged some Nigerians to go ahead and complete the registration process.,Wọ́n sọ fún wa pé ìhàlẹ̀ yìí ni ó mú kí àwọn ọmọ Nàìjíríà mìíràn ó lọ parí ìgbésẹ̀ ìforúkọsílẹ̀ náà.
Little to no public consultation,Àìtó ìfọ̀rànlọni
"The World Bank’s digital ID development and implementation plan with the Nigerian government describes the importance of public engagement, including a stakeholder engagement plan with special attention to state governments, “regular communication with the general population” and “formal consultations with vulnerable groups”.","Ìdàgbàsókè ètò ìdánimọ̀ àti ìmúwáyé ètò náà tí Ilé-ìfowópamọ́sí Àgbáyé fẹ́ jùmọ̀ṣe pẹ̀lú ìjọba orílẹ̀-èdèe Nàìjíríà ń ṣàpèjúwe pàtàkì ohùn-un gbogbo àwọn ará ìlú, àti ìlọ́wọ́síi gbogbo àwọn tí ọ̀rán kàn láàárín ìlú pẹ̀lú ìṣàkíyèsí pàtàkì sí àwọn ìjọba ìpínlẹ̀, ""ìbánisọ̀rọ̀ àtìgbàdégbà pẹ̀lú àwọn olùgbé ìlú"", àti ìkànsí àwọn ẹgbẹ́ ènìyàn tí-a-lè-pa-lára""."
"While some interviewees mentioned hearing about the new ID on television and the radio, most of the interviews and focus groups demonstrated no knowledge of any public consultation.","Níwọ̀n-ọn bí àwọn ẹni tí a fọ̀rọ̀ wá lẹ́nu wò kan ṣe ń sọ pé àwọ́n gbọ́ nípa ìdánimọ̀ tuntun náà ní orí ẹ̀rọ-agbóhùnsáfẹ́fẹ́ àti ẹ̀rọ-amóhùnmáwòrán, ọ̀pọ̀ àwọn ìfọ̀rọ̀wánilẹ́nuwò àti ẹgbẹ́ arọ́pò ni ó fi yé wípé ìjọba kò f’ọ̀ràn lọ gbogboògbò."
One focus group of people with disabilities had heard about a World Bank meeting (and the World Bank confirmed that they did consult people with disabilities) but did not know anyone who was present.,Ẹgbẹ́ arọ́pò àwọn tí-ó-nípèníjà-ara kan tí gbọ́ nípa ìpàdé Ilé-ìfowópamọ́sí Àgbáyé kan (Báńkì Àgbáyé sì fi ìdíi rẹ̀ múlẹ̀ pé àwọ́n kàn sí àwọn tí-ó-ní-ìpèníjà-ara) ṣùgbọ́n wọn kò mọ àwọn ẹni tí ó wà síbi ìpàdé.
"The leader of this group stated, ""If our voices were heard and we were seated at the table, maybe the content and the process won’t be so faulty. There’s no sense of ownership"".","Adarí ẹgbẹ́ arọ́pò náà sọ̀rọ̀ pé ""Ká ní wọ́n gbọ́ ohùn-un wa ni, tí a sì wà níbẹ̀, bóyá ìgbésẹ̀ àti àkóónú náà ò bá má nira tó èyí. Kò sí ìrònú gẹ́gẹ́ bíi onínǹkan""."
This lack of “ownership” is a fundamental problem for a government agency aiming to register approximately 200 million people.,"Àìsí ""onínǹkan"" yìí jẹ́ ìṣòro kan tí ó wúwo tí ó ń dojúkọ àjọ aṣojú ìjọba tí ó ń lépa láti fi orúkọ èèyàn tí ó tó ẹgbẹẹgbẹ̀rún 200 sílẹ̀."
"In fact, more than 700,000 people who have registered have not even picked up their card.","Kódà, àwọn èèyàn tó ju ẹgbẹ̀rún 700 tí wọ́n ti forúkọ sílẹ̀ kòì tí ì lọ gba káàdì wọn."
This experience also speaks to the need to raise public awareness about the consultations that occurred.,Ìrírí yìí náà ń sọ sí i pé ó ṣì yẹ kí ìkéde ìpolongo nípa ìfọ̀rànlọni tí ó wáyé t’ó gbilẹ̀ bíi sánmọ́ntì ṣì máa lọ.
"People may still have feedback if they see that their needs are not fully addressed, but they will be more confident in the system knowing that decision makers reached out to their broader community and will be more likely to have faith that their complaints will be heard.","Àwọn èèyàn ṣì lè rí èsì tí wọ́n bá rí i pé àwọn àjọ náà kòì tí ì gbé gbogbo ohun tí wọ́n nílò ṣe, ṣùgbọ́n wọ́n máa lè fọkàn tán ètò náà pẹ̀lú ìfọkànbalẹ̀ pé àwọn aláṣẹ kàn sí gbogbo ará-ìlú, wọ́n á sì ní ìgbàgbọ́ pé gbogbo ìfisùn-un wọn ni wọ́n máa gbọ́."
Barriers to registration and use,Ìdènà sí ìforúkọsílẹ̀ àti Ìlò
"In Nigeria registration barriers most affect people with low income, people from rural communities and people with disabilities.","Ní orílẹ̀-èdèe Nàìjíríà, àwọn tí kò rọ́wọ́ pọ́n lá, àwọn ará ìgbèríko àti àwọn tí-ó-ní-ìpèníjà-ara ní í sábà máa ń rí ìdènà bí wọ́n bá fẹ́ ṣe ìforúkọsílẹ̀."
Everyone we spoke to said the registration process is extremely long.,Gbogbo àwọn tí a bá sọ̀rọ̀ ni wọ́n sọ pé ìlànà ìforúkọsílẹ̀ náà gùn kọjá àlà.
"Whereas wealthier people can afford to pay for for registration officers to come to them or pay to, as interviewees said, ""jump the queue"" even though these bribes are supposedly not allowed, people with limited resources stand in registration centre queues for anywhere from hours to days.","Nígbà tí ó jẹ́ pé, àwọn ọlọ́lá lè sanwó fún àwọn òṣìṣẹ́ ìforúkọsílẹ̀ láti wá bá wọn nílé tàbí kí wọ́n sanwó láti ṣe ohun tí àwọn tí a fọ̀rọ̀ wá lẹ́nu wò pè ní ""fífo ìlà"", bí ó tilẹ̀ jẹ́ pé àbẹ̀tẹ́lẹ̀ kò bófin mu, àwọn ẹni tí kò lówó máa dúró ní ibùdó ìforúkọsílẹ̀ fún nǹkan bí i wákàtí rẹpẹtẹ sí ọjọ́ púpọ̀."
"One key informant described the process as “very, very difficult.","Òkan lára àwọn tí ó bá wa sọ̀rọ́ ṣe àpèjúwe ìgbésẹ̀ náà gẹ́gẹ́ bí èyí tí ó ""nira gidigidi gan-an."
It’s long and the centres are extremely busy. People are queuing for several days”.,"Ó pẹ́, àwọn ibùdó ìforúkọsílẹ̀ sì máa ń rọ́ tìkẹ̀tìkẹ̀ fún òmítímitì èrò. Àwọn èèyàn máa ń tò fún àìmọye ọjọ́ ""."
Queuing all day at registration centres is even more complicated for people who have to travel longer distances to reach centres.,Títò fún gbogbo wákàtí nínú ọjọ́ ní àwọn ibùdó ìforúkọsílẹ̀ lọ́lù púpọ̀ fún àwọn èèyàn tí wọ́n ní láti rin ìrìnàjò láti ibi jínjìn kí wọ́n ó tó dé ibùdó ìforúkọsílẹ̀.
Travel costs money and may mean missed work.,"Owó ni ìrìnàjò náà yóò jẹ, èyí sì tún lè mú kí èèyàn tún pa iṣẹ́ jẹ."
"Additionally, the registration process hinders participation from people in rural communities whose religion dictates conservative gender norms.","Ní àfikún, ìlànà ìforúkọsílẹ̀ náà ń dí ìkópa àwọn ará ìgbèríko tí ó di ẹ̀sìn ìbílẹ̀ẹ wọn mú ṣinṣin lọ́wọ́ nítorí àṣàa wọn kò fàyè gba àwọn ìṣe kan."
"Despite the government’s goals of financial inclusion and aid distribution, our research shows that these IDs have not reached many people in rural areas in need of aid.","Pẹ̀lú àbá àwọn ìjọba láti ṣe àfikún ìṣúná owó, àti mímú kí ìrànlọ́wọ́ ó kárí, ìwádìíi wa fi hàn pé àwọn ìdánimọ̀ abẹ́rọ-ayárabíàṣá-ṣiṣẹ́ wọ̀nyí kòì tíì dé apá ọ̀dọ̀ ọ̀pọ̀ àwọn èèyàn ní ìgbèríko níbi tí wọ́n ti nílò ìrànwọ́."
Many of the registration locations are not accessible to people with disabilities.,Ọ̀pọ̀ ibùdó ìforúkọsílẹ̀ wọ̀nyí ni kò ṣe é dé fún àwọn tí-ó-ní-ìpèníjà-ara.
A blind man said he was given a form to fill out and had to ask another person waiting to register to fill it out for him.,"Ọkùnrin afọ́jú kan sọ pé wọ́n fún òun ní fọ́ọ̀mù láti kọ ọ̀rọ̀ alálàyé sóríi rẹ, òun sì ní láti bẹ ẹlòmíràn tí ó ń dúró láti forúkọsílẹ̀ kí ó bá òun kọ ọ́."
A disabled woman spoke of waiting in line to collect her card with no place to sit.,Obìnrin kan tí-ó-ní-ìpèníjà-ara náà sọ pé òun tò láti gba káàdì òun láìsí ibi tí òun lè jókòó sí.
"After more than an hour, her legs were failing her and she asked for help, but no one responded due to the noise of people in the room.","Lẹ́yìn tí ó ju wákàtí kan lọ, agbára ẹsẹ̀ òun kò gbé e mọ́, òun sì béèrè fún ìrànlọ́wọ́ ṣùgbọ́n kò sí ẹni tí ó dáhùn nítorí ariwo àwọn èèyàn nínú iyàrá náà."
She had to yell to get the attention of the registration staff.,Ó ní òun ní láti pariwo kí òun tó lè pe àkíyèsí àwọn òṣìṣẹ́.
"Another participant in a focus group for people with disabilities reported similar experiences: “[Wheelchair] riders will tell you ‘from the gate we got discouraged and turned back’, the deaf will tell you that ‘some officials will just give you attitude; they are just not patient enough to understand’”.","Akópa nínú ẹgbẹ́ arọ́pò fún àwọn tí-ó-ní-ìpèníjà-ara mìíràn náà sọ ohun tí ó jọ èyí: ""àwọn tí wọ́n ń jókòó sórí kẹ̀kẹ́ ayíbìrì á sọ fún-un yín pé 'láti ẹnu ona ni ìrẹ̀wẹ̀sì ti dé bá wa, a sì pẹ̀yìnda', adití á sọ fún-un yín pé ìhùwàsí àwọn òṣìṣẹ́ ìforúkọsílẹ̀ mìíràn kò dára; wọn kì í ní sùúrù tó láti gbọ́ t’èèyàn""."
This person then shared what he would do if he were in charge:,Ẹni yìí sọ ohun tí òun ò bá ṣe bí ó bá jẹ́ pé òun wà nípo àṣẹ:
"We are the poorest of the poorest, so I would not want people to come five times simply because they want to register.","Àwa ni akúṣẹ̀ẹ́ jù nínú gbogbo akúṣẹ̀ẹ́, nítorí náà mi ò ní fẹ́ kí àwọn èèyàn pààrà lẹ́ẹ̀marùn-ún nítorí pé wọ́n fẹ́ fi orúkọ sílẹ̀."
"I will make sure when I see someone with disability, they are attended to first mostly because I don’t know where they have gotten money to pay for transport...",Mo máa rí i dájú pé àwọn ẹni tí-ó-ní-ìpèníjà-ara ni wọ́n á kọ́kọ́ dá lóhùn nítorí pé mi ò mọ ibi tí wọ́n ti rí owó ọkọ̀...
"I will make sure that whenever a person with disability is in the premises, he or she will be called upon and be attended to so that they will not have to be wasting transport in coming every day for the registration.","Mo máa rí i dájú pé nígbàkúùgbà tí ẹni tí-ó-ní-ìpèníjà-ara bá wà ní àyíká, irú ẹni bẹ́ẹ̀ ni a ó kọ́ọ́ dá lóhùn kí wọ́n ba máà tún máa fi owó tí kò tó wọ ọkọ̀ láti padà wá lójoojúmọ́ fún ìforúkọsílẹ̀ náà."
"Additionally, there is confusion around the recognition of disability.","Láfikún, ìrújú wà nípa ti ìdànimọ̀ irúfẹ́ àléébù ara ènìyàn."
Registration forms ask people if they have disabilities but do not enable them to specify the type.,"Àwọn ìwé ìforúkọsílẹ̀ ń béèrè bí àwọn èèyàn bá ní àléébù lára, ṣùgbọ́n kò fi àyè gbà wọ́n láti kọ irú àléébù tí ó jẹ́."
"The card itself does not include any information on disability, which caused disabled people we interviewed to be concerned about misunderstandings.","Káàdì náà fúnra rẹ̀ kò ní ohun atọ́ka kankan nípa àléébù ara, èyí jẹ́ kí ọ̀rọ̀ àìgbọ́raẹniyé yìí kan àwọn ẹ̀dá tí-ó-ní-ìpèníjà-ara tí a fọ̀rọ̀ wá lẹ́nu wò ju kà á-sí-nǹkan."
"A deaf person, for example, expressed concern that the card did not inform people of this disability.","Fún àpẹẹrẹ, adití kan fi èrò rẹ hàn pé káàdì náà kò sọ fún àwọn èèyàn nípa àléébù ara òun."
"He was almost arrested at a military checkpoint, where soldiers suspected him of being a Boko Haram member because he was unable to respond to their questions.",Díẹ̀ ló kù kí ọwọ́ọ ṣìkún òfin mú òun ní ibi ojú-àyẹ̀wò àwọn ológun kan nígbà tí àwọn ológun náà fura sí i gẹ́gẹ́ bí ọ̀kan lára ọmọ ẹgbẹ́ẹ Boko Haramu kan nítorí àìlèfèsìi rẹ̀ sí àwọn ìbéèrè tí wọ́n bi í.
"His ID, which did not communicate his disability, was useless in this instance.",Ìwé ìdánimọ̀ pélébée rẹ̀ tí kò ṣàfihàn àléébù ara rẹ̀ kò wúlò ní àsìkò náà.
What saved him was the sudden appearance of someone who recognised him.,Ohun tí ó kó o yọ ni ẹnìkan tí ó dá a mọ̀ tí ó ṣàì dédé yọ.
It is not clear why information about disability is collected and how it is used if it is not then displayed on the card itself or when scanned.,Ìdí tí wọ́n ṣe ń gba àlàyé nípa àléébù ara ẹni àti bí wọ́n ṣe ń lò ó farasin nígbà tí kò bá ti lè hàn lára káàdì fúnra rẹ̀ tàbí tí wọ́n bá fi ẹ̀rọ òǹmọ̀ yà á.
