English,Yoruba
He is also a member of the Organising Committee of the FIFA World Cup.,Ó tún jẹ́ ọ̀kan lára ọmọ ìgbìmọ̀ fún ìṣètò fún Ife ẹ̀yẹ àgbááyé FIFA.
"--- Quadri ranked 20th in the world, best in Africa","--- Quadri gba ipò ogún lágbàáyé, àkọ́kọ́ ní ilẹ̀ Adúláwọ̀."
"Aruna Quadri moved two steps up to number 20 in the latest International Table Tennis Federation ranking to become the top-ranked African player, gliding past Egyptian Omar Assar, who was previously in pole position in Africa.",Aruna Quadri gòkè sí i pẹ̀lú àkàsọ̀ méji lọ sí ipò ogún lórí àtẹ àgbááyé àjọ agbáyòtẹníìsì-orí-tàbìlì tí ó sì di ipò kínní mú ní ilẹ̀ Adúláwọ̀ ṣaájú ọmọ orílẹ̀-èdè Egypt Omar Assar tí ó di ipò náà mú ní ilẹ̀ Adúláwọ̀ tẹ́lẹ̀.
"Prior to this latest ranking, Quadri was ranked 22nd in June. With 10,234 points,Quadri beat Assar, who accumulate 10,233 points in the latest ranking, and has dropped from 17 to 21  in the rating.","Ṣaájú kí àtẹ yìí tó jáde, ipọ̀ èjìlélógún ni Quadri wà ní inú oṣù kẹfà. Pẹ̀lú àmì òjìlélẹ́gbọ̀kànléláàádọ́ta-o-dín-mẹ́fà, Quadri ṣíwájú Assar tí òun ní àmì òjìlélẹ́gbọ̀kànléláàádọ́ta-o-dín-méje ní orí àtẹ tuntun, ó sì ti já láti ipò kẹ́tàdínlógún sípò kọ́kànlélógún lórí ipò àtẹ náà."
"It is the second time this year that Quadri will be breaking into the Top 20 in the world, having made the same spot in January 2018, the first Nigerian to achieve the feat.","Èyí ni ìgbàkejì nínú ọdún yìí tí Quadri yóò wà lára àwọn ogún àkọ́kọ́ lágbàáyé, pẹ̀lú bí ó ṣe ti wà ní ipò yìí kan náà ní inù oṣù kínní ọdún 2018, tí ó jẹ́ ọmọ orílẹ̀-èdè Nàìjííríàn àkọ́kọ́ láti rí èyí ṣe."
"China’s Fan Zhendong retained the No.1 spot in the world, for the first time in his career, for the fourth consecutive month.",Fan Zhendong ọmọ orílẹ̀-èdè China di ipò àkọ́kọ́ rẹ̀ mú lágbàáyé síbẹ̀ fún osù mẹ́rin léra wọn àti fún ìgbà àkọ́kọ́ nínú ìtàn iṣẹ́ rẹ̀.
"However, for his country man, Ma Long, the reigning Olympic and world champion, it is a very different story; he drops from No.2 to No.6.","Bákan náà, Ma Long, gbajúgbajà aṣáájú nínú ìdíje Olympic tí ó tún jẹ́ aṣáájú lágbàáyé, nǹkan ò ṣenu ire fún un; pẹ̀lú bí ó ṣe já láti ipò kejì sí ipò kẹfà."
He is the fourth highest ranked player from the China. Lin Gaoyuan climbs from No.5 to No.3; Xu Xin drops one place to No.6.,Òun ni ó wà nípò kẹrin láti orílẹ̀-èdè China nínú àwọn tí ó ga jùlọ. Lin Gaoyuan gòkè láti ipò karùn-ún sí ipò kẹta; Xu Xin já pẹ̀lú àkàsọ̀ kan sí ipò kẹfà.
It is the same fate for Germany. Timo Boll climbs two places and is now on the No.2 spot; Dimitrij Ovtcharov falls one rung down the ladder and now occupies the No.4 position.,"Bákan náà ní ti orílẹ̀-èdè Germany. Timo Boll gòkè pẹ̀lú àkàsọ̀ méjì, ó wà ní ipò kejì báyìí; Dimitrij Ovtcharov rébọ́ pẹ̀lú àkàsọ kan, ó wà ní ipò kẹrin báyìí."
--- Thank you! – Mikel appreciates police for rescuing his father,--- Ẹ ṣé o! – Mikel dúpẹ́ lọ́wọ́ àwọn Ọlọ́pàá fún dídóòlà bàbá rẹ̀
Super Eagles captain John Mikel Obi has expressed appreciation to the Nigerian police for rescuing his father from captivity.,Balógun ikọ̀ Super Eagles John Mikel Obi ti fi ẹ̀mí ìmoore hàn sí àwọn ọlọ́pàá ilẹ̀ Nàìjííríà fún dídóòlà bàbá rẹ̀ nínú ìgbèkùn.
"Pa Michael Obi, along with his driver, was kidnapped by unknown gunmen on June 29, few hours to Nigeria’s World Cup match with Argentina in St. Petersburg, Russia.","Bàbá àgbà Michael Obi, pẹ̀lú awakọ̀ rẹ̀ ni àwọn agbébọn tí a kò mọ̀ jígbé ní ọjọ́ kọkàndínlọ́gbọ̀ oṣù kẹfà, ní ó ku wákàtí díẹ̀ sí ìfẹsẹ̀wọnsẹ̀ ìfe ẹ̀yẹ́ agbááyé orílẹ̀-èdè Nàìjííríà àti orílẹ̀-èdè ní St. Petersburg, ní orílẹ̀-èdè Russia."
"But he was rescued by men of the Enugu state police command on Monday, who engaged the kidnappers in a gun battle.","Ṣùgbọ́n àwọn ikọ̀ Ọlọ́pàá ẹ̀ka ti ìpínlẹ̀ Enúgun dóòlà rẹ̀ lọ́jọ́ ajé (Monday), láwọn tí wọ́n dáná ogun ìbọn yá àwọn ajínigbé wọ̀nyí."
"“I would like to thank the police authorities involved in ensuring the safe return of my father after the ordeal of this week,” Mikel said via his tweeter account.","“Mà á fẹ́ dúpẹ́ lọ́wọ́ àwọn aláṣẹ ile-iṣẹ́ ọlọ́pàá tí wọ́n lọ́wọ́ nínú ìpadàbọ̀ bàbá mi láyọ̀ àti àlááfíà lẹ́yìn ìninilára ọ̀sẹ̀ yìí,” Mikel sọ èyí lórí ìkànnì Twitter rẹ̀."
"He also thanked Nigerians for their prayers, as well as support.",Ó tún dúpẹ́ lówọ́ àwọn ọmọ orílẹ̀-èdè Nàìjííríà fún àdúrà àti àtìlẹyìn wọn.
"“My family and i are grateful,” he concluded.","“Èmi àti àwọn ẹbí mi mọ rírì o,” ló fi parí ọ̀rọ̀ rẹ̀"
"Despite this, Mikel went ahead to play the match without telling anyone of his predicament.","Pẹ̀ú èyí, Mikel lọ láti gbá ìdíje náà láìsọ ohun tí ó ń bá a fínra fún ẹnikẹ́ni."
This would mark the second time in seven years that Pa Michael Obi has been kidnapped.,Èyí ni ó fi jẹ́ ìgbà kejì láàrin ọdún méje tí Bàbá àgbà Michael Obi ti di jíjígbé.
--- Mohamed Salah signs new contract with Liverpool,--- Mohamed Salah to̩wó̩ bò̩wé tuntun pẹ̀lú Liverpool.
Egyptian international Mohamed Salah’s stunning first season with English Premier League side Liverpool earned him a long-term contract with the club on Monday.,"Atamátàsé ikọ̀ agbábọ́ọ̀lù Liverpool, tí ó tún jẹ́ ọmọ orílẹ̀ èdè Egypt, Mohamed Salah ti sún ìbásiṣẹ́pọ̀ rẹ̀ síwáju nínú ikọ̀ agbábọ́ọ̀lù Liverpool."
"The Egypt forward has committed his future to the Reds by putting pen to paper on the deal, a little over one year after originally arriving at Anfield from AS Roma,”.","Agbábó̩ò̩lù iwájú fún orílè èdè Egypt tí sún àkókò rè̩ pè̩lú ikò̩ Liverpool síwájú si nípa títo̩wó̩ bò̩wé, lé̩yìn bi o̩dún kan tí ó ti ikò̩ AS Roma dé ikò̩ Liverpool."
--- Video: Watch Russian players celebrate after knocking out Spain,--- Fídíò: Russia fìdùnnú hàn lẹ́yìn tí wọ́n já Spain.
Nobody gave the Russian football team any chance of making it out of the group stage.,"Ọ̀pọ̀ ènìyàn kò lérò pé ikọ̀ agbábọ́ọ̀lù orílẹ̀ èdè Russia yóò ní àǹfààní láti jáde kúrò nípele kínní ìdíje bọ́ọ̀lù àgbáyé tó ń lọ lọ́wọ́, eléyìí tí orílẹ̀-èdè Russia ọ̀hún ṣagbátẹrù rẹ̀."
But they have defied all skeptics by knocking out Spain in the second round via penalties.,"Àmó̩, ikọ̀ ọ̀hún ya gbogbo ènìyàn lé̩nu nípa jíjá Spain nípele kejì ìdíje pẹ̀lú bọ́ọ̀lù àgbésílẹ̀-gbá."
--- IHF to train Nigerian handball coaches,--- IHF yóò ṣèdánilẹ́kọ̀ọ́ fún àkọ́nimọ̀ọ́gbá bò̩ó̩lù-àfo̩wó̩gbá wa.
President of Handball Federation of Nigeria Sam Ocheho has said plans are going on with the International Handball Federation to train the country’s handball coaches.,"Ààrẹ àjọ amójútó bọ́ọ̀lù-àfọwọ́gbá lórílẹ̀-èdè Nàìjííríà, Sam Ocheho sọ pé ètò ń lọ lọ́wọ́ pẹ̀lú àjọ amójútó bọ́ọ̀lù-àfọwọ́gbà tìlú òkèrè láti dáwo̩n akọ́nimọ̀ọ́gbá wa lé̩kò̩ó̩."
"Ocheho, who disclosed this in Lagos during the recently-concluded Sam Ocheho International Invitational Handball Championships, said the federation is determined to improve the skills of coaches as well as the technical officials in the sport.","Ocheho, sọ ọ̀rọ̀ yìí dí mímọ̀ ní àsìkò àsekágbá ìdíje Sam Ocheho International Invitational Handball Championships, ní àjo̩ ò̩hún ti pinnu láti mu ìmò̩ àwo̩n akọ́nimọ̀ọ́gbá wa àti àwo̩n òs̩ìs̩é̩ ìdárayá yòókù peléke sí i."
"The HFN boss said the training would hold in Lagos, adding that the female national team would be in camp for two weeks to keep tabs and evaluate the progress of the players ahead of the future competitions.","Ó fikún ọ̀rọ̀ rẹ̀ pé, orílẹ̀-èdè Nàìjííríà ti ṣetán láti mú àyípadà ọ̀tún dé bá eré ìdárayá ọ̀hún àti àwọn akónimọ̀ọ́gbá rẹ̀ lórílẹ̀-èdè yìí, tesiwaju si, Ocheho ní, ìdanilẹ́kọ̀ọ́ náà yóò wáyé ní ìpínlẹ̀ Èkó, bẹ́ẹ̀ sì ni ikọ̀ obìnrin yóò wà ní ìpàgọ́ wọn fún ọ̀sẹ̀ méjì, ní ọ̀nà láti tún máa ṣàmójútó àwọn olùkópa ṣaájú ọ̀kan-ò-jọ̀kan ìdíje tó ń bọ̀ lọ́nà."
"He said ""We are currently in talks with the IHF to help us train and develop our coaches"".","O ní, báyìí, ọ̀rò̩ ń lọ lọ́wọ́ pẹ̀lú àjọ IHF láti ràn wá lọ́wọ́ fún ìdánilẹ́kọ̀ọ́ àwọn akọ́nimọ̀ọ́gbá wa gbogbo."
The training will come up before the end of the year because we need our coaches to have the latest knowledge in the sport which will impact on the players as well.,"Ìdánilẹ́kọ̀ọ́ náà yóò wáyé kí ọdún yìí tó parí, nítorí a fẹ́ kí àwọn akọ́nimọ̀ọ́gbá wa ní ìmọ̀ ló̩wó̩ló̩wó̩ nínú eré ìdárayá náà, èyí tí á nípa lórí àwo̩n agbábò̩ò̩lù."
--- World Cup: Belgium beats England 1-0,--- Ìdíje bọ́ọ̀lù àgbááyé: Belgium lu England.
Adnan Januzaj fired Belgium into the lead in this World Cup Group G decider.,Àmì-ayò kan ṣoṣo Adnan Januzaj ló mú ikò̩ Belgium je̩gàba lórí England ikò̩ G.
"The former Manchester United man curled the ball into the top corner from the edge of the area, ensuring Belgium look set for top spot in the group unless England find an equaliser.","Agbábọ́ọ̀lù tẹ́lẹ̀rí Manchester United gbámì-ayò náà wọlé níṣẹ̀ẹ́jú péréte kí ìfẹ́sẹ̀wọnsẹ̀ ọ̀hún tó wá síparí, èyí tó sì mú ikò̩ Belgium lé tété níkò̩ wo̩n àfi tíkò̩ England bá mi àwò̩n bákan náà."
"Both sides, already qualified for the knockout stages, have made wholesale changes to their sides and neither looked especially keen to push on for victory.","È̩wè̩, látàarí pípegedé ikọ̀ agbábọ́ọ̀lù orílè̩-èdè méjéèjì, oríṣiríṣi àtúnṣe nikọ̀ kọ̀ọ̀kan ṣe, èyí  ó sì han bóyá ikò̩ yòówù fé̩ jáwé olúborí nínú ìfe̩sè̩wo̩nsè̩ wo̩n."
"Belgium have picked up two yellow cards, meaning they have five for the tournament compared to England’s two.",Belgium ti gba àpapọ̀ káàdì pélébé ólómi ọsàn márùn-ún tí orílẹ̀ èdè England sì ti gba méjì péré.
"That means that if the game finishes a draw, England will top the group on the fair play method if the scores remain level at the full-time whistle.","Èyí tó jásí pé, tí ìfẹsẹ̀wọnsẹ̀ ọ̀hún bá parí sámì dọ́gba-dọ́gba, England yóò parí sípò kinni ṣaájú ikọ̀ akẹegbẹ́ wọn tí wo̩n kò bá mi àwò̩n ara wo̩n."
"--- NFF celebrates Rohr, Balogun as they mark their birthdays",--- Àjọ NFF sàjọyọ̀ ayẹyẹ ọjọ́-ìbí pẹ̀lú Rohr àti Balogun.
"The Nigeria Football Federation (NFF) has congratulated Coach Gernot Rohr who marked his 65th birthday in Essentuki, Russia on Thursday.","Àjọ amójútó bọ́ọ̀lù ní Nàìjííríà (NFF), sàjọyọ̀ ọjọ́-ìbí pẹ̀lú akó̩nimò̩ó̩gbá, Gernot Rohr, tó s̩ayẹyẹ ọjọ́-ìbí ọdún márùndínláàdọ́rin lEssentuki, Russia lọ́jọ́bọ."
"Rohr was born on June 28, 1953 in Mannheim, Germany.","Wọ́n bí Rohr lọ́jọ́ kéjídínlọ́gbọ̀n oṣù kẹfà, ọdún 1953 ni Mannheim, Germany."
The former OGC Nice manager was appointed head coach of the Super Eagles in 2016 and he steered the team to qualify for the 2018 FIFA World Cup in Russia.,"Akọ́nimọ̀ọ́gbá OGC Nice té̩lè̩, lạ̀jọ NFF yàn gẹ́gẹ́ bí akọnimọ̀ọ́gbá Super Eagles lọ́dún 2016 ó sì rankọ̀ ọ̀hún lọ́wọ́ láti lo̩ ìdíje bọ́ọ̀lù àgbááyé tó ń lọ lọ́wọ́ lórílẹ̀-èdè Russia."
Rohr’s contract was extended by the NFF till 2020.,NFF sún ìbáṣiṣẹ́pọ̀ pẹ̀lú Rohr síwájú di ọdún 2020.
“Happy birthday to Super Eagles Coach Gernot Rohr.,"Kú ayẹyẹ ọjọ́-ibi akó̩nimò̩ó̩gbá Super Eagles, Gernot Rohr."
"“The staff at the Essentuki Team Base Camp offered him a cake and bouquet of flowers to celebrate his day,” the NFF tweeted, with a picture of a celebrating Rohr surrounded by staff of the base camp.","“Àwọn òṣìṣẹ́ tí wọ́n jọ ń ṣiṣẹ́ pò ní ìpàgọ́ ikọ̀ ọ̀hún nílùú Essentuki, pèsè àkàrà òyìnbó àti òdòdó láti fi ṣàjọyọ̀ o̩jó̩ rẹ̀,” NFF sò̩yí lóri twitter, pè̩lú àwò̩rán Rohr tó dunnú táwo̩n òs̩ìs̩é̩ sì yiká."
"Rohr has been in charge of the Super Eagles for 20 games, winning nine, losing six and drawing five.","Rohr atùkọ̀ Super Eagles gbá ìfẹsẹ̀wọnsẹ̀ ogún, ó borí mẹ́sàn-án, ó pàdánù mẹ́fà, ó sì gbá ò̩mì márùn ún."
The NFF also wished Super Eagles defender Leon Balogun who turned 30 years today (Thursday) a Happy birthday.,"Àjọ NFF tún kí agbábọ́ọ̀lù ọwọ́ ẹ̀yìn ikọ̀ Super Eagles, Leon Balogun tí ó pé ogbọ̀n ọdún lọ́jọ́bọ̀ (Thursday)."
"Balogun, a German-Nigerian defender was born on June 28, 1988 in Berlin Germany.","Wọ́n bí Balogun lọ́jọ́ kéjídínlọ́gbọ̀n oṣu ̀kẹfà, ọdún 1988 sílùu Berlin, lórílẹ̀-èdè Germany."
"--- You’re our pride – CAF, FIFA scribe salute gallant Eagles","--- Amúyangàn wá niyín - CAF, FIFA gbóríyìn fún Super Eagles."
"FIFA Secretary General Fatma Samoura, the Confederation of Africa Football (CAF) and some Nigerians believe Super Eagles made the continent proud despite their World Cup ouster.","Akọ̀wé àgbà àjọ FIFA, Fatma Samoura, àjọ CAF àti ọ̀gọ̀ọ̀rò̩ àwọn olólùfẹ́ ikọ̀ agbábọ́ọ̀lù ló gbà pé ikọ̀ agbábọ́ọ̀lù Super Eagles mú ilè̩ adúláwò̩ dùn pè̩lú bí wó̩n se pàdánù ìfe̩sè̩wo̩nsè̩ wo̩n."
A 1-0 loss to Argentina in the last group D game at Saint Petersburg stadium sent the team to a third place with three points behind their South American counterparts with four points.,"Àmì-ayò kan sódo ni ikò̩ Argentina ni ìfe̩sèwo̩nsè̩ ikò̩ ìke̩yìn (Group D) ni pápá ìs̩iré Saint Petersburg, èyí tó mú wo̩n wà nípò ke̩ta pè̩lú àmì mé̩ta lé̩yìn Argentina tó mí àmì mé̩rin."
Lionel Messi’s captained side will join group leaders Croatia with nine points in the knockout stages while debutants Iceland will head home with a point alongside Gernot Rohr tutored side.,"Argentina tí Lionel Messi jé̩ balógun wo̩n, yóò darapọ̀ mọ́ Croatia tó parí ìfigagbága ọ̀hún sípò kínní pẹ̀lú àmì mẹ́sàn-án, nígbà tí Iceland às̩è̩s̩è̩dé yóò lo̩lé pè̩lú ikò̩ Gernot Rohr."
"You have not only lifted the spirits of your country but the Super Eagles made them very proud of you,” she tweeted.","Bákan náà, àjọ CAF, ti adúláwò̩, sọ lórí ẹ̀rọ ayélujára wọn pé, ikọ̀ Super Eagles gbìyànjú lọ́pọ̀lọpọ̀, bẹ́ẹ̀ sì ni wọ́n mú orí àwọn wú."
Some Nigerian politicians also took to  their twitter handles to laud the team.,Àwo̩n olós̩èlú kan ní Nàìjíríà fi so̩wó̩ lórí twitter láti yìn ikò̩ Nàìjíríà.
Senate President Bukola Saraki tweeted: ” A great performance by our Super Eagles.,"Ààrẹ ilé ìgbìmọ̀ aṣòfin, Dókítà Bukola Saraki túwíìtì pé: Iṣẹ́ takun-takun ni ikọ̀ Super Eagles ṣe."
We fought a good fight.,A sa ipa púpọ̀.
"However, you win some, you lose some.","Síbè̩, ènìyàn borí níwò̩n, kùnà níwò̩n."
"Raise your heads up, you inspired all 180 million of us. Thank you”.","E̩ s̩o̩kàn o̩kùnrin, nítorí e̩ dàwò̩ko̩s̩e fún o̩gó̩sàn-án mílíò̩nù. E s̩eun”."
Senator Ben Murray Bruce tweeted: “Great game @NGSuperEagles.,"""Aṣòfin Ben Murray Bruce ní: Iṣẹ́ ribiribi lẹ ṣe."
The score line doesn’t fluctuate the position of our hearts.,Èsì ìfẹsẹ̀wọnsẹ̀ yìí kò yí ìfẹ́ yín lọ́kàn wa padà.
"We won together, we lost together. We remain proud of you guys”.","A jo̩ borí papò̩, a jo̩ kùnà papò̩. E s̩e múyangàn."
"With Egypt, Morocco and Tunisia out of the World Cup, Senegal, the only African nation left,  will take on Columbia in their last group H game on Thursday.","Pè̩lú Egypt, Morocco àti Tunisia tí wó̩n ti lo̩lé, Senegal nìkan lorílè̩èdè adúláwò̩ kan tó kù, wo̩n á fe̩sè̩wo̩nsè̩ pè̩lú Colombia ni ìfe̩sè̩wo̩nsè̩ tó ké̩yìn ikò̩ H ló̩jó̩bò̩."
--- Croatia drops key players,--- Croatia yóò gbé àwọn ojúlówó agbábọ́ọ̀lù jókòó.
Croatia coach Zlatko Dalic is set to rest up to eight players for their Russia 2018 World Cup final Group D game with Iceland.,"Akọ́nimọ̀ọ́gbá àgbà ikò̩ Croatia, Zlatko Dalic s̩etán láti gbé àwọn ojúlówó agbábọ́ọ̀lù mẹ́jọ jókòó nínú ìfigagbága ìkẹyìn ìpele àkọ́kọ́ ìdíje Russia pẹ̀lú orílẹ̀-èdè Iceland."
"Dalic’s side are already through to the next round and are expected to rest Ivan Rakitic, Mario Mandzukic, Luka Modric, Dejan Lovren and Ante Rabic and other players at risk of suspension for the knock-out stage.","Ẹ̀wẹ̀, ikò̩ Dalic tí ní àmì tí ó ye̩ fún ìpele tó tè̩le ní ìdíje̩ ò̩hún, ìrètí wà pé, Ivan Rakitic, Mario Mandzukic, Luka Modric, Dejan Lovren àti Ante Rabic wọn kò ní bẹ̀rẹ̀ ìfẹsẹ̀wọnsẹ̀ náa."
"“I’d like to top the group, but we have to take care because we have some players on yellow cards, so I will change the line-up,” said Dalic during his pre-match press conference.","Dalic ní, Ó wù mí láti wà lókè téńté tábìlì, s̩ùgbó̩n a gbọdọ̀ ṣe àtúnṣe síkọ̀ wa, látàrí àwọn agbábọ́ọ̀lù kọ̀ọ̀kan tó ti gba káàdì olómi-ọsàn, fúndìí èyí màá sàtúnṣe sáwọn agbábọ́ọ̀lu mì."
--- Saudi Arabia beats Egypt 2-1,--- Saudi Arabia fàgbà han Egypt pẹ̀lú àmì-ayò méjì sóókan.
Egypt also gave 45 year-old keeper Essam El-Hadary a chance to become the oldest ever player to appear at a World Cup,"Egypt fún ọmọ ọdún márùndínláàdọ́ta aṣọ́lé wo̩n, Essam El-Hadary láǹfààní láti dile, èyí tó sọ́ daṣọ́lé tó dàgbà jùlọ nítàn bọ́ọ̀lù àgbááyé."
Both Egypt and Saudi Arabia lost their first two games,Egypt àti Saudi Arabia ló pàdánù ìfe̩sè̩wo̩nsè̩ méjì wo̩n àkó̩kó̩.
Al Dawsari scores the winner as Saudi Arabia finish third in Group A with 2-1 victory over Egypt Volgograd Arena.,"Al Dawsari gbámì ayò mìíràn wọ̀lé, eléyìí tó ran Saudi Arabia lọ́wọ́ láti jáwé olúborí, tí wọ́n sì parí sípò kẹta nípele náà."
--- World Cup: Uruguay pounds hosts Russia 3-0,--- Ìdíje àgbááyé: Uruguay gbonwúro sójú Russia 3-0.
Russia’s World Cup honeymoon feel came crashing down on Monday as they were pounded 3-0 by Uruguay.,Adùn ìdíje àgbáyé fún Russia forís̩ánpó̩n ló̩jó̩ ajé bí Uruguay s̩e fàgbà han ikọ̀ náà pẹ̀lú 3-0.
Luiz Suarez gave Uruguay a 10th minute lead with a sublime free kick that beat the Russian wall to give the South Americans the lead.,"Atamátàsé agbábọ́ọ̀lù ọwọ́ iwájú fún Uruguay, Luiz Suarez ló gbá àmì-ayò kínní wọlé nísè̩ẹ́jú mẹ́wàá sáà àkọ́kọ́ tí ìfẹsẹ̀wọnsẹ̀ náà bẹ̀rẹ̀ láti mukò̩ ò̩hún darí."
Uruguay made the Russians chase the game as they dictated with crisp passing and runs.,"Ikọ̀ agbábọ́ọ̀lù Russia s̩apá wọn láti dámì-ayò ọ̀hún padà, ṣùgbọ́n omi pọ̀ ju ọkà lọ."
And it was 2-0 on 23 minutes as Diego Laxalt’s shot deflected off Russian midfielder Cheryshev to keep the South Americans further ahead.,"Níṣẹ̀ẹ́jú mẹ́tàlélógún Diego Laxalt sọ àmì ayò ọ̀hún di méjì sóódo, èyí tí bó̩ò̩lù rè̩ bá Cheryshev láti mú ikò̩ gúúsù Amé̩ríkà lékè."
Akinfeev made a save but Cavani fired in the rebound to open his account for the tournament from a yard out on 90 minutes.,"Agbábó̩̀ò̩lù amúlé, Akinfeev ti bó̩ò̩lù àgbáwo̩lé s̩ùgbó̩n Cavani tun gba wo̩lé ó sì jé̩ igbà àkó̩kó̩ tá mi àwò̩n nídìíje ò̩hún ní àádọ́rùn-ún iṣẹ́jú"
Uruguay topped group A with 9 points with no goals conceded.,"Uruguay lé téńté group A, pẹ̀lú àmì mẹ́sàn-án láì màwò̩n wo̩n."
"They will face the runners-up of group B, with hosts Russia confronting the winner.","Wo̩n yóò kojú ikọ̀ tó bá tè̩lé adarí group B, tí Russia agbanilálejò kojú."
--- President Buhari congratulates Super Eagles,--- Ààrẹ Buhari kí ikọ̀ Super Eagles.
President Muhammadu Buhari has congratulated the Super Eagles of Nigeria on their victory on Friday over the national team of Iceland in their second match at the Russia 2018 FIFA World Cup.,Ààrẹ orílè̩ èdè Nàìjíríà Muhammadu Buhari ti kí ikọ̀ Super Eagles ti Nàìjííríà fún àṣeyọrí wo̩n ní o̩jọ́ ẹtì lóri ikò̩ Iceland nínú ìfẹsèwọnsẹ̀ wo̩n ẹlẹ́ẹ̀kejì nínú ìdíje àgbáyé 2018 ní Russia.
