English,Yoruba
The Minister reacted to the result while briefing State House correspondents after the Federal Executive Council (FEC) meeting presided over by President Muhammadu Buhari.,Mínísítà sọ̀rọ̀ náà di mímọ̀ fún àwọn akọ̀ròyìn lẹ́yìn ìpàdé àpérò ìgbìmọ̀ ìjọba tọ́rọ̀ kàn gbàngbàn Federal Executive Council (FEC) tí wọ́n ṣe pẹ̀lú ààrẹ Muhammadu Buhari.
"According to him, the defeat has exposed the weaknesses of the team which they will strengthen before the beginning of the World Cup in Russia.","Gẹ́gẹ́ bí Ó ṣe sọ, Ó ní, pípàdánù ìfẹsẹ̀wọnsẹ̀ náà ṣe àfihàn àwọn kùdìẹ̀-kudiẹ tó kù fún akọ́nimọ̀ọ́gbá ikọ̀ náà àti àwọn òṣìṣẹ́ àjọ NFF ní láti ṣe ṣáájú ìdíje àgbááyé ọ̀hún tó ń bọ̀ lọ́nà."
"“Whether I am satisfied with the performance of the Super Eagles in view of their last defeat, I am quite confident.","Bóyá ìfẹsẹ̀wọnsẹ̀ Super Eagles ọ̀hún tẹ́milọ́rùn tàbí kò tẹ́milọ́rùn, tèmi ni pé, mo ní ìgboyà fún ikọ̀ náà."
“The process of qualification was not that very smooth; we must not win every match to be able to say that we are prepared.,"Bí a ṣe pegedé fún ìdíje àgbááyé yìí kò rọrùn rárá, bẹ́ẹ̀ sì ni a kò le máa jáwé olúborí nínú gbogbo ìfẹsẹ̀wọnsẹ̀ wa."
--- Diego Costa- Messi is a Savior for Argentina.,--- Diego Costa- Olùgbàlà ni Messi jẹ́ fún Argentina.
"Atletico Madrid football striker, who is playing for Spain, Diego Costa has urged Argentina to be grateful that the team has a player like Lionel Messi in the team.","Atamátàsé ikọ̀ agbábọ́ọ̀lù Atletico Madrid, tí ó tún ń kópa fún Spain, Diego Costa ti rọ Argentina láti dúpẹ́ pé ikọ̀ náà ní agbábọ́ọ̀lù bí Lionel Messi nínú ikọ̀ ọ̀hún."
"Diego Costa believed that the victory of Spain in the friendly match with Argentina without the striker, Messi in the team shows how important Messi is to Argentina.","Diego Costa ní ìgbàgbọ́ pé, jíjáwé olúborí Spain nínú ìfẹsẹ̀wọnsẹ̀ ọlọ́rẹ̀ẹ́jọ̀rẹ́ pẹ̀lú Argentina láìsí atamátàsé ọ̀hún, Messi nínú ikọ̀ náà ṣe àfihàn bí Messi ṣe ṣe pàtàkì fún Argentina tó."
"Spain defeated Argentina with six goals to one (6-1), and the goals were from Thiago Alcantara, Iago Aspas áti Isco who scored three goals.","Spain fàgbà han Argentina pẹ̀lú àmì-ayò mẹ́fà sóókan (6-1), tí àwọn ayò ọ̀hún sì wá láti ọwọ́: Costa, Thiago Alcantara, Iago Aspas áti Isco tí ó gbá àmì-ayò mẹ́ta wọlé."
"Though many were speaking against Messi that he has not done so well for his country as he has been doing for the other team Barcelona, but now, Costa appealed to Argentina fans to be greatful that Messi is in the team, and he added to his words that the role of Messi in the team can not be neglected.","Bí ó tilẹ̀ jẹ́ pé, ọ̀pọ̀ ló ń bu ẹnu àtẹ́ lu Messi pé, kò tíì kópa dáradára tó fún orílẹ̀-èdè rẹ̀ bí ó ṣe máa ń gbá bọ́ọ̀lu fún ikọ̀ kejì tí ń ṣe Barcelona, ṣùgbọ́n ní báyìí, Costa rọ àwọn olólùfẹ́ ikọ̀ agbábọ́ọ̀lù Argentina láti dúpẹ́ pé wọ́n ní Messi láàárín wọn, tí ó sì fikún ọ̀rọ̀ rẹ̀ pé, ipa Messi nínú ikọ̀ náà kò ṣe é yẹ̀ sílẹ̀ rárá."
"Costa said it is obvious that if Messi is not in the Argentina team it is very difficult for the team to work together, which is part of the reason they were defeated with such goals.","Costa sọ pé, Ó fara hàn gbangba gbangba pé, bí Messi kò bá kópa nínú ikọ̀ Argentina, ó máa ń nira fún ikọ̀ ọ̀hún láti ṣiṣẹ́ pọ́, léyìí tí ó wà lára bí a ṣe fàgbà hàn wọ́n pẹ̀lú àmì-ayò tí ó tóyìí."
"""a player like Messi can not be looked down.","""irú agbábọ́ọ̀lù bí Messi kò ṣe é bu ẹnu àtẹ́ lú."
They are supposed to be grateful for having Messi in the team.,Ó yẹ kí wọ́n máa dúpẹ́ pé wọ́n ní Messi lára wọn ni.
Costa was very happy to return into the Spanish team after he has played for the team during their qualifying matches due to the problem he was facing at the time in Chelsea.,"Ẹ̀wẹ̀, inú Costa dùn púpọ̀ láti padà sínú ikọ̀ Spain, lẹ́yìn tí o kópa fún ikọ̀ náà lásìkò àwọn ìfẹsẹ̀wọnsẹ̀ ìpegedé fún ìdíje àgbááyé náà látàrí wàhálà tí ó kojú lásìkò rẹ̀ nínú ikọ̀ agbábọ́ọ̀lù Chelsea."
--- Kano State boosts 41 clubs,--- Ìpínlẹ̀ Kano mú ìgbèrú bá ikọ̀ àgbábọ́ọ̀lù mọ́kànlélógójì (41).
Kano State Government has donated N13.5m to 41 Nationwide Football League One clubs in the state.,Ìjọba ìpínlẹ̀ Kano ti ṣe ìtọrẹ mílíọ́nù mẹ́tàlá ààbọ̀ náírà (N13.5m) fún ikọ̀ agbábọ́ọ̀lù mọ́kànlélógójì (41) tí wọ́n fi ìpínlẹ̀ náà ṣe ibùgbé.
"Seven Division One clubs were given N500,000 each, 15 Division two clubs got N350,000 each, while 19 Division Three clubs took home N250, 000 each.","Àwọn Ikọ̀ agbábọ́ọ̀lù méje tí ó wà ní ẹ̀ka kìnnì kọ̀ọ̀kan láǹfạ̀ạ̀ní láti gba owó tí ó tó ẹgbẹ̀rún lọ́nà ẹ̀ẹ́dẹ́gbẹ̀ta (N500,000), bẹ́ẹ̀ sìni ikọ̀ agbábọ́ọ̀lù márùndínlógún tí ó wà ní ẹ̀ka kejì kọ̀ọ̀kan ọ̀kẹ́ mẹ́tàdínlógún-lélẹ́gbàarùn-ún (N350,000), tí ikọ̀ agbábọ́ọ̀lù mọ́kàndínlógún tí ó bọ́ sí ẹ̀ka kẹta sì láǹfààní láti gba ọ̀kẹ́ méjìlá-lélẹ́gbàarùn-ún (N250, 000)."
Governor Abdullahi  Ganduje said at  Government House in Kano that the development was aimed at motivating the clubs.,"Gomina Abdullahi Ganduje sọ pé, ṣíṣe ìtọrẹ owó ọ̀hún ni ó wáyé ni ọ̀nà láti mú ìdàgbàsókè tí ó yèkooro bá ikọ̀ kọ̀ọ̀kan ní ìpínlẹ̀ náà."
"“I am happy that your clubs are doing well and as a government, we should encourage you to do better. We share your passion for the game and we will do our best to create the enabling environment for you to do better, .","Inú mí dùn pé ikọ̀ agbábọ́ọ̀lù yín ṣe dáradára, gẹ́gẹ́ bí ìjọba, ojúṣe wa ni láti ran ikò kọ̀ọ̀kan lọ́wọ́ láti túbọ̀ máa ṣe dáradára síi. A fi ń dáa yín lójú pé a ó ṣe àtìlẹ́yìn tí ó tó fún-un yín."
"He added that not too long ago, we donated money and football kits to 1,206 football clubs in the state as part of our commitment to the development of sports.”","Bákan náà, kò tí ì pẹ́ rárá tí a tún ṣe ìtọrẹ àwọn ohun èlò ìgbá bọ́ọ̀lù fún ikọ̀ agbábọ́ọ̀lù tí ó tó ẹ̀ẹ́dẹ́gbéje  ní ìpínlẹ̀ yìí, eléyìí tí ó wà lára èrò wa láti mú ìgbèrú bá eré-ìdárayá ni í̀pínlẹ̀ yìí."
"He said football is a major instrument of promoting peaceful co-existence, bridging cultural gaps and a critical factor in international relations.","""O fi kún un pé, bọ́ọ̀lù àfẹsègbá jẹ́ eré ìdárayá kan gbòógi tí kò ṣe é fọwọ́ yẹperẹ mú láwùjọ, ó máa ń fi ààyè ìbáṣepọ̀ tí ó dánmọ́rán sílẹ̀ láàrin àwọn ọ̀dọ́ àti àwọn ènìyàn lápapọ̀."
"The governor urged football clubs in Kano to sustain their zeal, assuring them that his administration would not relent in supporting them to win honours for the state.","Gómìnà náà wá rọ ikọ̀ agbábọ́ọ̀lù kọ̀ọ̀kan ní ìpínlẹ̀ náà láti túbọ̀ tẹpá mọ́ṣẹ́ wọn síi, bẹ́ẹ̀ sì nì O fi ń dá wọn lójú pé, ìṣàkóso ọ̀un yóò sa ipá rẹ̀ láti ṣàtìlẹyìn tí ó tó fún wọn nígbà kúùgbà àti lóòrèkóòrè."
--- NFF chiefs visit Carl Ikeme,--- Àwọn olóyè nínú àjọ NFF ṣàbẹ̀wò sí Carl Ikeme.
The Nigeria Football Federation leaders on Tuesday visited ailing Super Eagles goalkeeper Carl Ikeme at Christie Clinic in Manchester.,"Àwọn tọ́rọ̀ kàn gbọ́ngbọ̀n nínú àjọ NFF ti lọ ṣàbẹ̀wò sí amúlé ikọ̀ agbábọ́ọ̀lù Super Eagles, Carl Ikeme tí ó ń gba ìtọ́jú nílé ìwòsàn Christie Clinic, Manchester."
"Ikeme was diagnosed with acute leukaemia in July 2017,  and he has been receiving treatment.","Ikeme ni àwọn dókítà sàyẹ̀wò pé Ó ní àìsàn jẹjẹrẹ nínú oṣù keje ọdún 2017, tí ó sì ti ń gba ìtọjú láti ìgbà náà."
"In a statement, the football house said the NFF president Amaju Pinnick led the delegation consisting of 1st vice-president Seyi Akinwunmi, General Secretary Mohammed Sanusi,  as well as  the national team’s administrator  Dayo Enebi,  goalkeeping coach  Alloy Agu and  spokesman for the team  Toyin Ibitoye.","Nínú ọ̀rọ̀ wọn, agbẹnusọ̀ àjọ NFF, Tóyìn Ìbítóyè sọ pé, ààrẹ àjọ NFF, Amaju Pinnick ni ó dari àwọn ìgbìmọ̀ ọ̀hún, tí ó kún fún igbákejì ààrẹ kìnní àjọ NFF, Ṣèyí Akínwùnmí, akọ̀wé àgbà àjọ náà Mohammed Sanusi, olùṣàkóso ikọ̀ Super Eagles, Dayọ̀ Enebi àti akọ́nimọ̀ọ́mú Alloy Agu lọ sí ilé ìwòsàn náà."
"Pinnick said, “We have come on behalf of the government of Nigeria and the NFF to check up on you, find out how your recovery is going and to tell you that you are still very much on our minds and a member of the Super Eagles.","Pinnick sọ pé, A mú ìkínni wá fún Ọ láti ọwọ́ ìjọba, àjọ NFF lápapọ̀, láti wá ṣàbẹ̀wò mọ ibi tí àwọn dókítà bá ìtọ́jú dé. Ní pàápàá jùlọ láti sọ fún Ọ pé a kò gbàgbé rẹ nígbà kankan, bẹ́ẹ̀ sìni O ṣì dúró digbí nínú ikọ̀ Super Eagles."
"We have also come to seek your permission to be our special guest at the friendly game against England at  Wembley Stadium on  June 2. We want you to perform the customary kick-off of that game and if you approve of it, we will immediately request this of The Football Association.”","Bákan náà, ni a tún wá bèèrè bóyá O lè jẹ́ àlejò wa pàtàkì nínú ìfẹsẹ̀wọnsẹ̀ ọlọ́rẹ̀ẹ́jọ̀rẹ́ tí Super Eagles yóò gbá pẹ̀lú England ní pápá ìṣeré Wembley lọ́jọ́ kejì oṣù kẹfà. A fẹ́ jẹ́ kó kópa láti ṣíṣọ lójú eégún kí ìfẹsẹ̀wọnsẹ̀ ọ̀hún ó tó bẹ̀ẹ̀rẹ̀."
"Ikeme said,  “I am so overwhelmed by this show of love from the government of Nigeria and NFF.","Ikeme dáhùn pé, Inú mí dùn púpọ̀ fún ìfẹ́ ńlá tí àjọ NFF àti ìjọba fi ń hàn mí."
I am indeed grateful to Nigerians who daily flood my phone with prayers and well wishes.,Mo sì dúpẹ́ lọ́pọ̀lọpọ̀ fún àwọn ọmọ Nàìjííríà fún oríṣiríṣi àdúrà àtẹ̀jíṣẹ́ tí wọ́n máa ń fi ránṣẹ́ sí mi lórí ẹ̀rọ ìbánisọ̀rọ̀ mi.
"--- CAF, NFF celebrate Taribo West at 44","--- CAF, NFF ṣàjọyọ̀ ọdún merinlelogoji(44) fún Tàríbò West."
The Confederation of Africa Football (CAF) and the Nigeria Football Federation (NFF) have both celebrate Super Eagles legend Taribo West who turns 44 on Monday.,Àjọ tó ń rí sí bọ́ọ̀lù àfẹsẹ̀gbá nílẹ̀ Áfíríkà (CAF) ti panu pọ̀ pẹ̀lú àjọ tó ń rí si bọ́ọ̀lù àfẹsẹ̀gbá ní Nàìjííríà (NFF) láti ṣàjọyọ̀ ayẹyẹ ọdún mẹ́rìnlélógójì agbábọ́ọ̀lù ikọ̀ Super Eagles tẹ́lẹ̀rì Taribo West lọ́jọ́ Ajé (Monday).
Africa’s football governing CAF and NFF took their social media handles to send their birthday wishes to the former Nigerian defender.,Àjọ CAF àti NFF ṣe ìkínni ọ̀hún lórí ẹ̀rọ ayélujára wọn láti kí atamátàsé tẹ́lẹ̀rí náà.
"West started his career with Obanta United before playing for Sharks, Enugu Rangers, Julius Berger, Auxerre, Internazionale, AC Milan, Derby County, Kaiserslautern, Partizan, Al-Arabi and Plymouth Argyle during his playing days.","Ẹ̀wẹ̀, West bẹ̀ẹ̀rẹ̀ ayé rẹ gẹ́gẹ́ bí agbábọ́ọ̀lù nínú ikọ̀ Obanta United kí ó tó dara pọ̀ mọ́ ikọ̀ agbábọ́ọ̀lù mìíràn lóríṣiríṣi Ó kópa fún Sharks, Enugu Rangers, Julius Berger, Auxerre, Internazionale, AC Milan, Derby County, Kaiserslautern, Partizan, Al-Arabi àti Plymouth Argyle."
Taribo West was a member of Nigeria’s U-23 Eagles that won gold at the 1996 Atlanta Olympic Games also play in two Africa Cup of Nations and the same number of World Cup.,"Taribo West wà lára ikọ̀ Super Eagles tí ó gba ife-ẹ̀yẹ ìdíje bọ́ọ̀lù àgbááyé tàwọn ọ̀dọ́ tọ́jọ́ orí wọn kòju ọ̀dún mẹ́tàlélógún lo U-23̣, 1996 Atlanta Olympic, bẹ́ẹ̀ sì ni Ó tún kópa nínú ìdíje Africa Cup of Nations àti ìdíje bọ́ọ̀lù àgbááyé."
--- Nadal back from injury for Davis Cup quarter-finals,--- ìlera Nadal ti pé báyìí láti figagbága nínú ìdíje Davis Cup.
World number two Rafael Nadal has been named in Spain’s squad for their Davis Cup World Group quarter-final against Germany in Valencia next month.,"Atamátàsé agbábọ́ọ̀lù àfigigbá tí ó dára jùlọ sìkejí lágbàáyé, Rafael Nadal ní Spain ti kéde báyìí pé yóò figagbága nínú ìpele kẹta sí àṣekágbá ìdíje Davis Cup tí wọn yóò gbá pẹ̀lú Germany nílùú Valencia lóṣù tó ń bọ̀."
The 31-year-old has not played in the competition since helping five-time winners Spain return to the top tier of world tennis with victory in India in 2016.,"Ọmọ ọdún mọ́kànlélọ́gbọ̀n(31)  ọ̀hún ni kò tíi kópa nínú ìdíje náà láti ìgbà tí ó ti ran Spain lọ́wọ́ láti gba ife-ẹ̀yẹ ọ̀hún nígbà márùn-ún ọ̀tọ̀ọ̀tọ̀, èyí tí ó gbà kẹ́ỳin lọ́dún 2016 lórílẹ̀-èdè India."
"Nadal was named in captain Sergi Bruguera’s team alongside Pablo Busta, Bautista Agut, David Ferrer and Feliciano Lopez to participate in the competition.","Nadal ni akọ́nimọ̀ọ́gbá àgbà ikọ̀ Spain Sergi Bruguera ti yàn papọ̀ pẹ̀lú Pablo Busta, Bautista Agut, David Ferrer àti Feliciano Lopez láti kópa nínú ìdíje náà."
Nadal withdrew from the Australian Open in January due to an upper quad problem.,"Nadal, ṣíwọ́ láti tẹ̀síwájú nínú ìdíje Australian Open nínú oṣù kínní ọdún látàrí ìfarapa tí ó ní."
"He had been expected to return at the Mexican Open at the end of February, but missed his fifth tournament in a row.","Ẹ̀wẹ̀, bí ó tilẹ̀ jẹ́ pé, ìrètí wà pé, yóò padà wá kópa nínú ìdíje Mexican Open nínú oṣù kejì, ṣùgbọ́n Ó kọ̀ láti kópa, léyìí tí ó sọ ọ́ di ìdíje márùn-ún ọ̀tọ̀ọ̀tọ̀ tí kò tíi kópa léra wọn báyìí."
The Davis Cup quarter-finals take place over the weekend of April 6 to April 8.,"Ní ìparí, ìfigagbága ìpele kẹta sí àṣekágbá ìdíje Davis Cup ọ̀hún yóò wáyé lọ́jọ́ kẹfà sí ọjọ́ kẹjọ inú oṣù kẹrin ọdún tí a wà yìí."
--- I’ll overwhelm Parker with experience – Joshua,--- Ìfigagbága pẹ̀lú Parker yóò lágbára gan-an – Joshua
WBA and IBF world heavyweight champion Anthony Joshua say Joseph Parker will be ‘overwhelmed’ in their unification fight in Cardiff on Saturday.,"Olùjà ọmọ bíbí ilẹ̀ Bìrìtìkó, ẹni tí àmì-ẹ̀yẹ bẹ́lítì ìgbàdí WBA àti IBF wà lọ́wọ́ rẹ̀ báyìí, Anthony Joshua sọ pé ìfigagbága ọ̀un pẹ̀lú Joseph Parker tí yóò wáyé ní gbàgede Principality Stadium ní Cardiff lọ́jọ́ àbámẹ́ta (Saturday) yóò lágbára gan-an."
"Joshua, undefeated Briton of Nigerian descent, is the overwhelming favourite and will have home advantage in the Principality Stadium.","Ìròyìn sọ pé, Joshua kò tíì pàdánù ìfigagbága kankan látẹ̀yìn wá, bẹ́ẹ̀ sìni ìgbàgbọ́ wà pé ó ṣeéṣe kí Ó jáwé olúborí nínú ìfigagbága ọ̀hún látàrí ìrírí rẹ̀ tí ó ní ní gbàgede Principality."
"However, New Zealander Parker is also unbeaten in his 24 fights and brings with him the WBO belt.","Ẹ̀wẹ̀, ẹnìkejì rẹ̀ ọmọ bíbí orílẹ̀-èdè New Zealander, Parker náà kò tíì pàdánù ìfigagbága kankan nínú ìfigagbága mẹ́rìnlélógún tí ó ti jà báyìí, bẹ́ẹ̀ sìni yóò gbé bélíìtì ìgbàdí WBO tí ó gbà kẹ́yìn wá fi díje nínú ìfigagbága náà."
--- Rohr make change to the team to face Serbia,--- Rohr ṣàtúnṣe sí ikọ̀ tí yóò kojú Serbia.
Super Eagles manager Gernot Rohr has made four changes to the starting line up that defeated Poland 1-0 in today’s line up for the friendly game against Serbia.,"Akọ́nimọ̀ọ́gbá àgbà ikọ̀ Super Eagles, Gernot Rohr ti ṣe àtúnṣe si ikọ̀ tí ó fàgbà hàn ikọ̀ agbábọ́ọ̀lù Poland, léyìn tí ó rọ́pò agbábọ́ọ̀lù mẹ́rin lára ikọ̀ tí yóò kojú orílẹ̀-èdè Serbia."
"According to own goal Nigeria, Rohr has retained almost all the players that ‎played in the win over Poland on Friday.","Gẹ́gẹ́ bí ẹ̀rọ ayélujára own goal Nigeria ṣe sọ,"" Rohr ti ṣe àtúnṣe sí ikọ̀ tí ó fàgbà han ikọ̀ agbábọ́ọ̀lù Poland lọ́jọ́ Ẹtì (Friday)."
"With the exception of the injured Leon Balogun, Shehu Abdullahi and Kelechi Iheanacho, and top striker Odion Ighalo who was dropped for tactical reasons.","Ní báyìí, Leon Balógun kò ní kópa látàri ìfarapa tí ó ní, bẹ́ẹ̀ sì ni Shehu Abdullahi, Kelechi Iheanacho, àti Odion Ighalo kò ní bẹ̀ẹ̀rẹ̀ ìfẹsẹ̀wọnsẹ̀ ọ̀hún."
"Kenneth Omeruo, Ogenyi Onazi, Tyronne Ebuehi and Ahmed Musa will replace the above-mentioned trio in the starting line up, which also saw players like‎ goalkeeper Francis Odinaka Uzoho, Joel Obi and Brian Idowu retaining their spot.","Ẹ̀wẹ̀, Kenneth Omeruo, Ogenyi Onazi, Tyronne Ebuehi àti Ahmed Musa yóò rọ́pò wọn ṣaájú ìfẹsẹ̀wọnsẹ̀ náà, ṣùgbọ́n Francis Odinaka Uzoho, Joel Obi àti Brian Ìdòwú yóò di ipò wọ́n mú bí ó ṣe wà tẹ́lẹ̀."
"The 11-man line up for the match against Serbia include:  Francis Odinaka Uzoho (GK), Tyronne Ebuehi, Brian Idowu, William Troost-Ekong, Kenneth Omeruo, Joel Obi, Wilfred Ndidi, Ogenyi Onazi (C), Alex Iwobi, Ahmed Musa, Victor Moses.","Ikọ̀ mọ́kànlá tí yóò kojú Serbia ni: Francis Odinaka Uzoho (GK), Tyronne Ebuehi, Brian Ìdòwú, William Troost-Ekong, Kenneth Omeruo, Joel Obi, Wilfred Ndidi, Ogenyi Onazi (C), Alex Iwobi, Ahmed Musa, Victor Moses."
--- Ibrahimovic leaves Manchester United for LA Galaxy,--- Ibrahimovic fi ikọ̀ Manchester United silẹ̀ láti dara pọ̀ mọ́ LA Galaxy.
Zlatan Ibrahimovic has decided to leave Manchester United to join Los Angeles Galaxy.,Zlatan Ibrahimovic ti pinnu láti fi ikọ̀ Manchester United silẹ̀ láti dara pọ̀ mọ́ ikọ̀ agbábọ́ọ̀lù LA Galaxy.
“Great things also come to an end and it is time to move on after two fantastic seasons with Manchester United.,"“kòsí òhun tí ó ní ìbéèrè tí ò lópin, àsìkò tí tò ní báyìí láti tún tẹ̀síwájú nínú ìrín-àjo bọ́ọ̀lù àfẹsẹ̀gbá mi, lẹ́yìn sáà méjì tí mo lò pẹ̀lú ikọ̀ agbábọ́ọ̀lù Manchester United."
"Thank you to the club, the fans, the team, the coach, the staff and everybody who shared with me this part of my history,”","Mo dúpé púpọ̀ fún ikọ̀ náà, àwọn olólùfẹ́, àwọn akẹẹgbẹ́ mi, àwọn akọ́nimọ̀ọ́gbá gbogbo àti àwọn òṣìṣẹ́ pátápátá fún àṣeyọrí mi nínú ikọ̀ yìí."
"It was understood Manchester United manager, Jose Mourinho, had agreed to release him from a contract that was due to expire at the end of this season.","""Akọ́nimọ̀ọ́gbá àgbà ikọ̀ Manchester United, Jose Mourinho náà ti sọ tẹ́lẹ̀rí pé, Ibrahimovic yóò kúrò nínú ikọ̀ náà tí ìwé ìṣiṣẹ́ rẹ̀ náà bá wá sí ìparí ní sáà yìí."
--- I’ll quit International football after world cup – Iniesta,--- Mi ò ní kópa fún Spain mọ́ lẹ́yìn ìdíje bọ́ọ̀lù àgbááyé - Iniesta
"Ahead of Friday’s friendly clash with Germany, Iniesta has played 123 times for Spain, a record bettered by only Andoni Zubizarreta, Xavi, Sergio Ramos and Iker Casillas.","Ṣaájú ìfigagbága ọlọ́rẹ̀ẹ́jọ̀rẹ́ tí ikọ̀ agbábọ́ọ̀lù Spain yóò gbá pẹ̀lú Germany lọ́jọ́ Ẹtì (Friday), Iniesta, ti gbá ìfẹsẹ̀wọnsẹ̀ mẹ́tàlélọ́gọ́fà (123) fún Spain báyìí, ṣùgbọ́n tí kò tíì bá tàwọn aṣaájú rẹ̀ tí wọ́n ti fẹ̀yìntì bí: Andoni Zubizarreta, Xavi, Sergio Ramos ati Iker Casillas."
"Should Iniesta feature in all of Spain’s pre-World Cup friendly games and help them to the final, he could surpass Xavi as Spain’s third most-capped player in the showpiece, before probably signing off at the age of 34.","Ní báyìí, tí Iniesta bá láǹfààní láti kópa nínú ọ̀kan-ò-jọ̀kan ìfẹsẹ̀wọnsẹ̀ ọlọ́rẹ̀ẹ́jọ̀rẹ́ fún Spain, èyí yóò mú ṣaájú akẹẹgbẹ́ rẹ̀ tẹ́lẹ̀rí, Xavi lẹ́ni tí ó jẹ́ ẹnikẹta tí ó kópa jùlọ fún ikọ̀ agbábọ́ọ̀lù Spain kí ó tó fẹ̀yìntì ní ọmọ ọdún mẹ́rìnlélọ́gbọ̀n."
