English,Yoruba
"“Due to the speed with which the patient has been identified and isolated, as well as the identification of all bus passengers from Butembo, the risk of spreading to the rest of the city of Goma remains low,” the ministry said.","Gẹ́gẹ́ bí iléeṣẹ́ ètò ìlera ṣe sọ “látàrí ìjáfara kẹ́fin alárùn náà àti bí ó ti ṣe wà ní ìyàsọ́tọ̀ọ̀tọ̀, àti ìṣèdánimọ̀ gbogbo àwọn èrò ọkọ̀ láti Butembo, ewu ìfọ́nká sí àwọn agbègbè tí ó kù ní Goma kéré.” wọn ní gbogbo ibùdókọ̀"
"Goma has been preparing for the arrival of Ebola for a year, setting up hand-washing stations and making sure motorcycle riders do not share helmets.","Ìlú Goma ti ń gbaradì fún àrùn Ebola láti ọdún tó kọjá, ṣíṣètò ibi tí àwọn ènìyàn náà yóò ti máa fi omi fọ ọwọ́, tí wọ́n sì tún ṣe àrídájú pé àwọn awakẹ̀kẹ́-alùpùpù kò yá ara wọn ní akoto."
"But in more rural areas, the virus has been hard to contain. Local mistrust of health officials and militia violence have hobbled containment efforts, and caused the number of new cases to spike.","Àmọ́ ní àwọn ìgbèríko, àrùn ọlọ́jẹ̀ náà ti ṣòro láti kápá. Àìfọkàntán àwọn òṣìṣẹ́ elétò ìlera àti ìjà ìgboro ti di àwọn akitiyan ìkápá lọ́wọ́, ó sì tí fa kí àwọn tí ó lùgbàdì ó pọ̀ sí i."
"Ebola causes diarrhea, vomiting and haemorrhagic fever and can be spread through bodily fluids.","Àrùn Ebola máa ń fa àrùn ìgbẹ́ gbuuru, èébì, àti àrùn ibà ẹlẹ́jẹ̀ tí ó lè ràn nípase oje ara."
"An epidemic between 2013 and 2016 killed more than 11,300 people in West Africa.","Àjàkálẹ̀ kan ní àárín ọdún 2013 àti 2016 pa ju ènìyàn tí ó lé ní ẹgbẹ̀rún mọ́kànlá (11,300) ní Ìwọ̀-oòrùn Ilẹ̀-Adúláwọ̀."
WHO responds,WHO fèsì
"The first case of Ebola in Democratic Republic of Congo’s eastern city of Goma is a potential game-changer in the scale of the outbreak, World Health Organization Chief Tedros Adhanom Ghebreyesus said.","Ìṣẹ̀lẹ̀ àrùn Ebola àkọ́kọ́ irú ẹ̀ ní Orílẹ̀-èdè Ìjọba Àwarawa Olómìnira Congo ní ìlà-oòrùn ìlú Goma jẹ́ ìṣípòpadà tí ó ṣe kókó nínú ìpele àjàkálẹ̀ náà, Olóyè Tedros Adhanom Ghebreyesus Àjọ Elétò Ìlera Àgbáyé sọ."
"Tedros said he was hopeful that there would be no further spread of the disease in the city, but he was convening the WHO’s emergency committee to decide if the outbreak now constituted an international health emergency.","Tedros sọ wí pé òun nírètí pé kò ní sí ìtànkálẹ̀ àrùn náà ní ìlú náà, ṣùgbọ́n ó ń k ó àwọn ìgbìmọ̀ pàjáwìrì àjọ WHO jọ láti ṣe ìpinnu bóyá àjàkálẹ̀ náà jẹ́ ètò ìlera pàjáwìrì àgbáyé."
— World Health Organization (WHO),— Àjọ Elétò Ìlera Àgbáyé (WHO)
"An Ebola Treatment Centre in Goma, DRC, has been operational since February, and the person is now receiving care there. As part of the preparedness, 3000 #healthworkers have been vaccinated in this city alone.","Ibi Ìwòsàn àrùn Ebola ní Goma, DRC, ti ń ṣiṣẹ́ láti oṣù Èrèlé, tí onítọ̀hún sì ti ń gba ìtọ́jú níbẹ̀. Gẹ́gẹ́ bí ìgbaradì náà, òṣìṣẹ́ elétò ìlera 3000 ni a ti bupá fún ní ìlú náà nìkan."
---NMA blame States for poor state of Primary Healthcare,---NMA dá àwọn Ìpínlẹ̀ lẹ́bi fún ipò àìdára ètò ìlera abẹ́lé
"The Nigeria Medical Association (NMA), has blamed the state governments for the poor implementation of Primary Healthcare programmes in the country.","Ẹgbẹ́ àwọn Òṣìṣẹ́ Oníṣègùn Òyìnbó orílẹ̀-èdè Nàìjíríà, (Nigeria Medical Association, NMA), ti bẹnu àtẹ́ lu bí àwọn gómìnà ìpínlẹ̀ ṣe pa ilé ìwòsàn abẹ́lé orílẹ̀-èdè náà tì sẹ́gbẹ̀ẹ́ kan."
"Dr Francis Faduyile, the President of NMA, told the press in Abuja, that the poor handling of primary healthcare was due to negligence and poor commitment on the part of state governors.","Ààrẹ ẹgbẹ́ NMA, Dr Francis Faduyile, ló sọ fún àwọn akọ̀ròyìn nílùú Àbújá pé, bí àwọn gómìnà Ìpínlẹ̀ lórílẹ̀-èdè Nàìjíríà kò ṣe kọbiara sí ilé-ìwòsàn abẹ́lé ló fà á tí àwọn ilé-ìwòsàn náà ṣe dẹnu kọlẹ̀."
"He stated that the state government had largely abandoned the state health system, stressing that they had allowed it to suffer serious setback.","Ó sọ pé àwọn ìjọba ìpínlẹ̀ ti pa ilé ìwòsàn abẹ́lé àwọn ìpínlẹ̀ náà tì, tí ó ń tẹnu mọ́ ọ wí pé wọ́n ti jẹ́ kí ó ní ìfàsẹ́yìn tí ó pọ̀."
"According to him, the state government are in charge of primary healthcare centres and they are in charge of the secondary healthcare institutions and the state government had largely not been up and doing in this regard.","Gẹ́gẹ́ bí ó ti ṣe sọ, ìkáwọ́ àwọn ìjọba ìpínlẹ̀ ni àwọn ilé ìwòsàn abẹ́lé wà àti pé àkàtà wọn ni àwọn ilé ìwòsàn gbogbó wà, tí ìjọba ìpínlẹ̀ kò sì ṣe tó ati sa ipá ní ti èyí."
He said that the NMA had increased its advocacy and would open up discussions with the state government to see what could be done to remedy the embarrassing situation.,"Ó sọ pé NMA ti jára mo àgbàwí, yóò sì ìjíròrò pẹ̀lú ìjọba ìpínlẹ̀ láti wá ojútùú sí ipò adójútini náà."
“We are hoping to go to the Governors’ Forum when next they have a meeting to draw attention and address concerns.,“A nírètí láti lọ sí Àpérò Àwọn Gómìnà nígbà mìíràn tí wọ́n bá ní ìpàdé láti ṣíjú wọn sí àwọn ohun tí ó kàn gbọ̀ngbọ̀n.
Primary health care is very important in rectifying the health situation in the country.”,Ètò ìlera abẹ́lé jẹ́ kọnti nínú àtúnṣe ètò ìlera ní orílẹ̀-èdè.”
Faduyile noted that the Federal Government should take action on the issue of brain drain that could help in salvaging the health sector.,Faduyile sọ pé kí Ìjọba Àpapọ̀ ó wá nnkan ṣe sí ti ìwàgbẹ ọpọlọ tí ó lè ṣe ìgbàpadà ẹ̀ka ìlera.
"According to the NMA president, we have observed that the governments have not performed well in the health sector.","Gẹ́gẹ́ bí ààrẹ ẹgbẹ́ NMA ṣe sọ, a ti ṣ’àkíyèsí wí pé ìjọba kò ṣe dáadáa nínú ẹ̀ka ìlera."
"Faduyile said that as part of measures to salvage the health sector, the NMA had taken a step to support Community Health Insurance Scheme.","Faduyile sọ pé lára àwọn ìgbésẹ̀ láti ṣe ìgbàpadà ẹ̀ka ìlera, NMA ti gbé ìgbésẹ̀ láti gbárùkù ti Ètò Mádàánilófò Àwùjọ."
"He said that the association would support states that were forming their health insurance scheme, urging them to seek for guidelines from NMA to do it the right way.","Ó sọ pé àjọ náà yóò ṣe àtìlẹ́yìn fún àwọn ìpínlẹ̀ tí wọ́n ń ṣe àgbékalẹ̀ ètò mádàánilófò ìlera ti wọn, wọ́n rọ̀ wọ́n láti béèrè fún ìtọ́nà lọ́wọ́ NMA ní ọ̀nà tí ó yẹ."
---Nigeria reiterates commitment to promote human rights,---Nàìjíríà tún ìpinnu rẹ̀ sọ láti ṣe ìgbélárugẹ ẹ̀tọ́ ọmọnìyàn
The Nigerian government says the use of torture to extract confession or as punishment to alleged victims of crime will not be condoned.,Ìjọba orílẹ̀-èdè Nàìjíríà ti ní òun kò ní fi àyè gba lílọ ìwà ìjìyà ìpalára láti gba ìjẹ́wọ́ lọ́wọ́ ẹni tàbí ìfìyàja ẹni tí a fi ẹ̀sùn kàn mọ́.
"Solicitor General of the Federation and Permanent Secretary in the Ministry of Justice, Mr. Dayo Akpata stated this in Abuja, at an event to mark the 2019 United Nations International Day in Support of Victims of Torture.","Agbẹjẹ́rò Àgbà fún Orílẹ̀-èdè àti Akọ̀wé Àgbà ní ilé–iṣẹ́ Ètò Ìdájọ́, Ọ̀gbẹ́ni Dayọ̀ Akpata l’ó s’ọ̀rọ̀ yìí nílùú Àbújá, níbi ayẹyẹ láti sàmì sí àjọ̀dún Àjọ Ìṣọ̀kan Àgbáyé ọdún 2019 ní Àtìlẹ́yìn fún Àwọn tí ó ń Jìyà ìpalára."
Psychological trauma Mr. Akpata stated that the right to freedom from torture is not negotiable.,Ọ̀gbẹ́ni Akpata ẹni tí ó jẹ́ onímọ̀-egbò inú ọpọlọ sọ wí pé ètò òmìnira ìjìyà ìpalára kì í ṣe ohun ìdúnàdúrà.
"The Permanent Secretary said that millions of people, family and groups around the world suffers severe physical and psychological trauma as a result of torture.","Akọ̀wé Àgbà náà ní ẹgbẹẹgbẹ̀rún awon ènìyàn, ebi ati àwọn lẹ́gbẹ́lẹ́gbẹ́ jákèjádò ilé-ayé ń jìyà ara àti egbò-inú ọpọlọ látàrí ìjìyà ìpalára."
"“Every individual living in Nigeria is entitled to respect for the dignity of human person hence, nobody should be subjected to torture or inhumane treatment,” he said.","Ó ní, “gbogbo ọmọ orílẹ̀-èdè Nàìjíríà l’ó ní ẹ̀tọ́ sí ìbọ̀wọ̀fún ìyìn ọmọ-ènìyàn, láti ìhín lọ, kò sí ẹnikẹ́ni kò gbọdọ̀ fì̀yà jẹ ẹlòmíràn tàbí ìwà àìṣènìà."""
"According to him, “Nigeria is a signatory to the UN convention on torture that prohibits the use of torture.","Ní ọ̀rọ̀ rẹ̀, “orílẹ̀-èdè Nàìjíríà jẹ́ ọ̀kan lára orílẹ̀-èdè tí ó t’ọwọ́bọ ìwé àjọ UN l’órí ìjìyà ìpalára tí ó ka ìjìyà ìpalára léèwọ̀."
“The Nigerian laws empowered the Ministry to ensure the implementation of the act against torture.”,"“Òfin orílẹ̀-èdè Nàìjíríà ti fún Ilé-Iṣẹ́ ètò ìdájọ́ l’ágbára láti mú àbá d’òfin ìtako ìwà ìpalára ṣe."""
Mr. Akpata was represented by Mr. Hamza Ahmed at the event.,Ọ̀gbẹ́ni Hamza l’ó ṣójú fún ọ̀gbẹ́ni Akpata níbi ayẹyẹ náà .
"---VP Osinbajo to meet with Mike Pence, others in the US","---Igbákejì Ààrẹ Ọ̀ṣínbájò yóò ṣèpàdé pẹ̀lú Mike Pence, àti àwọn t’ó kù l’órílẹ̀-èdè Amẹ́ríkà"
"Vice President Yemi Osinbajo is visiting the United States where he will be meeting with his US counterpart, Mr. Mike Pence, and other key groups and interests in the country.","Igbá-kejì Ààrẹ Yẹmí Ọ̀ṣínbájò ń lọ sí orílẹ̀ Amẹ́ríkà, United States níbi tí yóò ti máa ṣẹ̀pàdè pẹ̀lú akẹgbẹ́ rẹ̀ tí ó jẹ́ igbá-kejì Ààrẹ orílẹ̀-èdè Amẹ́ríkà ọ̀gbẹ́ni Mike Pence, àti àwọn ènìyàn jàǹkàn-jàǹkàn lorílẹ̀-èdè náà."
"A statement from the Office of the Vice President said “ahead of his meeting with the US Vice President in Washington D.C on Wednesday, Professor Osinbajo will be meeting with the Council on Foreign Relations on Monday in New York.","Àtẹ̀jáde kan tí ó wà láti ilé-iṣẹ́ igbá-kejì Ààrẹ sọ pé “Igbá-kejì Ààrẹ ọ̀jọ̀gbọ́n Yẹmí Ọ̀ṣínbájò yóò kọ́kọ́ ṣe ìpàdé pẹ̀lú ìgbìmọ̀ aláṣẹ lórí ọ̀rọ̀ tó jẹ mọ́ ti ilẹ̀ òkèèrè lọ́jọ́ Ajé ní New York, kí ó tó máa ṣèpàdé pẹ̀lú igbá-kejì Ààrẹ orílẹ̀-èdè Amẹ́ríkà ní Washington DC ní ọjọ́ Ọjọ́rú."
"“In his meeting with his American counterpart, VP Osinbajo would be discussing matters of mutual interests between Nigeria and the US, while he would be speaking on Nigeria’s economic prospects and other related matters in his meeting with the Council on Foreign Relations.”","“Lára nǹkan tí igbá-kejì Ààrẹ, Yẹmí Ọ̀ṣínbájò yóò máa bá akẹgbẹ́ rẹ̀ jíròrò ni lórí bí ìdàgbàsókè yóò ṣe túbọ̀ máa gbilẹ̀ sí i lórí ìbáṣẹpọ̀ t’ó wà láàárín orílẹ̀-èdè méjèèjì, bákan náà, ni igbákejì Ààrẹ Ọ̀ṣínbájò yóò tún máa sọ̀rọ̀ lórí ètò ọ̀rọ̀ ajé."
The Vice President left for the US on Saturday afternoon and is expected back in Abuja on Thursday.,"""Igbákejì Ààrẹ fi ìlú sílẹ̀ ní ọ̀sán ọjọ́ Àbámẹ́ta, ìrètí wa pé yóò padà sí Àbújá ní ọjọ́ Ọjọ́bọ̀."
---Muhammad-Bande becomes UN General Assembly President,---Muhammad-Bande di Ààrẹ Àpérò Àjọ UN
"Nigeria’s Permanent Representative to the United Nations, Ambassador Tijjani Muhammad-Bande has emerged President of the 74th UN General Assembly.",Aṣojú orílẹ̀-èdè Nàìjíríà fún Àjọ Ìṣòkan Àgbáyé (United Nations) Tijjani Muhammad-Bande ni ó ti jáwé olúborí gẹ́gẹ́ bí Ààrẹ kẹrìnléláàádọ́rin Àpérò Àjọ Ìṣòkan Àgbáyé.
"Muhammad-Bande, the sole candidate for the position, was elected through acclamation at the 87th plenary meeting of the Assembly in New York on Tuesday, June 4.","Muhammad-Bande, nìkan l’ó díje fún ipò yìí, a dìbò yàn án nípasẹ̀ pípa ohùn pọ̀ lásìkò ìpàdé àpérò àjọ àgbáyé kẹ́tàdínláàdọ́rùn-ún t’ó wáyé ni New York lọ́jọ́ Ìṣẹ́gun, ọjọ́ kẹrin oṣù kẹfà."
"He is the second Nigerian to hold the office after Joseph Garba, a retired military officer and diplomat, who led the organ between 1989 and 1990.","Òun ni yóò jẹ́ ọmọ Nàìjíríà kejì tí yóò di ipò náà mú lẹ́yìn tí ajagun fẹ̀yìn tì Joseph Garba tí ó jẹ́ aṣojú tẹ́lẹ̀ rí àti ọgbọ́n òṣèlú, ẹni tí ó darí ikọ̀ náà láàárín ọdún 1980 sí 1990."
He will be inaugurated in September 2019.,Oṣù Kesan-an ọdún 2019 ni ó bẹ̀rẹ̀ iṣẹ́.
---Nigerians in diaspora to advocate for diaspora voting,---Awon ọmọ orílẹ̀-èdè Nàìjíríà ní ẹ̀yìn odi ń ṣ’alágbàáwí fún ìdìbò láti ìlú òkèèrè.
Nigerians in the diaspora have been urged to advocate for the implementation of a law to allow for diaspora voting.,Wọ́n ti rọ gbogbo àwọn ọmọ orílẹ̀-èdè Nàìjíríà tó ń gbé ní ìlú òkèèrè láti ṣe àgbáwí fún òfin tí yóò gbà wọ́n láàyè láti máa dìbò lásìkò ètò ìdìbò níbikíbi lẹ́yìn odi.
"The Chairman, Diasporas Commission in Nigeria and the Senior Special Adviser to President Muhammad Buhari, Abike Dabiri-Erewa, made the call at a cocktail with a delegation of APC Diaspora members, in Abuja, Nigeria.","Alága, Àjọ Àwọn Ọmọ orílẹ̀-èdè Nàìjíríà nílẹ̀ òkèèrè, tí ó tún jé Olùdámọ̀ràn Pàtàkì fún Ààrẹ Muhammadu Buhari, Àbíkẹ́ Dábírí-Erewa, l’ó pe ìpè yìí lásìkò àpèjẹ tí wọ́n ṣe fún àwọn aṣojú ọmọ ẹgbẹ́ APC t’ó ń gbé nílùú òkèèrè, ní ìlú Àbújá, orílẹ̀-èdè Nàìjíríà."
” thank you so much for coming all the way home because you want to be part of President Buhari’s inauguration.,""" ẹ ṣéun púpọ̀ tí ẹ wá sílé nítorí wí pé ẹ fẹ́ wá darapọ̀ mọ́ ètò ìfinijoyè Ààrẹ Buhari."
"You all worked hard for him to succeed and by the grace of God and with determination, the President spoke to you yesterday, he is not going to let all of you down.","Gbogbo yín ni ẹ ti ṣe iṣẹ́ takuntakun fún àṣeyọrí rẹ̀, pẹ̀lú oore-ọ̀fẹ́ Ọlọ́run àti ìpinnu, Ààrẹ bá a yín sọ̀rọ̀ lánàá, kò ní já gbogbo yín kulẹ̀."
” I think one of the greatest goals we all must achieve is the Diaspora voting.,"Ó ní "" Oun tí mo lérò pé ìlépa tí ó ṣe Pàtàkì jù lọ fún wa ni àṣeyege ìdìbò láti ìlú òkèèrè."
And we all have to work together to make it happen.” She said.,Gbogbo wa ni a ní lati ṣiṣẹ́ pọ̀ lati ṣe àṣeyọrí.
"“I am going to appeal to all of you, as the 9th Assembly comes in, let’s start immediately, let’s move to Parliaments and lobby them to ensure that Nigerians in diaspora can vote, so make it a priority”. She noted.","Ó sọ “Mo fẹ́ rọ̀ gbogbo yín, bí Àpéjọ kẹsàn-án ṣe ń ilé wọlé, ẹ jẹ́ kí á bẹ̀rẹ̀ lẹ́sẹ̀kẹsẹ̀, kí á gbìyànjú láti lọ sí Ìgbìmọ̀-aṣòfin, k’á sì kó sí wọn lẹ́mìí láti rí i dájú wí pé àwọn ọmọ orílẹ̀-èdè Nàìjíríà ní ẹ̀yìn odi láti lè dìbò, nítorí náà ó ṣe kókó”."
"“now you have a Diaspora Commission, work with the Commission to ensure this happens, if smaller counties can do it, I see no reason why Nigerians can’t vote”. She noted.","Ó sọ “ní báyìí ẹ ti ní Àjọ Ọmọ orílẹ̀-èdè nílẹ̀ òkèèrè, ẹ fọwọ́sowọ́pọ̀ pẹ̀lú Àjọ náà, kí èyí ba lè di mímúṣẹ, bí àwọn orílẹ̀-èdè kéréjekéréje bá leè ṣe é, mi kò rí ìdí kan tí àwọn Ọmọ orílẹ̀-èdè Nàìjíríà kò leè dìbò”."
"” it’s going to be a tough battle, but we need to ensure that Diaspora voting becomes a reality”. She emphasised.","Ó tẹnumọ "" yóò jẹ́ ogun tí ó ṣòro láti jà, ṣùgbọ́n a gbọdọ̀ ṣe àrídájú wí pé ìdìbò lẹ́yìn odi di àmúṣẹ”."
---President Buhari heads to Saudi Arabia for OIC Summit,---Ààrẹ Buhari forílé orílẹ̀-èdè Saudi Arabia fún Ìpàdé àpérò OIC.
"President Muhammadu Buhari has left Abuja to attend the Summit of the Organisation of Islamic Cooperation, OIC in Makkah, Saudi Arabia.","Ààrẹ Muhammadu Buhari ti fi Abuja sílẹ̀ láti lọ fún Ìpàdé àpérò Ẹgbẹ́ Àjùmọ̀ṣe àwọn Ẹlẹ́sìn Islam, OIC nílùú Makkah ní orílẹ̀-èdè Saudi Arabia."
"The 14th session of the Summit Conference of the OIC, scheduled to hold on Friday, May 31, will be hosted by King Salman bin Abdulaziz Al Saud and attended by Heads of State and Governments of Member States.","Ìpàdé àpérò gbogbogboò OIC ẹlẹ́ẹ̀kẹrìnlá irú rẹ̀, tí yóò wáyé lọ́jọ́ Ẹtì (Friday) ọjọ́kankàndínlọ́gbọ̀n, oṣù Karùn-ún, tí Ọba Salman Abdulaziz Al Saud yóò gbàlejò, tí àwọn Olórí orílẹ̀-èdè tí wọn jẹ́ ọmọ ẹgbẹ́ àjọ náà yóò lọ fún."
"According to the OIC secretariat, the summit to be convened under the theme, “Makkah al-Mukarramah Summit: Hand in Hand toward the Future,” seeks to develop a unified stance on events in the Islamic world.","Gẹ́gẹ́ bí ilé-iṣẹ́ Akọ̀wé ẹgbẹ́ OIC ṣe fi léde, àkórí ìpàdé àpérò naa ni: “Àpérò Makkah al-Mukarramah: Ìfọwọ́sọwọ́pọ̀ fún ọjọ́-ọ̀la "" láti mú ìdàgbàsókè bá ìṣọ̀kan àwọn ẹlẹ́ṣin Mùsùlùmí lágbàáyé."
President Buhari is expected to address the forum and underscore the need for member countries to unite and work together to combat common challenges such as terrorism and violent extremism.,"Ààrẹ Buhari yóò sọ̀rọ̀ níbi ìpàdé náà àti ìmẹ́nuba ìdí tí àwọn orílẹ̀-èdè tí wọn jẹ́ ọmọ ẹgbẹ́ àjọ náà fi gbọdọ̀ fìmọ̀-ṣọ̀kan, láti ṣiṣẹ́ papọ̀ láti gbógun ti àwọn ìpèníjà bí i ìwà ìdúnkookò-mọ́ni àti làásìgbò àwọn alákata-kítí."
---Nigeria seeks U.S. assistance to tackle unemployment,---Nàìjíríà rawọ́ ẹ̀bẹ̀ ìrànwọ́ sí U.S láti kojú ìṣòro àìríṣẹ́ṣe.
Nigeria is seeking help from the United States of America to address the issue of unemployment in the country.,Orílẹ̀-èdè Nàìjíríà ń béèrè fún ìrànlọ́wọ́ láti ọ̀dọ̀ orílẹ̀-èdè Ìpínlẹ̀ Ìṣọ̀kan Amẹ́ríkà láti gbógun ti ìṣòro àìríṣẹ́ lorílẹ̀-èdè náà.
"The Permanent Secretary, Federal Ministry of Labour and Employment, William Alo, says Nigeria needs assistance from the U.S in “tackling the unemployment challenges bedeviling the country.”","Akọ̀wé Àgbà fún Àjọ tó-ń-rí-sí ètò iṣẹ́ àti Ìgbanisíṣẹ́ (Federal Ministry of Labour and Employment), William Alo, sọ pé orílẹ̀-èdè Nàìjíríà nilo ìrànlọ́wọ́ láti ọ̀dọ̀ U.S láti “dojú ìjà kọ ìpèníjà àìríṣé tó ń kojú orílẹ̀-èdè náà."""
"Receiving a delegation from the U.S. Department of Labour, led by Kurt Petermeyer, who is the Regional Administrator, Occupational Safety and Health Administration, Mr Alo said that assistance from the U. S. to upgrade the skill acquisition centres in the country would be of immense benefit to Nigeria, as it would enhance job creation.","Lásìkò t’ó ń gba ikọ̀ Èka ilé-iṣé ètò iṣẹ́ láti orílẹ̀-èdè Amẹ́ríkà, tí Kurt Petermeyer, ẹni tí ó jẹ́ Alábòójútó Èka Ìṣàkóso Ètò ààbò àtì Ìlera ṣe adarí, ọ̀gbẹ́ni Alo sọ pé ìrànlọ́wọ́ láti ọ̀dọ̀ U.S. láti mú àwọn ibi ìkọ́ni ní ọgbọ́n ìmọ̀ọ̀ṣe yóò ṣe ànfààní ribiribi fún orílẹ̀-èdè Nàìjíríà, ní ti ìmúdára ìpèsè iṣẹ́."
---President Buhari continues religious obligation in Makkah,---Ààrẹ Buhari tẹ̀síwájú nínú ètò ìlànà ẹ̀sìn ní Makkah
